,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Themes,Demographics
252,,日本沈没2020 劇場編集版　シズマヌキボウ,Japan Sinks 2020 Theatrical Edition: Unsinkable Hope,,,,['Movie'],1,Finished Airing,"Nov 13, 2020",,,"None found,","None found,",['Science SARU'],Novel,"['Adventure', 'Drama', 'Sci-Fi', 'Suspense']",,,2 hr. 31 min.,R - 17+ (violence & profanity),6.69,#5962,#13937,"1,068",4,279,"The Mutou family leads a peaceful life: Kouichirou works at a construction site and his wife Mari is returning from an overseas trip. Their daughter Ayumu has just finished her track practice while their son Gou is playing video games at home. However, life as they know it is flipped upside down when a calamitous earthquake strikes the entire Japanese archipelago—obliterating the face of the country in an instant. With society crumbling around them and their nation gradually sinking into the ocean, the Mutou family must band together to survive the catastrophe. Treading the near-apocalyptic setting, they struggle not only to stay alive, but also to learn the difficulty of coping with loss. [Written by MAL Rewrite]",[],Nihon Chinbotsu 2020 Gekijou Henshuuban: Shizumanu Kibou,,,
253,,繼園臺七號,No.7 Cherry Lane,,,,['Movie'],1,Finished Airing,"Nov 5, 2020",,,"None found,","None found,","None found,",Original,"['Drama', 'Romance']",['Historical'],,2 hr. 4 min.,R+ - Mild Nudity,[],#16476,#17201,476,0,,"Ziming, a University undergraduate, is entangled between his amorous feelings for a self-exiled mother Mrs Yu from Taiwan and her beautiful daughter Meiling, in the era coincides with Hong Kong's turbulent times of 1967. (Source: IMDB)",[],Jiyuantai Qihao,,,
254,,클라이밍,Climbing,,,,['Movie'],1,Finished Airing,"Oct 23, 2020",,,['Korean Academy of Film Arts'],"None found,","None found,",Original,"['Sports', 'Suspense']",,,1 hr. 17 min.,R - 17+ (violence & profanity),[],#19910,#21164,211,0,,"Professional climber Choi Se-hyeon, who got recovered from a car accident recently, discovers that she is pregnant just before the Climbing World Championships. As her long-time aspirations are threatened, she struggles to break free from the duties of motherhood. However, at the same time, she receives text messages from 'herself' who seems to have been through a quite different life after the car accident. And most importantly, she wants to keep her baby. (Source: IMDB)",[],Climbing,,,
255,,仮面ライダーセイバー＆仮面ライダーゼロワン、ショートアニメ劇場マナー,,,,,['Movie'],1,Finished Airing,"Dec 18, 2020",,,"None found,","None found,","None found,",Other,,,,1 min.,G - All Ages,[],#16637,#21715,183,0,,Short manner notice for the live-action movie Kamen Rider Zero-One the Movie: Real×Time.,[],Kamen Rider Saber & Kamen Rider Zero-One Manner Movie,['Comedy'],,
256,,추억의 검정고무신,The Precious Memory of Gogo Brothers,,,,['Movie'],1,Finished Airing,"Nov 19, 2020",,,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,['Kids'],1 hr. 20 min.,PG - Children,[],#19876,#22181,161,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chueog-ui Geomjeong-gomusin,,,
257,,太空熊猫英雄诞生,Space Panda,,,,['Movie'],1,Finished Airing,"Dec 19, 2020",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy', 'Sci-Fi']",,['Kids'],1 hr. 16 min.,PG - Children,[],#14563,#22265,157,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Taikong Xiongmao Yingxiong Dansheng,,,
258,,最可爱的人,Salute to the Heroes,,,,['Movie'],1,Finished Airing,"Oct 23, 2020",,,"['China Film Animation', 'Youth Film Studio', 'Huaxia Film Distribution']","None found,","None found,",Unknown,,,,1 hr. 24 min.,R - 17+ (violence & profanity),[],#16262,#22367,153,0,,Animated film commemorating the heroic Chinese army during the War to Resist US Aggression and Aid Korea. (Source: Global Times),[],Zui Ke Ai De Ren (Movie),,"['Historical', 'Military']",
259,,山川壯麗,Little Hilly,,,,['Movie'],1,Finished Airing,"Oct 5, 2020",,,"None found,","None found,","None found,",Original,,,,18 min.,PG-13 - Teens 13 or older,[],#13892,#22476,148,0,,"Hilly is a 10-year-old silent Taiwanese girl, nobody was concerned about her depression and the pressure she suffered from everyday life. Hilly hates that she always oppresses herself, and also hates the world controlled by adults. What does Hilly really want to speak out to the adults? (Source: IMDB)",[],Shanchuan Zhuangli,['Drama'],,
260,,生きる壁,The Living Wall,,,,['Movie'],1,Finished Airing,"Dec 31, 2020",,,"None found,","None found,","None found,",Original,,,,5 min.,G - All Ages,[],#21359,#22675,141,0,,"The ""living wall"" reshapes itself into various forms like a large fallen tree to a dying monster. This metamorphosis evokes a fascinating sense of freedom though imagination, assisted by the detailed yet unrestrained paint strokes and faint vocal echos. (Source: Letterboxd)",[],Ikiru Kabe,['Avant Garde'],,
261,,龙神之子,Son of the Dragon God,,,,['Movie'],1,Finished Airing,"Oct 31, 2020",,,"None found,","None found,","None found,",Other,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 29 min.,PG - Children,[],#17227,#22889,134,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Long Shen Zhizi,,,
262,,カンちゃん月の石をもらう,Kann-chan Gets the Lunar Rock,,,,['Movie'],1,Finished Airing,Nov 2020,,,"None found,","None found,",['Atelier Tuki'],Picture book,"['Adventure', 'Sci-Fi']",,,8 min.,G - All Ages,[],#16674,#23161,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kann-chan Tsuki no Ishi wo Morau,,"['Anthropomorphic', 'Space']",
263,,屋檐下,Kiko and the Animals,,,,['Movie'],1,Finished Airing,Oct 2020,,,"None found,","None found,","None found,",Original,,,,7 min.,G - All Ages,[],#15280,#23191,125,0,,"Kiko is a nightmare for all the animals. He bullies them all the time, even the tiniest mouse can't escape from him! How can the animals stand out and let him understand that they are just like him, capable of emotions, love, and deserve respect? (Source: TIAF)",[],Wuyan Xia,['Drama'],,
264,,奇妙王国之魔法奇缘,Wonderful Kingdom: Enchanted,,,,['Movie'],1,Finished Airing,"Dec 26, 2020",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 19 min.,PG - Children,[],#18625,#23220,124,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Qimiao Wangguo: Mofa Qi Yuan,,,
265,,春空と秋空,Spring Sky and Fall Sky,,,,['Movie'],1,Finished Airing,"Dec 14, 2020",,,"None found,","None found,","None found,",Original,,,,22 min.,G - All Ages,[],#20964,#24235,102,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Haruzora to Akizora,['Drama'],,
266,,中山魂,Dr. Sun,,,,['Movie'],1,Finished Airing,"Dec 7, 2020",,,"None found,","None found,","None found,",Original,,,,1 hr. 19 min.,PG-13 - Teens 13 or older,[],#16189,#24257,102,0,,"Revolving around the First Guangzhou Uprising, Sun Yat-sen's detainment in London, the Second Guangzhou Uprising and the Wuchang Uprising, this work interweaves one man's regret of causing a friend's death with the rivalries and cooperation between different revolutionary camps. These brave young people fight for the common good unto their last breath, paving this saga of toppling the millennia-old empire with their courage and blood. (Source: IMDB)",[],Zhongshan Hun,['Drama'],,
267,"Tonikaku Kawaii: Flashbacks, Tonikaku Kawaii Episode 12.5, Tonikaku Kawaii Recap",トニカクカワイイ 総集編 回想,TONIKAWA: Over The Moon For You - Flashbacks,Tonikawa: Over The Moon Folge 12.5 Wiederholungsfolge,TONIKAWA: Over The Moon For You. Episodio 12.5: Episodio Especial,Tonikawa: Over The Moon For You Épisode 12.5 Compilation rétrospective,['TV Special'],1,Finished Airing,"Dec 26, 2020",,,"['Shogakukan-Shueisha Productions', 'Warner Bros. Japan', 'KlockWorx', 'Shogakukan', 'Crunchyroll']","None found,",['Seven Arcs'],['Manga'],"['Comedy', 'Romance']",,['Shounen'],23 min.,PG-13 - Teens 13 or older,7.44,#2197,#2906,"63,598",260,33206,Recap of all 12 episodes of Tonikaku Kawaii.,[],Tonikaku Kawaii: Kaisou,,,
268,"Dr. Stone: Stone Wars Episode Zero, Dr. Stone Recap, Dr. Stone Special Feature",Dr.STONE STONE WARS 開戦前夜スペシャル映像,Dr. Stone: Stone Wars Eve of the Battle Special Feature,,,,['Special'],1,Finished Airing,"Oct 11, 2020",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Sci-Fi']",,['Shounen'],22 min.,PG-13 - Teens 13 or older,7.22,#3251,#3103,"56,195",52,24082,A recap episode with additional scenes which was screened on Jump's official YouTube channel for Jump Special Anime Festa 2020.,[],Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,,,
269,"Re:ZERO ~Starting Break Time From Zero~ 2nd Season, Re:Zero kara Hajimeru Kyuukei Jikan 2",Re:ゼロから始める休憩時間（ブレイクタイム）2nd season,Re:ZERO ~Starting Break Time From Zero~ Season 2,,,,['Special'],25,Finished Airing,"Jul 10, 2020 to Mar 26, 2021",,,"None found,","None found,",['Studio PuYUKAI'],['Light novel'],,,,3 min. per ep.,PG-13 - Teens 13 or older,7.33,#2672,#3937,"35,761",212,14393,"Afraid that his life may end at any moment, Otto Suwen begins writing a diary documenting all of his experiences. Now part of Subaru Natsuki's eccentric band of colorful characters, the apprehensive merchant is certain that new dangers lie ahead in their mission at Sanctuary. But amid the rising tensions, there are still moments of respite and reflection, ripe with opportunities to make vivid memories. [Written by MAL Rewrite]","['Prequel (Special) Re:Petit kara Hajimeru Isekai Seikatsu', 'Sequel (Special) Re:Zero kara Hajimeru Break Time 3rd Season']",Re:Zero kara Hajimeru Break Time 2nd Season,['Comedy'],,
270,,アーヤと魔女,Earwig and the Witch,Aya and the Witch,Earwig y la Bruja,Aya et la Sorcière,['TV Special'],1,Finished Airing,"Dec 30, 2020",,,"['NHK', 'NHK Enterprises']",['GKIDS'],['Studio Ghibli'],Novel,,,,1 hr. 22 min.,PG - Children,5.40,#12380,#5191,"19,305",21,11315,"With large windows adorning its spick-and-span halls, St. Morwald's Home for Children serves as a warm refuge for displaced orphans. For 10-year-old Aya, she is perfectly content living without a normal family, especially since she has everyone at the orphanage wrapped around her finger. However, to her dismay, she is one day selected by a peculiar couple, Bella Yaga and the Mandrake. Aya soon learns that she has, in fact, been adopted by a real witch who wanted her solely as an assistant and had not even considered being her foster mother. As if that was not enough, Aya is told the one rule she must obey at all times—never disturb the Mandrake. To win the hearts of this seemingly heartless witch and the grumpy Mandrake is no easy task; but unlike other children, Aya accepts this challenge without hesitation. [Written by MAL Rewrite]",[],Aya to Majo,['Supernatural'],,
271,,TALES OF CRESTORIA-咎我ヲ背負いて彼は発つ-,Tales of Crestoria: The Wake of Sin,,,,['TV Special'],1,Finished Airing,"Oct 18, 2020",,,['Bandai Namco Entertainment'],"None found,",['Kamikaze Douga'],Game,"['Adventure', 'Fantasy']",,,14 min.,PG-13 - Teens 13 or older,6.58,#6584,#10031,"3,460",4,1574,"Short animated TV special depicting the prologue of the main story of TALES OF CRESTORIA, showing Kanata and Misella setting off on their journey.",[],Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,,,
272,,無能なナナ やみなべぱーてぃー,Talentless Nana Mini Anime: Yaminabe Party,,,,['Special'],1,Finished Airing,"Dec 23, 2020",,,"None found,","None found,",['Bridge'],['Manga'],"['Comedy', 'Gourmet', 'Supernatural']",,['Shounen'],3 min.,PG-13 - Teens 13 or older,5.60,#11786,#10893,"2,668",2,676,A special episode of the Munou na Nana Mini Anime that was included with the first BD/DVD volume release of the series.,[],Munou na Nana Mini Anime: Yaminabe Party,,,
273,"Senyoku no Sigrdrifa Recap, Senyoku no Sigrdrifa Episode 8.5, Warlords of Sigrdrifa Recap",戦翼のシグルドリーヴァ 第909戦術姫隊戦闘記録！,,,,,['TV Special'],1,Finished Airing,"Nov 28, 2020",,,['Aniplex'],"None found,",['A-1 Pictures'],Original,,['Military'],,24 min.,PG-13 - Teens 13 or older,5.93,#10253,#10963,"2,608",5,877,Recap of the first eight episodes of Senyoku no Sigrdrifa.,[],Senyoku no Sigrdrifa: Dai-909 Senjutsu Hime-tai Sentou Kiroku!,['Action'],,
274,Anime x Parasport,アニ×パラ〜あなたのヒーローは誰ですか〜,Animation × Paralympic: Who Is Your Hero?,,,,['TV Special'],Unknown,Currently Airing,"Nov 10, 2017 to ?",,,"['NHK', 'NHK Enterprises']","None found,","['Nippon Animation', 'Gallop', 'TMS Entertainment', 'SynergySP', 'DLE', 'Bandai Namco Pictures']",Original,,['Educational'],,5 min.,G - All Ages,6.52,#6962,#12675,"1,527",2,410,"NHK specials on parasports. The first episode covers blind soccer, with character designs by Yoichi Takahashi (from the Captain Tsubasa fame). And the second episode covers a female sprinter with a prosthetic leg, with character designs by Eisaku Kubonouchi (from the Hungry Days: Aoharu ka yo. fame). The specials featured interviews, coverage of the Paralympics, and an animated segment. This MAL entry will cover only the animated segment.",[],Ani x Para: Anata no Hero wa Dare desu ka,['Sports'],,
275,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,,,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,['Seinen'],45 min.,PG - Children,6.75,#5588,#12776,"1,477",5,464,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,['Comedy'],,
276,OTMGirls no Yokiyoki Channel Specials,OTMGirlsのよきよきチャンネル,,,,,['Special'],2,Finished Airing,"Nov 5, 2020 to Nov 5, 2021",,,"None found,","None found,","None found,",Other,"['Comedy', 'Slice of Life']",,,1 min. per ep.,G - All Ages,5.49,#12127,#15703,655,0,287,The OTMGirls sing a birthday song to Retsuko.,[],OTMGirls no Yokiyoki Channel: Birthday Special Story,,,
277,,ファイアーエムブレム ヒーローズ - Book IV Ending Movie,,,,,['Special'],1,Finished Airing,"Nov 26, 2020",,,['Nintendo'],"None found,","None found,",Game,"['Action', 'Drama', 'Supernatural', 'Suspense']",,,2 min.,PG-13 - Teens 13 or older,5.93,#10288,#16877,506,1,214,A short mini movie meant to celebrate the ending of Fire Emblem Heroes's Book Four and tease Book 5.,[],Fire Emblem Heroes - Book IV Ending Movie,,"['Mythology', 'Strategy Game']",
278,,物語を君へ,,,,,['Special'],2,Finished Airing,"Oct 10, 2020 to Mar 13, 2021",,,"None found,","None found,",['Flat Studio'],Original,,['Music'],,1 min. per ep.,PG-13 - Teens 13 or older,6.23,#8647,#18191,397,1,157,The ending animations of Kaf's Fukakai 2 Q1 and Q2 live concerts.,[],Tell the Story to You,,,
