,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,Genres,Theme,Synonyms,French,Demographic,Themes,Demographics
258,ゴーちゃん. ~モコと氷の上の約束~,Go-chan and Moko Forever Friends on Ice,['Movie'],1,Finished Airing,"Mar 18, 2018",,,['TV Asahi'],"None found,","['SynergySP', 'Shin-Ei Animation']",Original,['Adventure'],51 min.,G - All Ages,[],#18202,#19599,307,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Gou-chan.: Moko to Chinjuu no Mori no Nakama-tachi', '']",Go-chan.: Moko to Koori no Ue no Yakusoku,,,,,,,['Kids'],,
259,熊出没·变形记,Boonie Bears: The Big Shrink,['Movie'],1,Finished Airing,"Feb 16, 2018",,,"['Horgos Coloroom Pictures Co., Ltd.', 'Fantawild Animation']","None found,","None found,",Original,,1 hr. 30 min.,PG - Children,[],#15864,#20293,269,0,,"Briar and Bramble, the two bear brothers always getting in Vick’s way, are in for a rude awakening. Vick heads out to shrink them out of his life. In the tussle the device is tossed and all three of them are caught in the beam and find themselves looking up at the rest of the world. The tiny team have to get back to the device to reverse the effects but their efforts are intercepted by Vick’s dad. He comes back to apologize to Vick but leaves with the machine when he can’t find him. The three now go on a wild chase through a magnificent world just underneath our feet to not only restore their size, but to restore family. (Source: Official Site)",[],Xiong Chumo: Bian Xing Ji,,,"['Adventure', 'Comedy']",,Bonnie Bears Movie 5,,,,
260,不忠之愛,Infidelity,['Movie'],1,Finished Airing,"Mar 5, 2018",,,"None found,","None found,","None found,",Original,['Drama'],6 min.,PG-13 - Teens 13 or older,5.94,#10207,#20949,232,1,105,"When a man gets himself wives and concubines, it is infidelity to his wife. When a woman runs away with a man, it is infidelity to her husband. When a lover betrays his love, it is infidelity still. What remains is the love of domination. (Source: Goldenhorse)",[],Bu Zhongzhi Ai,,,,,,,,,
261,金龟子,The Ladybug,['Movie'],1,Finished Airing,"Feb 2, 2018",,,"None found,","None found,","None found,",Unknown,['Adventure'],1 hr. 15 min.,PG - Children,[],#19053,#22823,142,2,,"On a quest for insect paradise, a courageous ladybug scales new heights for bug-kind, riding on a jet plane, and descaling a giant lizard. (Source: Letterboxd)",[],Jinguizi,,,,,,,['Kids'],,
262,妈妈咪鸭,Duck Duck Goose,['Movie'],1,Finished Airing,"Mar 9, 2018",,,"None found,","None found,",['Original Force'],Original,,1 hr. 30 min.,G - All Ages,[],#19978,#23715,117,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mama Mi Ya,,,"['Adventure', 'Fantasy']",,Mommy Duck,,['Kids'],,
263,拂晓传奇,Aurora,['Movie'],1,Finished Airing,"Jan 4, 2018",,,"None found,","None found,","None found,",Original,,1 hr. 8 min.,PG-13 - Teens 13 or older,[],#18019,#23980,112,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fuaxiao Chuanqi,,,"['Mystery', 'Sci-Fi']",,,,,,
264,勇者闯魔城,Brave City,['Movie'],1,Finished Airing,"Mar 16, 2018",,,"None found,","None found,","None found,",Original,,1 hr. 20 min.,G - All Ages,[],#16086,#24781,98,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yongzhe Chuang Mo Cheng,,,"['Adventure', 'Comedy', 'Fantasy']",,,,,,
265,雏菊,Daisy,['Movie'],1,Finished Airing,"Mar 18, 2018",,,"None found,","None found,","None found,",Original,['Drama'],9 min.,G - All Ages,[],#17359,#25257,91,1,,"The search for loved ones never ends, even when they are no longer there. (Source: Vimeo)",[],Chuju,,,,,,,['Kids'],,
266,ReLIFE 完結編,ReLIFE: Final Arc,['Special'],4,Finished Airing,"Mar 21, 2018",,,"['comico', 'TMS Music']",['Funimation'],['TMS Entertainment'],['Web manga'],,23 min. per ep.,PG-13 - Teens 13 or older,8.20,#390,#584,"419,606","1,999",249898,"After reliving the life of a high school student through the ReLIFE experiment, 27-year-old Arata Kaizaki cannot believe how quickly it has changed him. He has begun to see the world through a different perspective that he had completely forgotten as an adult. He has made friends and formed deep relationships with each one of them. However his support, Ryou Yoake, reminds him that the experiment is all an illusion; after his experiment ends, he will be forgotten by all of them. The experiment of another ReLIFE subject is also coming to an end. After spending two years with ReLIFE, Chizuru Hishiro has developed into a more open, more thoughtful person than she could have ever imagined. She has met people who have changed her life, her perspective, and ultimately her. However, now that their ReLIFE is coming to an end, will they be able to let go of the memories they have made? [Written by MAL Rewrite]","['Prequel (TV) ReLIFE', 'Adaptation (Manga) ReLIFE']",ReLIFE: Kanketsu-hen,ReLIFE OVAs,ReLIFE OVAS,"['Drama', 'Romance']",['School'],,ReLIFE OVAs,,,
267,モブサイコ100 REIGEN ～知られざる奇跡の霊能力者～,Mob Psycho 100 Reigen: The Miraculous Unknown Psychic,['Special'],1,Finished Airing,"Mar 18, 2018",,,"None found,","['Funimation', 'Crunchyroll']",['Bones'],['Web manga'],,1 hr.,PG-13 - Teens 13 or older,7.39,#2401,#2094,"109,042",161,51602,A summary episode of Mob Psycho 100 which features commentary from Reigen Arataka.,[],Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,Mob Psycho 100 Reigen: The Miraculous Unknown Psychic,Mob Psycho 100 Reigen Ova: The Miraculous Unknown Psychic,"['Action', 'Comedy', 'Supernatural']",,Mob Psycho 100: Reigen - The Miracle Psychic that Nobody Knows,Mob Psycho 100 Reigen: Le Médium prodige de l’ombre,,,
268,七つの大罪 戒めの復活 -序章-,The Seven Deadly Sins: Revival of The Commandments - Prologue,['Special'],1,Finished Airing,"Jan 6, 2018",,,"None found,","None found,",['A-1 Pictures'],['Manga'],,24 min.,PG-13 - Teens 13 or older,7.22,#3282,#2780,"69,477",114,28282,"An episode recapping Nanatsu no Taizai with additional scenes, aired before the new season in January 2018.","['Sequel (TV) Nanatsu no Taizai: Imashime no Fukkatsu', 'Sequel (TV) Nanatsu no Taizai: Kamigami no Gekirin']",Nanatsu no Taizai: Imashime no Fukkatsu Joshou,,,"['Action', 'Adventure', 'Fantasy']",,Nanatsu no Taizai: Imashime no Fukkatsu 00,,['Shounen'],,
269,ゆるキャン△ スペシャル,Laid-Back Camp Specials,['Special'],3,Finished Airing,"Mar 28, 2018 to Jul 25, 2018",,,"None found,","None found,",['C-Station'],['Manga'],['Slice of Life'],8 min. per ep.,PG-13 - Teens 13 or older,7.57,#1683,#3048,"58,737",91,28212,"When Chiaki Oogaki and Aoi Inuyama start the Outdoor Activities Club at their school, it is only the two of them and an array of ambitious plans. Things do not change much even after a new member—Nadeshiko Kagamihara—joins. And yet, the cheerful, cozy atmosphere seems to bring many curious visitors to their small headquarters. As the three girls set out on a camping trip to Australia alongside their friends Rin Shima and Ena Saitou, an unexpected incident turns the relaxing event into quite an adventure. [Written by MAL Rewrite]",[],Yuru Camp△ Specials,,,,,"Laid-Back Camp, Yurukyan, Yuru Camp△: Heya Camp Episode 0",,,"['CGDCT', 'Iyashikei']",
270,社外秘 リライフ研究所 サポート課,,['Special'],2,Finished Airing,"Mar 21, 2018",,,"None found,","None found,",['TMS Entertainment'],['Web manga'],['Slice of Life'],2 min. per ep.,PG-13 - Teens 13 or older,6.92,#4758,#4593,"26,239",26,10391,Two specials of ReLIFE: Kanketsu-hen released on mobile and later included on Blu-ray/DVD volume.,[],ReLIFE: Kanketsu-hen Specials,,,,,"Shagaihi ReLIFE Kenkyuusho Support-ka, ReLIFE Kanketsu-hen Special Smartphone Anime, Confidential Relife Institute Support Department",,,,
271,劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い 黒桜の部屋,Fate/Kaleid Liner Prisma Illya: Vow in the Snow - Dark Sakura's Room,['Special'],1,Finished Airing,"Jan 31, 2018",,,['Kadokawa Shoten'],"None found,",['SILVER LINK.'],['Manga'],['Comedy'],6 min.,PG-13 - Teens 13 or older,6.70,#5923,#4878,"22,626",7,7856,Included with the limited edition BD of Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai.,[],Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,,,,,Fate/kaleid liner Prisma☆Illya Movie: Oath Under Snow Special,,,,
272,ソードアート・オンライン　フェイタル・バレット -The Third Episode-,Sword Art Online Fatal Bullet: The Third Episode,['TV Special'],1,Finished Airing,"Mar 20, 2018",,,['Bandai Namco Entertainment'],"None found,","None found,",Game,,3 min.,PG-13 - Teens 13 or older,6.28,#8399,#5194,"19,495",52,6000,"The short follows a boy looking for a girl he met in the Gun Gale Online game. The boy believes they have a connection, but to the girl their connection is part of a fantasy. The time to test whether their bond is real or fantasy will come. (Source: ANN)",[],Sword Art Online Fatal Bullet: The Third Episode,,,,['Video Game'],,,,,
273,新妹魔王の契約者 DEPARTURES 万理亜の秘蔵映像,The Testament of Sister New Devil Departures: Maria's Secret Video,['Special'],1,Finished Airing,"Mar 28, 2018",,,"None found,","None found,","None found,",['Light novel'],,6 min.,R+ - Mild Nudity,6.75,#5626,#5242,"19,022",17,6120,A special included on the Blu-ray/DVD volume. Super deformed versions of Mio and Maria narrate Basara's various erotic encounters.,"['Prequel (Special) Shinmai Maou no Testament Burst Specials', 'Adaptation (Manga) Shinmai Maou no Testament', 'Adaptation (Manga) Shinmai Maou no Testament: Arashi!', 'Adaptation (Light Novel) Shinmai Maou no Testament']",Shinmai Maou no Testament Departures: Maria no Hizou Eizou,,,"['Fantasy', 'Ecchi']",['Harem'],,,,,
274,妹さえいればいい。,,['Special'],2,Finished Airing,"Jan 26, 2018 to Mar 23, 2018",,,"None found,","None found,",['SILVER LINK.'],['Light novel'],['Comedy'],2 min. per ep.,PG-13 - Teens 13 or older,6.50,#7088,#5764,"14,849",10,4580,Two additional episodes of Imouto sae Ireba Ii. (ONA) released exclusively on the BD/DVD volumes.,"['Prequel (ONA) Imouto sae Ireba Ii. (ONA)', '']",Imouto sae Ireba Ii. (ONA) Specials,,,,,,,,,
275,BEATLESS Intermission,,['TV Special'],4,Finished Airing,"Feb 17, 2018 to Jun 2, 2018",,,"None found,","None found,",['Diomedéa'],Novel,,24 min. per ep.,PG-13 - Teens 13 or older,5.66,#11557,#6084,"12,847",17,4978,Recap episodes of Beatless.,[],Beatless Intermission,Beatless: Pause 001 - Pause 004,"Sin Latidos: Intermedio 001, intermedio 002, intermedio 003, intermedio 004","['Action', 'Drama', 'Romance', 'Sci-Fi']",,"Beatless Recap, Beatless Episode 5.5, Beatless Episode 9.5, Beatless Episode 14.5, Beatless Episode 16.5",Beatless: Entracte 001 - Entracte 004,,,
276,グランクレスト戦記 追想,Record of Grancrest War Reminiscence,['TV Special'],1,Finished Airing,"Mar 24, 2018",,,"['Aniplex', 'Bandai Namco Entertainment', 'Good Smile Company', 'BS11', 'ABC Animation', 'Kinoshita Group Holdings', 'Kadokawa', 'Cromea', 'Sonilude']",['Aniplex of America'],['A-1 Pictures'],['Light novel'],,23 min.,R - 17+ (violence & profanity),6.57,#6636,#6160,"12,482",9,4733,A recap of major events and notable characters from the first 11 episode of Grancrest Senki.,[],Grancrest Senki: Tsuisou,,,"['Action', 'Drama', 'Fantasy', 'Gourmet']",['Military'],"Grancrest Senki Episode 11.5, Grancrest Senki Recap",,,,
277,クジラの子らは砂上に学ぶ!,,['Special'],2,Finished Airing,"Jan 26, 2018 to Mar 23, 2018",,,"None found,","None found,",['J.C.Staff'],['Manga'],,10 min. per ep.,PG-13 - Teens 13 or older,6.62,#6407,#6587,"10,596",3,1948,Two special episodes set in a school setting. Included with the Blu-ray/DVD volumes of Kujira no Kora wa Sajou ni Utau.,"['Adaptation (Manga) Kujira no Kora wa Sajou ni Manabu!', '']",Kujira no Kora wa Sajou ni Manabu!,,,"['Comedy', 'Drama', 'Fantasy', 'Mystery']",['School'],Kujira no Kora wa Sajou ni Utau Specials,,['Shoujo'],,
278,プリンセス・プリンシパル ピクチャードラマ,,['Special'],6,Finished Airing,"Sep 27, 2017 to Feb 23, 2018",,,"['Bandai Visual', 'Lantis', 'Movic', 'Medicos Entertainment']",['Sentai Filmworks'],"['Actas', 'Studio 3Hz']",Original,['Slice of Life'],3 min. per ep.,PG-13 - Teens 13 or older,6.36,#7939,#7171,"8,649",4,2906,Picture dramas bundled with the Blu-ray and DVD volumes.,[],Princess Principal Picture Drama,,,,,,,,,
279,イナズマイレブン リローデッド ～サッカーの変革へんかく～,,['Special'],1,Finished Airing,"Jan 21, 2018",,,"None found,","None found,",['OLM'],Game,['Sports'],24 min.,G - All Ages,6.99,#4421,#7524,"7,634",7,3667,"Special prologue episode of the Inazuma Eleven: Ares no Tenbin series. It is a remake of the original Inazuma Eleven episode 27. After defeating Zeus and becoming the Football Frontier champions, the members of Raimon return to the soccer club. Unlike episode 27, the club is not invaded by aliens. Instead, everyone congratulates the team members for their remarkable achievements. Kidou Yuuto and Gouenji Shuuya then propose to take on the world. Hibiki Seigou comes in and, incidentially, proposes a match between Raimon and the Spanish youth league champion, Barcelona Orb. (Source: Inazuma Eleven Wiki)","['Sequel (TV) Inazuma Eleven: Ares no Tenbin', 'Adaptation (One-shot) Inazuma Eleven: Reloaded']",Inazuma Eleven: Reloaded - Soccer no Henkaku,,,,,Inazuma Eleven: Reloaded - Reformation of Soccer,,,"['Super Power', 'Team Sports']",
280,プチット・クローバー あどばんす,,['Special'],15,Finished Airing,"Feb 23, 2018 to Jun 25, 2021",,,"None found,","None found,","None found,",['Manga'],['Comedy'],6 min. per ep.,PG-13 - Teens 13 or older,6.53,#6912,#7740,"7,134",16,2113,Petit Clover Specials included in the Black Clover Blu-Ray Volumes.,[],Petit Clover Advance,,,,,"Black Clover Specials, Clover Clips: Supersized",,,,
281,羅天大醮篇 放送直前スペシャル,,['TV Special'],1,Finished Airing,"Jan 10, 2018",,,"None found,","None found,",['Haoliners Animation League'],['Web manga'],,24 min.,R - 17+ (violence & profanity),6.35,#7967,#7814,"6,961",9,2144,Recap of the first season of Yi Ren Zhi Xia that aired a week prior to Japanese broadcast of the second season.,"['Prequel (TV) Yi Ren Zhi Xia', 'Sequel (ONA) Yi Ren Zhi Xia 2']",Yi Ren Zhi Xia Recap,,,"['Action', 'Supernatural']",['Super Power'],"Hitori no Shita: The Outcast Recap, Raten Taishou Hen: Housou Chokuzen Special, Hitori No Shita: Raten Taishou Arc Pre-Broadcast Special",,,,
