,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Genre,Demographics
73,逆転裁判 ～その「真実」、異議あり！～ Season 2,Ace Attorney Season 2,Ace Attorney Season 2,Ace Attorney Temporada 2,Ace Attorney Saison 2,['TV'],23,Finished Airing,"Oct 6, 2018 to Mar 30, 2019",['Fall 2018'],Saturdays at 17:30 (JST),"['Aniplex', 'Capcom']",['Funimation'],['CloverWorks'],Game,"['Comedy', 'Drama', 'Mystery']","['Adult Cast', 'Detective', 'Workplace']",,23 min. per ep.,PG-13 - Teens 13 or older,7.17,#3513,#3573,"43,931",152,18457,"Defense attorney Ryuuichi Naruhodou is still hard at work defending the falsely accused with his knack for last-minute turnabouts. With his trusty assistant and medium-in-training Mayoi Ayasato in tow, Ryuuichi's fame as a champion for the innocent steadily grows. But this newfound success attracts the attention of the coffee-loving, masked Godot⁠—a mysterious rookie prosecutor who bears an inexplicable grudge against Ryuuichi. With the help of their allies, Ryuuichi and Mayoi take this new challenger head-on and search for the reason behind his appearance. But before long, the first two cases from the career of Mayoi's late sister Chihiro Ayasato become critical to solving a fantastical murder mystery, continuing the bloody saga of the tumultuous Ayasato clan. Will Ryuuichi once again be able to overcome the odds and find the truths hidden within the web of lies? [Written by MAL Rewrite]","['Prequel (TV) Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!', 'Adaptation (Manga) Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!: Gyakuten Tokkyuu, Kita e']","Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",Phoenix Wright: Ace Attorney Season 2,,,
74,イナズマイレブン オリオンの刻印,,,,,['TV'],49,Finished Airing,"Oct 5, 2018 to Sep 27, 2019",['Fall 2018'],Fridays at 17:55 (JST),"['TV Tokyo', 'Dentsu']","None found,",['OLM'],Game,,"['Super Power', 'Team Sports']",,23 min. per ep.,G - All Ages,6.89,#4885,#4263,"30,565",108,15709,"The moment of reckoning has arrived as the illustrious Football Frontier International is finally underway. After winning the national Football Frontier, the newly assembled Raimon Junior High School soccer team awaits the announcement of Inazuma Japan—the team of players who will represent Japan at the international tournament. Asuto Inamori, along with the ""Demon of the Field"" Ryouhei Haizaki and the ""Emperor of the Pitch"" Yuuma Nosaka, quickly realize that they are up against forces far greater and more powerful than they anticipated. In Inazuma Eleven: Orion no Kokuin, mysterious powers are at play within the tournament that threatens to alter the course of history and the game of soccer itself. With the help of their cunning coach Zhao Jinyun and the inexplicable newcomer Ichihoshi Mitsuru, Inazuma Japan must defend the world of soccer in their most difficult challenge yet. [Written by MAL Rewrite]","['Prequel (TV) Inazuma Eleven: Ares no Tenbin', '']",Inazuma Eleven: Orion no Kokuin,,,['Sports'],
75,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,,25 min.,PG - Children,7.72,#1247,#4999,"21,404",239,9584,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,['Anthropomorphic'],,"['Kids', 'Shounen']"
76,レイトン ミステリー探偵社~カトリーのナゾトキファイル~,,,,,['TV'],50,Finished Airing,"Apr 8, 2018 to Mar 31, 2019",['Spring 2018'],Sundays at 08:30 (JST),['Level-5'],"None found,",['LIDENFILMS'],Game,"['Comedy', 'Mystery']",,['Kids'],23 min. per ep.,PG - Children,7.23,#3201,#5342,"18,097",62,4224,"The Layton Detective Agency, a business that helps its clients solve unusual mysteries, is run by Katrielle Layton—daughter of the world-renowned archaeology professor Hershel Layton. Together with her assistant Noah Montoir and talking dog Sherl, Katrielle finds herself unraveling cases involving a newly purchased cursed house, a dress imbued with a ""demon's curse,"" and the zombie of a client's deceased spouse, just to name a few. Aside from her more quirky cases, Katrielle has been working on another unsolved problem: the disappearance of her father. Founding the agency was only the first step in her attempt to uncover the truth behind his vanishing. As she continues to take on client after client, each with wackier and stranger issues to tackle, Katrielle steadily closes in on the answer to the biggest mystery of her life. [Written by MAL Rewrite]","['Adaptation (Manga) Layton Mystery Tanteisha: Katri no Nazotoki File', '']",Layton Mystery Tanteisha: Katri no Nazotoki File,"LMDA, Layton Mystery Detective Agency: Kat's Mystery-Solving Files",,,
77,ベイブレードバースト 超ゼツ,Beyblade Burst Turbo,,Beyblade Burst Turbo,Beyblade Burst Turbo,['TV'],51,Finished Airing,"Apr 2, 2018 to Mar 25, 2019",['Spring 2018'],Mondays at 17:55 (JST),"['TV Tokyo', 'd-rights']",['ADK Emotions NY Inc.'],['OLM'],['Manga'],"['Action', 'Adventure', 'Sci-Fi']",,['Kids'],24 min. per ep.,PG - Children,6.65,#6182,#5373,"17,778",106,10323,"Two years after the God Blader's Cup, Valt Aoi battles Aiga Akaba, a ""wild child"" that grew up in nature. After battling, he became inspired to become the No.1 Blader in the world, along with his Beyblade, Z Achilles. He aims to fight strong opponents in an effort to become stronger himself. To defeat Valt Aoi and become the World Champion, Aiga begins his journey.","['Prequel (TV) Beyblade Burst God', 'Sequel (TV) Beyblade Burst Gachi', 'Adaptation (Manga) Beyblade Burst', '']",Beyblade Burst Chouzetsu,Beyblade Burst Super Z,,,
78,カードファイト!! ヴァンガード (2018),,Cardfight!! Vanguard,Cardfight!! Vanguard,Cardfight!! Vanguard,['TV'],52,Finished Airing,"May 5, 2018 to May 4, 2019",['Spring 2018'],Saturdays at 22:30 (JST),['Ace Crew Entertainment'],"None found,",['OLM'],Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.74,#5674,#5799,"14,629",50,6303,"The main protagonist Sendou Aichi, is a timid and mundane third-year middle school boy. The thing that supported Aichi's heart, was the ""Blaster Blade"" card that he received as a child. It's an important rare card from ""Vanguard"", a card game with the imaginary world of ""Planet Cray"" as its stage. From the day he reunited with the person who gave him that card ""Toshiki Kai"", Aichi's everyday life began to change. (Source: Crunchyroll)","['Sequel (TV) Cardfight!! Vanguard: Zoku Koukousei-hen', 'Adaptation (Manga) Cardfight!! Vanguard']",Cardfight!! Vanguard (2018),,['Strategy Game'],['Action'],
79,ぐでたま,The Lazy Egg,,,,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,"['Comedy', 'Gourmet']",,['Kids'],1 min. per ep.,G - All Ages,6.62,#6398,#5997,"13,397",60,2721,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,,,,
80,アイカツフレンズ！,,,,,['TV'],50,Finished Airing,"Apr 5, 2018 to Mar 28, 2019",['Spring 2018'],Thursdays at 18:25 (JST),"['TV Tokyo', 'Dentsu', 'Echoes']","None found,",['Bandai Namco Pictures'],Game,,"['Idols (Female)', 'Music', 'School']",,24 min. per ep.,PG - Children,7.18,#3485,#6062,"12,992",72,4153,"Aine Yuuki, who is a regular student at Star Harmony Academy's normal division, meets Mio Minato from the idol division, who invites her to join Aikatsu to fulfill Aine's goal to make friends. She also befriends Maika Chōno and Ema Hinata who are also idols. Aine and Mio form a pair to become best friends to become the bright ""Diamond Friends"". Karen Kamishiro and Mirai Asuku are categorized as ""Diamond Friends"" and are in the Diamond Class! (Source: Wikipedia)","['Sequel (TV) Aikatsu Friends!: Kagayaki no Jewel', '']",Aikatsu Friends!,,,['Slice of Life'],
81,ピングー in ザ・シティ,Pingu in the City,Pingu in der Stadt Staffel 2,,,['TV'],26,Finished Airing,"Oct 6, 2018 to Mar 30, 2019",['Fall 2018'],Saturdays at 09:20 (JST),"['NHK', 'NHK Enterprises', 'Mattel Creations']","None found,",['Polygon Pictures'],Other,,,['Kids'],7 min. per ep.,G - All Ages,6.42,#7606,#6656,"10,347",112,5131,"Pingu continues his misadventures in the big city, now with even more different jobs for him to mess up as a result of his adorable clumsiness and affinity for mischief. Join him on his curious capers as he wreaks havoc across the city.","['Prequel (TV) Pingu in the City', '']",Pingu in the City (2018),Pingu in the City 2nd Season,['Anthropomorphic'],['Comedy'],
82,サザエさん,Mrs. Sazae,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9129,#7128,"8,794",39,1934,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,
83,忍たま乱太郎,,,El Ninja Boy Rantaró,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4017,#7386,"8,012",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",,['Comedy'],
84,ゾイドワイルド,,,,,['TV'],50,Finished Airing,"Jul 7, 2018 to Jun 29, 2019",['Summer 2018'],Saturdays at 06:30 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'TOHO animation', 'Shogakukan']","None found,",['OLM'],Other,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,,24 min. per ep.,PG - Children,6.37,#7877,#7732,"7,160",14,1624,"The series follows Arashi and his Wild Liger. The main antagonists are the Death Metal Empire, lead by Gallagher. They use Zoids for conquest, and have at their command many Zoids and warriors, including the Four Heavenly Kings. Arashi longs to follow his father's footsteps become a Zoid Hunter, and find his ultimate Partner. At the beginning of his journey, he partners up with the Wild Liger and meets Bacon and Team Supreme, who tell him about the Great Ancient Treasure Z. (Source: Zoids Wiki)","['Adaptation (Manga) Zoids Wild', '']",Zoids Wild,,['Mecha'],,
85,おこしやす、ちとせちゃん,"Welcome, Chitose",,,,['TV'],24,Finished Airing,"Oct 6, 2018 to Mar 23, 2019",['Fall 2018'],Saturdays at 01:35 (JST),['VAP'],"None found,",['Gathering'],['Manga'],,,['Josei'],3 min. per ep.,G - All Ages,6.81,#5295,#7876,"6,839",15,1927,"Chitose-chan is a penguin who lives in Kyoto. Getting in touch with people and getting fed delicious food as she curiously walks around Kyoto streets is her favourite thing to do. The story features popular places in Kyoto like Kiyomizu Temple, Ginkaku Temple, and Gion from the Penguin's point of view. This is a short story about a penguin that is nostalgic and warm, curing and relieving the heart. (Source: MAL News)","['Adaptation (Manga) Okoshiyasu, Chitose-chan', '']","Okoshiyasu, Chitose-chan",,['Anthropomorphic'],['Slice of Life'],
86,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,['Shoujo'],23 min.,G - All Ages,7.34,#2628,#7919,"6,761",62,2180,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),Maruko-chan,['School'],['Comedy'],
87,キラッとプリ☆チャン,,,,,['TV'],51,Finished Airing,"Apr 8, 2018 to Mar 31, 2019",['Spring 2018'],Sundays at 10:00 (JST),['TV Tokyo'],['Crunchyroll'],"['Tatsunoko Production', 'Dongwoo A&E']",Game,,"['Idols (Female)', 'Music']",,24 min. per ep.,PG - Children,7.15,#3610,#7932,"6,744",47,1721,"First-year middle school girls Mirai Momoyama and Emo Moegi are two aspiring idols who decide to use the ""Pri☆Chan System,"" a system used by famous people and companies to broadcast content. Like many girls starting their own channels and uploading content, the pair decide to become their own producers, starting their own channel in an attempt to become Pri☆Chan idols. (Source: ANN)","['Sequel (TV) Kiratto Pri☆chan Season 2', '']",Kiratto Pri☆chan,Kiratto Pri-chan,,['Slice of Life'],
