,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Demographic,Genre,German,Spanish,French,Demographics
219,,雨を告げる漂流団地,Drifting Home,['Movie'],1,Finished Airing,"Sep 16, 2022",,,['Twin Engine'],"None found,",['Studio Colorido'],Original,,,1 hr. 59 min.,G - All Ages,7.31,#2783,#2677,"73,811",266,36926,"Ever since the death of his grandfather, Yasuji, Kousuke Kumagaya has grown distant from his close friend, Natsume Tonai. Having grown up together like siblings in the same apartment building, the two now find themselves at odds with one another due to Natsume's inability to let go of the past. This rift is further exacerbated by the news that their former complex will soon be demolished. Hearing about a ghost that is supposedly haunting the old complex, Kousuke's friends drag him into the demolition site to look around. When Kousuke finds that Natsume is also there, they get into an argument over an old camera that once belonged to Yasuji. This results in Natsume running off with it, but just as she is about to fall off the rooftop, a torrential downpour envelops the entire building, flooding the ground around it. The young children now find themselves drifting at sea with the apartment building acting as their ship. Unable to communicate with the rest of the world, Natsume and Kousuke must reconcile their differences if they want to stand a chance at finding their way home. [Written by MAL Rewrite]",[],Ame wo Tsugeru Hyouryuu Danchi,,,['Fantasy'],,,,
220,,映画 バクテン!!,Backflip!! Movie,['Movie'],1,Finished Airing,"Jul 2, 2022",,,"['Aniplex', 'Dentsu', 'Animax', 'Movic', 'Fuji TV', 'BS Fuji', 'Aeon Entertainment']","None found,",['Zexcs'],Original,,"['Performing Arts', 'School']",1 hr. 30 min.,PG-13 - Teens 13 or older,7.70,#1286,#5065,"20,771",121,4008,"For the first time ever, the members of Shoushukan High School's Rhythmic Gymnastics Club have qualified for regionals and proceed to set their sights on the Inter-High title. Unbridled excitement permeates the air as the club members prepare and practice their routine, hoping to leave with no regrets, no matter the outcome. Aware that this marks the final tournament for their club's third-year members, the team is more determined than ever to shine the brightest on the competition's biggest stage. However, the pressure of this grand event, on top of some personal troubles, may soon prove too much to handle. [Written by MAL Rewrite]","['Prequel (TV) Bakuten!!', '']",Bakuten!! Movie,,,['Sports'],,,,
221,,劇場版ツルネ －はじまりの一射－,Tsurune the Movie: The First Shot,['Movie'],1,Finished Airing,"Aug 19, 2022",,,"None found,",['Sentai Filmworks'],['Kyoto Animation'],['Light novel'],,,1 hr. 42 min.,PG-13 - Teens 13 or older,7.49,#1986,#5091,"20,447",62,2136,"A recap of Tsurune: Kazemai Koukou Kyuudoubu with new scenes. Minato Narumiya reignites his passion for kyudo, the Japanese martial art of archery. Along with his friends in the school kyudo club, he returns for this feature-length sports anime film. (Source: HIDIVE)","['Adaptation (Light Novel) Tsurune: Kazemai Koukou Kyuudoubu', '']",Tsurune Movie: Hajimari no Issha,['School'],,['Sports'],,,,
222,"Legend of the Galactic Heroes: Die Neue These, Ginga Eiyuu Densetsu: Die Neue These Fourth Season, Ginga Eiyuu Densetsu: Die Neue These 4th Season",銀河英雄伝説 Die Neue These 策謀,Legend of the Galactic Heroes: Die Neue These - Intrigue,['Movie'],12,Finished Airing,"Sep 30, 2022 to Nov 25, 2022",,,"['Shochiku', 'Wright Staff', 'Aiming']","None found,",['Production I.G'],Novel,"['Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",25 min. per ep.,R - 17+ (violence & profanity),8.31,#266,#5565,"16,227",63,6401,"After Yang Wen-li successfully captures the Iserlohn Fortress, the Free Planets Alliance grows bolder in its militaristic ambitions. With recent incursions into Galactic Empire territory and the possession of a perfect beachhead, the Alliance is now able to deal significant damage to the Empire. However, Reinhard von Lohengramm has no intention of allowing the Free Planets Alliance to gain a foothold. He is adamant about carrying on his best friend Siegfried Kircheis' dearest wish: to be the one to unite the universe. As wide-scale military clashes continue, the opportunist Adrian Rubinsky, Fezzan's ambitious leader, attempts to take advantage of the war to further his personal goals. [Written by MAL Rewrite]","['Prequel (Movie) Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu', 'Sequel (Unknown) Ginga Eiyuu Densetsu: Die Neue These (Zoku-hen)', 'Adaptation (Manga) Ginga Eiyuu Densetsu', 'Adaptation (Manga) Ginga Eiyuu Densetsu']",Ginga Eiyuu Densetsu: Die Neue These - Sakubou,,,,,,,
223,"UtaPri Movie 2, Uta no Prince-sama Maji Love Starish Tours Movie",劇場版 うたの☆プリンスさまっ♪ マジLOVEスターリッシュツアーズ,,['Movie'],1,Finished Airing,"Sep 2, 2022",,,['CMI'],['Sentai Filmworks'],['A-1 Pictures'],Visual novel,,"['Idols (Male)', 'Music']",1 hr. 5 min.,PG-13 - Teens 13 or older,7.14,#3726,#8564,"5,593",39,715,"With the great success of ""Maji LOVE LIVE Kingdom,"" the members of ST☆RISH have been busy with their idol activities. However, while their success has brought a sense of fulfillment, they began to have feelings they never felt before. ""What do we do from now on..."" At that time, a call comes in from the Shining Office summoning everyone to receive a ""reward."" What is it...? This is the behind-the-scenes story of ST☆RISH, connecting ""Maji LOVE Kingdom"" to the ""Maji LOVE ST☆RISH Tours."" (Source: HIDIVE, edited)","['Prequel (TV Special) Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari', 'Sequel (Movie) Uta no☆Prince-sama♪ Movie: Taboo Night Kisses']",Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,,['Josei'],,,,,
224,"G-Reco Movie 4, Gekijouban Gundam G no Reconguista 4",劇場版 ガンダム Ｇのレコンギスタ Ⅳ 激闘に叫ぶ愛,Gundam Reconguista in G IV: Love That Cries Out in Battle,['Movie'],1,Finished Airing,"Jul 22, 2022",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Sci-Fi']","['Mecha', 'Space']",1 hr. 41 min.,PG-13 - Teens 13 or older,6.81,#5279,#10706,"2,854",5,1016,The fourth film in the five-part Gundam: G no Reconguista Movie series.,"['Prequel (Movie) Gundam: G no Reconguista Movie III - Uchuu kara no Isan', 'Sequel (Movie) Gundam: G no Reconguista Movie V - Shisen wo Koete']",Gundam: G no Reconguista Movie IV - Gekitou ni Sakebu Ai,,,,,,,
225,"G-Reco Movie 5, Gekijouban Gundam G no Reconguista 5",劇場版 ガンダム Ｇのレコンギスタ Ｖ 死線を越えて,Gundam Reconguista in G V: Beyond the Peril of Death,['Movie'],1,Finished Airing,"Aug 5, 2022",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Sci-Fi']","['Mecha', 'Space']",1 hr. 35 min.,PG-13 - Teens 13 or older,6.73,#5751,#10736,"2,830",5,1002,The fifth and final film in the five-part Gundam: G no Reconguista Movie series.,"['Prequel (Movie) Gundam: G no Reconguista Movie IV - Gekitou ni Sakebu Ai', '']",Gundam: G no Reconguista Movie V - Shisen wo Koete,,,,,,,
226,Mr. Osomatsu: The Hipipo Tribe and the Glistening Fruit,おそ松さん～ヒピポ族と輝く果実～,,['Movie'],1,Finished Airing,"Jul 8, 2022",,,['Avex Pictures'],"None found,",['Pierrot'],Original,,"['Gag Humor', 'Parody']",1 hr. 7 min.,R - 17+ (violence & profanity),6.52,#6937,#10958,"2,643",1,517,First of two new anime installments commemorating the anime's sixth anniversary. (Source: MAL News),"['Sequel (Movie) Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomarikai', '']",Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu,,,['Comedy'],,,,
227,Delicious Party♡Pretty Cure Movie,映画デリシャスパーティ♡プリキュア 夢みる♡お子さまランチ！,,['Movie'],1,Finished Airing,"Sep 23, 2022",,,"None found,","None found,",['Toei Animation'],Original,,,1 hr. 4 min.,G - All Ages,6.79,#5407,#11207,"2,456",3,1024,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Delicious Party♡Precure Movie: Yume Miru Oko-sama Lunch!,['Mahou Shoujo'],,['Action'],,,,
228,,新神榜：杨戬,New Gods: Yang Jian,['Movie'],1,Finished Airing,"Aug 19, 2022",,,"['GKIDS', 'bilibili']","None found,",['Light Chaser Animation Studios'],Original,"['Action', 'Adventure', 'Fantasy']",,2 hr. 7 min.,PG-13 - Teens 13 or older,7.27,#2995,#12394,"1,691",5,555,"Thirteen years after Yang Jian (known to some as Erlang Shen) imprisoned his sister beneath a mountain, the once powerful god now scrapes by as a penniless bounty hunter. When a mysterious woman hires him for a new job, Yang Jian soon finds himself chasing down a familiar figure. He must stop Chenxiang, his long-lost nephew, who is in search of the magical lotus lantern that will free his mother, even if it will bring catastrophe. As Yang Jian confronts the actions of his past, he must face a host of dangerous vigilantes seeking the same treasure with the power to alter the balance of their worlds. (Source: Movie Insider)","['Prequel (Movie) Xin Shen Bang: Nezha Chongsheng', '']",Xin Shen Bang: Yang Jian,,,,,,,
229,,アイカツ！ 10th STORY ～未来へのSTARWAY～,,['Movie'],1,Finished Airing,"Jul 15, 2022",,,"None found,","None found,",['Bandai Namco Pictures'],Original,,"['Idols (Female)', 'Music']",25 min.,PG - Children,7.07,#4052,#13588,"1,196",3,330,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Aikatsu! 10th Story: Mirai e no Starway (2023)', '']",Aikatsu! 10th Story: Mirai e no Starway,,,,,,,
230,,劇場版アイカツプラネット！,,['Movie'],1,Finished Airing,"Jul 15, 2022",,,"None found,","None found,",['Bandai Namco Pictures'],Game,,"['Idols (Female)', 'Music', 'School']",21 min.,PG - Children,6.45,#7369,#13612,"1,186",2,378,"Mao Otoha, who is now a second year high school student at Seirei Private High School, is now performing as the top idol Hana in Aikatsu Planet! A few months after the Planet Princess Grand Prix, her schedule is packed everyday. The reason why Mao can be an active idol is because of the bond she has with her fans, in which she has changed and felt touched, and now would like to deliver her gratitude to those important around her by launching the ""Aikatsu Planet! Gratitude Festival"". (source: eiga.com, translated)","['Prequel (TV) Aikatsu Planet!', '']",Aikatsu Planet! Movie,,,['Slice of Life'],,,,
231,,わたしだけのお子さまランチ,My Precious Lunch,['Movie'],1,Finished Airing,"Sep 23, 2022",,,"None found,","None found,","None found,",Original,"['Action', 'Fantasy']",,6 min.,G - All Ages,6.38,#7786,#14605,909,0,265,Short screened alongside the Delicious Party♡Precure Movie.,[],Watashi dake no Okosama Lunch,['Mahou Shoujo'],,,,,,
232,,冲出地球,Rainbow Sea Fly High,['Movie'],1,Finished Airing,"Jul 16, 2022",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy', 'Sci-Fi']",,1 hr. 40 min.,PG-13 - Teens 13 or older,[],#19953,#15983,625,3,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Chong Chu Diqiu,,,,,,,
233,Eiga Zannen na Ikimono Jiten,映画ざんねんないきもの事典,,['Movie'],1,Finished Airing,"Jul 8, 2022",,,"None found,","None found,",['Fanworks'],Picture book,"['Comedy', 'Slice of Life']",,1 hr. 31 min.,PG - Children,[],#16208,#20235,271,0,,Based on a series of illustrated children's books. (Source: AniDB),[],Zannen na Ikimono Jiten the Movie,,['Kids'],,,,,
234,,妖怪ウォッチ♪ プラネタリウム コマさんからのＳＯＳ！ ブラックホールへレッツゴーだニャン♪,,['Movie'],1,Finished Airing,"Jul 21, 2022",,,"None found,","None found,","None found,",Game,"['Comedy', 'Sci-Fi', 'Supernatural']","['Mythology', 'Space']",26 min.,G - All Ages,[],#16099,#20425,260,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Youkai Watch ♪ Planetarium: Koma-san kara no SOS! Black Hole e Let's Go da Nyaa ♪,,['Kids'],,,,,
235,,チビハム・ジューシー・アンド・ミー,,['Movie'],1,Finished Airing,"Sep 24, 2022",,,"None found,","None found,","None found,",Other,,,1 hr. 9 min.,G - All Ages,[],#19899,#20992,228,0,,A chubby American named Chibiham goes to Japan and her friends are caught up in her antics. (Source: ANN),[],"Chibiham, Juicy & Me",,,['Comedy'],,,,
236,Goodbye Monster,山海经之再见怪兽,,['Movie'],1,Finished Airing,"Aug 13, 2022",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Comedy', 'Fantasy']",,1 hr. 39 min.,PG-13 - Teens 13 or older,[],#14004,#21264,212,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shanhai Jing: Zaijian Gaoshou,,,,,,,
237,,宇宙なんちゃら こてつくん　プラネタリウム,,['Movie'],1,Finished Airing,"Sep 3, 2022",,,"None found,","None found,","None found,",['Web manga'],"['Comedy', 'Sci-Fi']","['Anthropomorphic', 'Space']",25 min.,G - All Ages,[],#15092,#23177,129,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Uchuu Nanchara Kotetsu-kun Planetarium,,['Kids'],,,,,
238,,阳光晒屁股,The Morning Sun,['Movie'],1,Finished Airing,"Jul 28, 2022",,,"None found,","None found,","None found,",Original,,,10 min.,PG-13 - Teens 13 or older,[],#15967,#23667,118,0,,"An ordinary night in an ordinary family. The child who is afraid of the dark seems to have grown up a bit, and the parents who are busy with their livelihood seem to be happier. Life is mostly made up of such small and insignificant changes, slowly forming our lives. (Source: Animated Film Box)",[],Yangguang Shai Pigu,,,['Drama'],,,,
239,,完美之城：妈妈,Perfect City: The Mother,['Movie'],1,Finished Airing,"Jul 7, 2022",,,"None found,","None found,","None found,",Original,"['Drama', 'Suspense']",,12 min.,R+ - Mild Nudity,[],#15227,#23662,118,0,,"A wood monster conceives a child covered in roots, ugly and out of control. The monster finds a liquid named Perfect, feeds it, and sculpts the child into a human form, gradually transforming it into the perfect being. This grotesque stop-motion animation depicts the subtexts of social ideology, childbirth and parenting. (Source: IMDB)",[],Wanmei Zhi Cheng: Mama,,,,,,,
240,,お昼のショッカーさん THEムービィー,Shocker During the Day: The Movie,['Movie'],1,Finished Airing,"Jul 22, 2022",,,"None found,","None found,","None found,",Other,,,Unknown,PG-13 - Teens 13 or older,[],#18307,#23787,115,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ohiru no Shocker-san: The Movie,,,['Comedy'],,,,
241,,紅尾巴,Red Tail,['Movie'],1,Finished Airing,Sep 2022,,,"None found,","None found,","None found,",Original,,,20 min.,None,[],#21273,#23921,112,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hong Weiba,,,['Drama'],,,,
242,,극장판 헬로카봇: 수상한 마술단의 비밀,Hello Carbot the Movie: The Secret of the Suspicious Magic Troupe,['Movie'],1,Finished Airing,"Sep 28, 2022",,,"None found,","None found,","None found,",Original,,"['Mecha', 'Racing']",1 hr. 19 min.,PG - Children,[],#21145,#23834,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hello Carbot: Susanghan Masuldanui Bimil,,['Kids'],['Action'],,,,
243,,迷你世界之觉醒,,['Movie'],1,Finished Airing,"Jul 30, 2022",,,"None found,","None found,","None found,",Game,"['Adventure', 'Fantasy']",,1 hr. 38 min.,PG - Children,[],#17793,#24877,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mini Shijie: Juexing,,['Kids'],,,,,
