,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Genre,Theme,Demographic,Demographics
21,ゴクジョッ。~極楽院女子高寮物語~,,['TV'],12,Finished Airing,"Jan 24, 2012 to Mar 27, 2012",['Winter 2012'],Tuesdays at Unknown,"['Lantis', 'Cammot']","None found,",['LMD'],['Manga'],"['Comedy', 'Girls Love', 'Ecchi']",,6 min. per ep.,PG-13 - Teens 13 or older,6.13,#9238,#4062,"34,016",46,13591,"A story about the humorous misadventures of Akabane Aya, an arrogant high school girl who's constantly trying to outdo her classmates in everything, especially sex appeal, only to make a fool of herself in the process.","['Adaptation (Manga) Gokujo.: Gokurakuin Joshikou Ryou Monogatari', '']",Gokujo.: Gokurakuin Joshikou Ryou Monogatari,Gokujyo,,,,,['School'],['Seinen'],
22,ポヨポヨ観察日記,Poyopoyo,['TV'],52,Finished Airing,"Jan 8, 2012 to Dec 30, 2012",['Winter 2012'],Sundays at Unknown,"['DAX Production', 'Dream Creation', 'Möbius Tone']","None found,",['Studio Deen'],['4-koma manga'],"['Comedy', 'Slice of Life']",,3 min. per ep.,PG - Children,7.63,#1470,#4959,"21,814",152,9804,"Moe Sato is a young lady who finds a cat and starts taking care of him. Named Poyo due to his round shape, he quickly becomes a dear member of the Sato family. (Source: ANN)","['Adaptation (Manga) Poyopoyo Kansatsu Nikki', '']",Poyopoyo Kansatsu Nikki,,Poyopoyo,Poyopoyo,Poyopoyo,,['Pets'],['Seinen'],
23,探偵オペラ ミルキィホームズ 第2幕,Detective Opera Milky Holmes 2,['TV'],12,Finished Airing,"Jan 5, 2012 to Mar 22, 2012",['Winter 2012'],Unknown,"['Sotsu', 'Lantis', 'Dwango', 'Bushiroad', 'Good Smile Company', 'Chrono Gear Creative']",['Funimation'],"['J.C.Staff', 'Artland']",Original,"['Comedy', 'Mystery']","['Detective', 'Parody', 'Super Power']",23 min. per ep.,PG-13 - Teens 13 or older,7.19,#3396,#5206,"19,426",70,8422,Second season of Tantei Opera Milky Holmes.,"['Prequel (TV) Tantei Opera Milky Holmes', 'Sequel (TV) Futari wa Milky Holmes']",Tantei Opera Milky Holmes Dai 2 Maku,Tantei Opera Milky Holmes 2,,,,,,,
24,ダンボール戦機 Ｗ,LBX: Little Battlers eXperience Season 2,['TV'],58,Finished Airing,"Jan 18, 2012 to Mar 20, 2013",['Winter 2012'],Unknown,"None found,",['Dentsu Entertainment USA'],['OLM'],Game,,,23 min. per ep.,G - All Ages,7.05,#4131,#7714,"7,206",28,3504,"One year after the fight with the Innovators, a new terrorist organization called the Detectors threatens the world using LBXs. Ban joins up with new and old friends to stop the Detectors. (Source: ANN)","['Prequel (TV) Danball Senki', 'Sequel (TV) Danball Senki Wars']",Danball Senki W,Danbooru Senki W,,,,['Action'],['Mecha'],['Kids'],
25,侠岚,,['TV'],156,Finished Airing,"Jan 29, 2012 to Jul 15, 2016",['Winter 2012'],Sundays at Unknown,"None found,","None found,",['Rocen'],Original,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']","['Historical', 'Martial Arts']",25 min. per ep.,PG-13 - Teens 13 or older,6.05,#9655,#14687,892,2,172,"When Nian Chi was a young child, his elder sister was kidnapped in front of him, while he could do nothing but watch, a thing that has tormented him for all these years. Now 10 years later, he's dead set on going to rescue his sister, and sets out.","['Sequel (ONA) Hua Jianghu: Xia Lan', '']",Xia Lan,"Man Lan, Shalen",,,,,,,
26,秘密結社鷹の爪外伝 むかしの吉田くん,,['TV'],9,Finished Airing,"Jan 22, 2012 to Mar 18, 2012",['Winter 2012'],Unknown,"None found,","None found,","None found,",Unknown,,"['Historical', 'Parody']",3 min. per ep.,G - All Ages,5.63,#11677,#15738,665,0,180,"The television shorts follow the original anime's Yoshida-kun character as he travels through western Japan's Shimane Prefecture, his birthplace, in the past. The opening season starts out with a modern Yoshida-kun looking at a photo album with Chancellor as the former recounts his youth including how he and Phillip met (as they were best friends before the start of the franchise and why Phillip so easily joined the organization). Each episode of the Shimane sightseeing guide program introduce one famous place in the prefecture. The anime concludes back in current time with the Chancellor completely shocked at Yoshida-kun's story. (Source: ANN edited)",[],Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Eagle Talon, The Frogman Show",,,,['Comedy'],,,
27,뽀롱뽀롱 뽀로로 4,Pororo the Little Penguin 4,['TV'],26,Finished Airing,"Feb 29, 2012 to May 24, 2012",['Winter 2012'],Unknown,"None found,","None found,","None found,",Unknown,,,11 min. per ep.,G - All Ages,5.55,#11971,#16465,565,0,201,A direct continuation of the previous season where an anthropomorphic car gets separated from his home and arrive in Pororo's village and beings to live there.,"['Prequel (TV) Porong Porong Pororo 3', 'Sequel (TV) Porong Porong Pororo 5']",Porong Porong Pororo 4,,,Pororo el Pequeño Pingüino Serie 4,,,['Racing'],['Kids'],
28,로보카 폴리,,['TV'],26,Finished Airing,"Dec 26, 2011 to May 15, 2012",['Winter 2012'],Mondays at Unknown,['RoiVisual'],"None found,","None found,",Original,,"['Detective', 'Racing']",11 min. per ep.,PG - Children,5.58,#11880,#17031,503,1,186,"In Broom's Town, a small town with a strong rescue team, there are always accidents and troubles such as a car sliding off a cliff in the rain, a car crash, a child locked in a firehouse and so on. In every episode the town's rescue team saves characters. At the end of each episode, the rescue team strongly advises the characters who were in danger and children. (Source: AniDB)","['Prequel (TV) Robocar Poli', 'Sequel (TV) Robocar Poli 3']",Robocar Poli 2,,,,Robocar Poli Saison 2,,,['Kids'],
29,锋速战警2,,['TV'],26,Finished Airing,Feb 2012 to Dec 2012,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,22 min. per ep.,PG - Children,[],#17964,#19627,306,1,,Second season of Feng Shu Zhan Jing.,"['Prequel (TV) Feng Shu Zhan Jing', '']",Feng Shu Zhan Jing 2,The Configurators 2,,,,['Adventure'],['Mecha'],['Kids'],
30,ふしぎのヤッポ島 プキプキとポイ,Pukipuki and Poi,['TV'],25,Finished Airing,"Jan 9, 2012 to Feb 10, 2012",['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,5 min. per ep.,G - All Ages,[],#18048,#20566,254,0,,A stop-motion animation with felt characters on a small island floating in the sea.,[],Fushigi no Yappo Shima: Pukipuki to Poi,Yappo Island,,,,,,['Kids'],
31,키오카,,['TV'],78,Finished Airing,"Jan 2, 2012 to Oct 16, 2013",['Winter 2012'],Unknown,"None found,","None found,","None found,",Unknown,,,8 min. per ep.,PG - Children,[],#19444,#22395,159,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kioka,,,,,,,['Kids'],
32,嵩山奇缘,,['TV'],26,Finished Airing,Feb 2012 to Oct 2013,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,17 min. per ep.,PG - Children,[],#14472,#22739,145,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Songshan Qi Yuan,,,,,,,['Kids'],
33,少年师爷之智慧快乐侠,,['TV'],26,Finished Airing,Dec 2011 to Jun 2012,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,13 min. per ep.,PG - Children,[],#14073,#23788,116,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Shaonian Shiye', 'Sequel (TV) Shaonian Shiye: Xiayi Huanle Xing']",Shaonian Shiye: Zhihui Kuaile Xia,,,,,,['Historical'],['Kids'],
34,笨笨悠游记之穿越华夏,,['TV'],42,Finished Airing,Jan 2012 to Mar 2012,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,12 min. per ep.,PG - Children,[],#16907,#24513,102,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Ben Ben You Youji', 'Sequel (TV) Ben Ben You Youji: Mala Xialingying']",Ben Ben You Youji: Chuanyue Huaxia,,,,,,,['Kids'],
35,如意酷宝之七彩蛇,,['TV'],52,Finished Airing,Jan 2012 to Mar 2012,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,12 min. per ep.,PG - Children,[],#21460,#24813,97,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ruyi Ku Bao: Qicai She,,,,,['Fantasy'],,['Kids'],
36,好奇探长,,['TV'],52,Finished Airing,Jan 2012 to Oct 2012,['Winter 2012'],Unknown,"None found,","None found,","None found,",Original,,,12 min. per ep.,PG - Children,[],#18429,#25169,93,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Haoqi Tan Zhang,,,,,['Fantasy'],,['Kids'],
37,HUNTER×HUNTER（ハンター×ハンター）,Hunter x Hunter,['TV'],148,Finished Airing,"Oct 2, 2011 to Sep 24, 2014",['Fall 2011'],Sundays at 10:55 (JST),"['VAP', 'Nippon Television Network', 'Shueisha']",['VIZ Media'],['Madhouse'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,9.03,#8,#8,"2,983,947","218,621",1853746,"Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased. Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path. During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world. [Written by MAL Rewrite]","['Adaptation (Manga) Hunter x Hunter', '']",Hunter x Hunter (2011),HxH (2011),Hunter x Hunter,Hunter x Hunter,Hunter X Hunter,,,['Shounen'],
38,-ナルト- 疾風伝,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,8.28,#303,#16,"2,597,064","115,602",1728052,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,Naruto Hurricane Chronicles,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,,['Martial Arts'],['Shounen'],
39,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,495,283","234,619",1418868,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,OP,,,,,,['Shounen'],
40,未来日記,The Future Diary,['TV'],26,Finished Airing,"Oct 9, 2011 to Apr 15, 2012",['Fall 2011'],Sundays at 23:00 (JST),"['Lantis', 'Kadokawa Shoten', 'Rakuonsha', 'KlockWorx', 'Dwango']",['Funimation'],['asread.'],['Manga'],"['Action', 'Supernatural', 'Suspense']","['Gore', 'High Stakes Game', 'Psychological', 'Survival']",23 min. per ep.,R+ - Mild Nudity,7.39,#2398,#36,"2,069,399","30,734",1241272,"Yukiteru Amano is a shy middle schooler who regularly keeps track of what he does in his daily life by writing down all of his activities on his phone—a digital diary. Despite having no friends at school, Yukiteru is frequently seen talking to his supposedly imaginary friends Deus Ex Machina, the god of time and space; and Deus' servant, Mur Mur. One day, Yukiteru wakes up and discovers that certain events of his day are preemptively displayed on his cellphone. While initially dismissing it as a coincidence, he slowly realizes that the incidents written in his phone actually take place in the near future. After spending the day benefiting from this new asset, Yukiteru learns that his classmate Yuno Gasai possesses a similar diary. As the two team up to defeat an odd pursuer and head back to their respective homes, Deus Ex Machina explains that they—alongside 10 other contestants—have been drawn into a survival game whose victor will become the deity's successor. With no other options, Yukiteru and Yuno must use their cellphones—now called ""Future Diaries""—to survive this unforgiving battle royale. [Written by MAL Rewrite]","['Sequel (OVA) Mirai Nikki: Redial', 'Adaptation (Manga) Mirai Nikki', 'Adaptation (Light Novel) Mirai Nikki', '']",Mirai Nikki (TV),"Mirai Nikki, Mirai Nikki (2011)",,The Future Diary,,,,['Shounen'],
