,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Synonyms,Demographics
290,劇場版 トミカハイパーレスキュー ドライブヘッド 機動救急警察,,,,,['Movie'],1,Finished Airing,"Aug 24, 2018",,,['TBS'],"None found,",['OLM'],Other,"['Adventure', 'Sci-Fi']","['Detective', 'Mecha']",,57 min.,PG - Children,6.01,#9879,#15297,740,1,119,"One day, the Mobile Rescue Police is attacked by the mysterious boy, Terra. His identity was an android the Evil AI was operating. Because of Terra's powerful energy, Gou and the others are unable to drive the Drive Heads. Furthermore, the earth is in a big pinch when Terra becomes giant and swallows up his surroundings. In this unprecedented emergency situation, Team Drive Head must once again launch. Will Gou and the others be able to protect what's important? (Source: Tomica Wiki)","['Prequel (ONA) Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA)', '']",Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,,,Mobile Emergency Police Movie,
291,アンクレットと蒼い海,Memory of Blue,,,,['Movie'],1,Finished Airing,"Sep 27, 2018",,,['Tamabi'],"None found,",['Studio Himalaya'],Original,,,,6 min.,G - All Ages,6.38,#7785,#17126,492,0,170,"One day, a girl living on an island drops her precious anklet into the sea. A strange boy emerged from the sea and returned it to her. It is a nostalgic and warm story that depicts the harshness and beauty of the ocean and the small friendship born there through the girl's anklet.",[],Anklet to Aoi Umi,,['Fantasy'],,
292,언더독,A Dog's Courage,,,,['Movie'],1,Finished Airing,"Jul 12, 2018",,,"None found,","None found,",['Odolttogi'],Original,"['Adventure', 'Drama']",,,1 hr. 42 min.,G - All Ages,[],#15143,#18271,400,0,,"Stray dogs who have been abandoned by humans find ""a place without humans"" and realize their identities and the meaning of freedom and self-identity.",[],Underdog,,,"Eondeodog, The Underdog",
293,最後の森 はじまりの人,,,,,['Movie'],1,Finished Airing,"Jul 1, 2018",,,['Decovocal'],"None found,","None found,",Original,,,,15 min.,G - All Ages,[],#21509,#18925,349,1,,Based on the elementary and middle schooler's grand prix winning work titled Saigo no Mori from the Hokuto City Scenario competition. The film premiered at the Hokuto Film Festival and is directed by Decovocal.,[],Saigo no Mori: Hajimari no Hito,,['Slice of Life'],,
294,陸にあがった人魚のはなし PILOT,The Animal Family,,,,['Movie'],1,Finished Airing,"Sep 22, 2018",,,"None found,","None found,","None found,",Picture book,,,['Kids'],6 min.,G - All Ages,[],#21369,#21840,184,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Riku ni Agatta Ningyo no Hanashi Pilot,['Mythology'],['Fantasy'],,
295,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,,,,['Movie'],1,Finished Airing,"Jul 25, 2018",,,['CJ ENM'],"None found,",['Studio BAZOOKA'],Original,"['Mystery', 'Supernatural']",,['Kids'],1 hr. 8 min.,G - All Ages,[],#14425,#22129,170,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sinbi Apartment: Geumbich Dokkaebiwa Bimil-ui Dong-gul,,,,
296,赛尔号大电影6：圣者无敌,,,,,['Movie'],1,Finished Airing,"Sep 8, 2018",,,"None found,","None found,","None found,",Game,,,['Kids'],1 hr. 39 min.,PG - Children,[],#21490,#23326,127,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Sai Er Hao Movie 5: Leishen Jue Qi', 'Sequel (Movie) Sai Er Hao Movie 7: Fengkuang Jiqi Cheng']",Sai Er Hao Movie 6: Sheng Zhe Wudi,,,Seer Movie 6: Invincible Puni,
297,一毛所有,Kin's Hair,,,,['Movie'],1,Finished Airing,"Sep 23, 2018",,,"None found,","None found,","None found,",Original,,,,5 min.,PG-13 - Teens 13 or older,[],#16024,#23555,121,0,,"By using Kin's baldness problem to show Hong Kong past 20 years' memorable events. At the end, Kin forgives his precious last hair, which referring time flies fast. (Source: IMDB)",[],Yi Mao Suoyou,,['Drama'],,
298,春困,,,,,['Movie'],1,Finished Airing,"Jul 1, 2018",,,"None found,","None found,","None found,",Original,,,,6 min.,PG-13 - Teens 13 or older,[],#17373,#23762,116,0,,"On a spring day, the heroine falls asleep in her language class and has a dream. In the dream, she goes back to the ancient times, and a story of meeting and knowing a gentleman unfolds. (Source: Movie Douban, translated)",[],Chunkun,['Historical'],['Drama'],,
299,足球王者,The King of Football,,,,['Movie'],1,Finished Airing,"Aug 31, 2018",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy', 'Sports']",,['Kids'],1 hr. 30 min.,G - All Ages,[],#16425,#24247,107,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Zuqiu Wangzhe,,,,
300,美食大冒险之英雄烩,Kung Food,,,,['Movie'],1,Finished Airing,"Aug 17, 2018",,,['Yi Animation'],"None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 38 min.,G - All Ages,[],#20120,#24221,107,0,,"Super Bao, an innocent and passionate steamed stuffed bun, goes through untold hardships and finally grows into a great hero who saves the world of foods. (Source: IMDb)",[],Meishi Da Maoxian: Yingxiong Hui,['Anthropomorphic'],,,
301,新大头儿子和小头爸爸3：俄罗斯奇遇记,New Happy Dad and Son 3: Adventure in Russia,,,,['Movie'],1,Finished Airing,"Jul 6, 2018",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Comedy']",,['Kids'],1 hr. 21 min.,G - All Ages,[],#15727,#24391,104,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xin Datou Er Zi He Xiao Tou Baba 3: Eluosi Qiyu Ji,,,,
302,禹神传之寻找神力,The Story of Yu-Looking for Power,,,,['Movie'],1,Finished Airing,"Sep 15, 2018",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 22 min.,G - All Ages,[],#16137,#24332,105,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yu Shen Chuan: Xun Zhao Shen Li,,,Story of Yuu: Looking for Power,
303,극장판 헬로카봇: 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,,,,['Movie'],1,Finished Airing,"Aug 1, 2018",,,"None found,","None found,","None found,",Original,"['Action', 'Adventure']","['Mecha', 'Racing']",['Kids'],1 hr. 24 min.,PG - Children,[],#18515,#24431,103,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hello Carbot: Baegaggi Sidae,,,,
304,旅行吧！井底之蛙,Travel Frogs,,,,['Movie'],1,Finished Airing,"Aug 18, 2018",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 16 min.,PG - Children,[],#19906,#24542,101,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Luxing Ba! Jingdizhiwa,,,Travel! Frog in the Shallow Well,
305,禹神传之王者少年,The Juvenile of King Yu,,,,['Movie'],1,Finished Airing,"Aug 15, 2018",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,,1 hr. 31 min.,G - All Ages,[],#16136,#24596,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yu Shen Chuan: Wangzhe Shaonian,,,,
306,大闹西游,Monkey Magic / Adventure in Journey to the West,,,,['Movie'],1,Finished Airing,"Sep 22, 2018",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 32 min.,PG - Children,[],#17478,#24619,100,0,,"In the Toy World, Sun Wuyuan, a piece of stationaries, is pointed out as defective good by others. Offended by their comments, Wuyuan committing to find the Golden Staff to prove that he is the Monkey King. After hearing that the Crossing Hall is the entrance to the West, Sun Wuyuan snuck up into the hall at midnight and began his journey to the West. Wuyuan finds Sun Wukong in Mount Huaguo and is willing to take on the training courses that Wukong offers in exchange for Golden Staff upon completion. But later, after being convinced by the anthropomorphic Bull Demon King, Wuyuan believes that Wukong deceived him. So, he steals the Golden Cudgel while Wukong is napping. After the Bull Demon King took the Golden Staff, Wuyuan flees back to the Toy World yet realizing the world has been conquered by the Bull Demon King. To restore the Toy World while saving Wukong, Wuyuan and his friend, Qiqi, headed back into the West to take down the Bull Demon King. In the end, the Bull Demon King is defeated and Wukong agrees to lend the Golden Staff to Wuyuan for one day (Source: Apple TV)",[],Da Nao Xiyou,,,,
307,プラネタリウム はなかっぱ　花さけ！パッカ～ん 宇宙旅行,,,,,['Movie'],1,Finished Airing,"Sep 29, 2018",,,"None found,","None found,","None found,",Picture book,"['Comedy', 'Sci-Fi']",,['Kids'],30 min.,PG - Children,[],#21067,#24667,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Planetarium Hanakappa: Hanasake! Pakkaan Uchuu Ryokou,['Space'],,,
308,神秘世界历险记4,,,,,['Movie'],1,Finished Airing,"Aug 3, 2018",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 22 min.,G - All Ages,[],#14138,#24880,96,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Shenmi Shijie Lixian Ji 3', '']",Shenmi Shijie Lixian Ji 4,,,"Yugo & Lala, Peculiar Kin 4, Yugo&Lala IV",
309,小悟空,Monkey King Reloaded,,,,['Movie'],1,Finished Airing,"Jul 14, 2018",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 17 min.,PG - Children,[],#15619,#24802,97,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiao Wukong,['Anthropomorphic'],,,
310,"ヴァイオレット・エヴァーガーデンきっと""愛""を知る日が来るのだろう","Violet Evergarden: The Day You Understand ""I Love You"" Will Surely Come",,,Violet Evergarden OAV: Épisode 14,['Special'],1,Finished Airing,"Jul 4, 2018",,,"['Lantis', 'Pony Canyon', 'Rakuonsha', 'ABC Animation']","None found,",['Kyoto Animation'],['Light novel'],,,,34 min.,PG-13 - Teens 13 or older,8.35,#233,#726,"350,117",943,209580,"The CH Postal Company has just received a request to transcribe a love letter from Irma Felice, a famous opera singer. Accepting the task, Violet Evergarden visits Irma to write her letter. However, not only does Irma provide little information, she asks Violet to write based on her own feelings. Despite Violet's numerous attempts, Irma finds every version of the letter inadequate. Violet consults her colleagues, and they help her out by writing love letters of their own. Yet even those are rejected by the opera singer. As a last resort, Violet asks Irma for her true thoughts and feelings, hoping to find the missing puzzle piece. Will the Auto Memory Doll be able to translate Irma's emotions into words? [Written by MAL Rewrite]","['Adaptation (Light Novel) Violet Evergarden', '']","Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",,['Drama'],"Violet Evergarden Extra Episode, Violet Evergarden Episode 14, Violet Evergarden Special, The day you understand ""I love you"" will surely come",
311,ゆるキャン△ スペシャル,Laid-Back Camp Specials,,,,['Special'],3,Finished Airing,"Mar 28, 2018 to Jul 25, 2018",,,"None found,","None found,",['C-Station'],['Manga'],,"['CGDCT', 'Iyashikei']",,8 min. per ep.,PG-13 - Teens 13 or older,7.57,#1683,#3048,"58,737",91,28212,"When Chiaki Oogaki and Aoi Inuyama start the Outdoor Activities Club at their school, it is only the two of them and an array of ambitious plans. Things do not change much even after a new member—Nadeshiko Kagamihara—joins. And yet, the cheerful, cozy atmosphere seems to bring many curious visitors to their small headquarters. As the three girls set out on a camping trip to Australia alongside their friends Rin Shima and Ena Saitou, an unexpected incident turns the relaxing event into quite an adventure. [Written by MAL Rewrite]",[],Yuru Camp△ Specials,,['Slice of Life'],"Laid-Back Camp, Yurukyan, Yuru Camp△: Heya Camp Episode 0",
312,学園ベビーシッターズ,School Babysitters Episode 13,School Babysitters Folge 13 – Untitled,,School Babysitters Épisode 13 – Untitled,['Special'],1,Finished Airing,"Sep 26, 2018",,,"None found,","None found,","[""Brain's Base""]",['Manga'],,"['Childcare', 'Iyashikei']",['Shoujo'],27 min.,PG-13 - Teens 13 or older,7.75,#1169,#3467,"46,342",54,23390,With the onset of exams Ryuuichi and Kotaro spend less time together and a special version of Snow White is put on by the cast of Gakuen Babysitters. This special episode is bundled with the 7th Blu-ray volume.,"['Prequel (TV) Gakuen Babysitters', '']",Gakuen Babysitters Special,,['Slice of Life'],Gakuen Babysitters Episode 13,
313,ONE PIECE エピソードオブ空島,One Piece: Episode of Skypiea,,,,['TV Special'],1,Finished Airing,"Aug 25, 2018",,,"None found,",['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],1 hr. 45 min.,PG-13 - Teens 13 or older,7.19,#3442,#4135,"32,929",25,14736,"The Straw Hats embark on a dangerous trip to the sky where their destination comes straight out of a fairytale. The island of Skypiea and its grand city of gold await among the clouds, but a clash of winged clans and a man who calls himself God won’t make things easy! Only Luffy can resist this God’s mighty power and light the mysteries of the past. (Source: Funimation)",[],One Piece: Episode of Sorajima,,,,
314,One Room セカンドシーズン　花坂結衣のプロローグ,One Room 2nd Season: Hanasaka Yui's Prologue,One Room Staffel 2: Folge 0 Hanasaki Yuis Prolog,One Room Temporada 2: Prólogo de Yui,One Room Saison 2: Le prologue de Yui Hanasaka,['TV Special'],1,Finished Airing,"Jul 3, 2018",,,"None found,","None found,",['Zero-G'],Original,,,,4 min.,PG-13 - Teens 13 or older,5.78,#11051,#6066,"12,968",3,6297,A summary of One Room's first 4 episodes aired as a prequel to the second season.,"['Sequel (TV) One Room: Second Season', 'Sequel (Special) One Room: Second Season Special']",One Room: Second Season - Hanasaka Yui no Prologue,,['Slice of Life'],"One Room 2nd Season Episode 0, One Room 2nd Season: Hanasaka Yui no Prologue",
