,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,German,Spanish,Demographics,French
124,Sousou no Frieren: Marumaru no Mahou,葬送のフリーレン ～●●の魔法～,Frieren: Beyond Journey's End Mini Anime,['ONA'],12,Finished Airing,"Oct 11, 2023 to Mar 24, 2024",,,['Sound Team Don Juan'],"None found,",['TOHO animation STUDIO'],['Manga'],"['Comedy', 'Fantasy']",,1 min. per ep.,PG-13 - Teens 13 or older,7.38,#2469,#5248,"18,928",54,8235,"Frieren loves collecting peculiar spells, and her ever-growing arsenal of magic contains the perfect spells for many occasions. Whether it be by stealthily removing alcohol from Heiter's drinks or by remedying her own sleep issues, Frieren is sure to brighten her companions' days with her magic. [Written by MAL Rewrite]",[],Sousou no Frieren: ●● no Mahou,,,,,,,
125,,悶えてよ、アダムくん,Adam's Sweet Agony,['ONA'],8,Finished Airing,"Dec 8, 2023 to Mar 11, 2024",,,"['Studio Mausu', 'Suiseisha']",['Ascendent Animation'],['Studio Hokiboshi'],['Manga'],,,6 min. per ep.,Rx - Hentai,6.96,N/A,#6488,"10,983",110,3435,"This is the story of a boy who became the lone Adam among four billion Eves. In a world where a pandemic has rendered all men impotent, high school student Itsuki is the sole exception. In order to protect this secret, he transfers to a very special high school, which turns out to be composed 90% of girls! There, he encounters an upbeat and friendly senior, a sexually frustrated female teacher, a tomboyish school ""prince,"" and an heiress from a wealthy family. For Itsuki, who has his pick of any woman in the world, the question remains: which one will he choose? (Source: Official site, edited)","['Adaptation (Manga) Modaete yo, Adam-kun', '']","Modaete yo, Adam-kun",,,['Hentai'],,,,
126,,けものっ娘通信 〜The Animation〜,,['ONA'],Unknown,Currently Airing,"Dec 25, 2021 to ?",,,"None found,","None found,","None found,",['Manga'],,,18 min.,Rx - Hentai,6.48,N/A,#7563,"7,521",75,3384,"Episode 1 Hiro Kuroda is a boy who worries about his small body but hates the taste of milk. One day, he inadvertently summons a cowgirl named Bell from another world through a strange application on his smartphone. Bell soon starts to work as a farmer in Hiro's world while building a strong friendship with her summoner. Noticing that her summoner strongly dislikes milk despite his desire to grow taller, Bell offers him a kind that she knows he will love and help him grow. Episode 2 Single and middle-aged Toru Negishi registers for a sexual pet website that is said to give its users a free beast girl. Asking for a catgirl while signing up, Negishi is surprised when his request is immediately accepted. Suddenly, a magic circle appears in his living room, summoning a catgirl in heat called Nia. Unluckily for her, she arrives from another world having just masturbated and, therefore, naked. Nia is initially displeased with what happened, but after living with Negishi for some time, she starts to feel sexually attracted toward him. [Written by MAL Rewrite]","['Adaptation (Manga) Kemonokko Tsuushin: Risou no Kemomusume, Anata ni Otodoke♥', '']",Kemonokko Tsuushin: The Animation,,['Anthropomorphic'],['Hentai'],,,,
127,"이두나!, Lee Du-Na!",爱上她的理由,The Girl Downstairs Extra,['ONA'],1,Finished Airing,"Feb 13, 2024",,,['bilibili'],"None found,",['Red Dog Culture House'],['Web manga'],,,10 min.,PG-13 - Teens 13 or older,7.93,#770,#8136,"6,290",28,2580,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Aishang Ta de Liyou', '']",Aishang Ta de Liyou Extra,,['Adult Cast'],['Romance'],,,,
128,The Richest Man In Game,亏成首富从游戏开始,Losing Money to Be a Tycoon,['ONA'],16,Finished Airing,"Feb 3, 2024 to May 11, 2024",,,['bilibili'],"None found,",['Foch Film'],Web novel,"['Comedy', 'Fantasy']",,19 min. per ep.,PG-13 - Teens 13 or older,7.70,#1301,#8527,"5,633",33,1592,"Pei Qian, an ordinary migrant worker, was accidentally bound to the wealth conversion system, which gave him a good opportunity to spend money in business and start his life over again. However, the system stipulates that you can only earn one yuan if you make a profit of 100 yuan, but all the money you lose can go into your own pocket. In order to lose money, Pei Qian chose the high-risk, money-burning game industry, and deliberately produced ""alternative"" games that went against the rules of the market. However, he unexpectedly became popular time and time again, earning a lot of money, and painfully became Pei Qian is the ""business wizard"" admired by everyone, but only Pei Qian understands that I really just want to lose money... (Source: Bilibili, Google translated)",[],Kui Cheng Shoufu Cong Youxi Kaishi,,,,,,,
129,,仙逆,Renegade Immortal,['ONA'],128,Currently Airing,"Sep 25, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['BUILD DREAM'],Novel,"['Action', 'Adventure', 'Fantasy']",,25 min. per ep.,PG-13 - Teens 13 or older,8.31,#276,#8805,"5,173",129,1268,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal! (Source: Xian Ni Wiki)","['Adaptation (Manhua) Xian Ni', 'Adaptation (Novel) Xian Ni']",Xian Ni,,['Historical'],,,,,
130,,ゆびさきと恋々 ミニアニメ,A Sign of Affection Mini Anime,['ONA'],12,Finished Airing,"Jan 7, 2024 to Mar 24, 2024",,,"None found,","None found,",['AQUA ARIS'],['Manga'],,,1 min. per ep.,PG-13 - Teens 13 or older,6.40,#7710,#11699,"2,130",1,574,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yubisaki to Renren Mini Anime,['Shoujo'],['Adult Cast'],['Comedy'],,,,
131,Ojamajo Doremi Shinsaku Eizou,おジャ魔女カーニバル!!,,['ONA'],1,Finished Airing,"Mar 23, 2024",,,['Tavac'],"None found,",['Toei Animation'],Original,,,1 min.,G - All Ages,7.62,#1513,#11935,"1,976",5,836,Ojamajo Carnival!! commemorates the 25th anniversary of Ojamajo Doremi.,[],Ojamajo Carnival!!,,['Mahou Shoujo'],,,,,
132,Brainless Witch 2nd Season,无脑魔女 第二季,Agate 2,['ONA'],15,Finished Airing,"Jan 2, 2024 to Apr 2, 2024",,,"None found,","None found,",['CUKA'],['Web manga'],"['Drama', 'Fantasy']",,8 min. per ep.,PG-13 - Teens 13 or older,6.71,#5832,#12005,"1,931",2,374,"The suddenly awakening ghost power leads to a conflict between Alois and the five ghosts that have been lingering in Agate's house. It turns out that these ghosts were all Agate's friends before death. The two sides have a negotiation at Agate's family graveyard. Alois wants all ghosts to go to the Hell Valley for reincarnation, but all ghosts want to find out the cause of Agate's suffering. In order not to hurt Agate any more, all ghosts decide to leave. They share their memories with Alois before leaving, hoping that he could find some clues. After seeing the memories of a woman called A Zhu, another child called Lv collapses, and Alois feels very weak and also the urgency. (Source: Bilibili Youtube)","['Prequel (ONA) Wu Nao Monu', 'Adaptation (Manhua) Wu Nao Monu']",Wu Nao Monu 2nd Season,,,,,,,
133,"Manual of Hundred Demons, Bai Yao Pu Si Fu Pian, 百妖谱 司府篇",百妖谱 第四季,Fairies Albums 4,['ONA'],12,Finished Airing,"Feb 23, 2024 to May 3, 2024",,,['bilibili'],"None found,",['CMC Media'],Novel,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",,23 min. per ep.,PG-13 - Teens 13 or older,7.57,#1689,#12182,"1,827",18,531,Fourth season of Bai Yao Pu.,"['Prequel (ONA) Bai Yao Pu 3rd Season', 'Sequel (ONA) Bai Yao Pu 5th Season', 'Adaptation (Manhua) Bai Yao Pu', '']",Bai Yao Pu 4th Season,,['Historical'],,,,,
134,,一人之下·锈铁重现,,['ONA'],1,Finished Airing,"Feb 15, 2024",,,"None found,","None found,","None found,",['Manga'],"['Action', 'Supernatural']",,1 hr. 10 min.,R - 17+ (violence & profanity),6.60,#6512,#12193,"1,823",5,166,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Yi Ren Zhi Xia 5th season', '']",Yi Ren Zhi Xia: Xiu Tie Chong Xian,,['Super Power'],,,,,
135,,诛仙 第二季,Jade Dynasty,['ONA'],26,Finished Airing,"Mar 30, 2024 to Aug 10, 2024",,,['Tencent Penguin Pictures'],"None found,",['Cloud Art'],Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",20 min. per ep.,PG-13 - Teens 13 or older,7.94,#746,#12158,"1,846",24,701,The second season of Zhu Xian.,"['Prequel (ONA) Zhu Xian', '']",Zhu Xian 2nd Season,,,,,,,
136,,あんさんぶるスターズ！！追憶セレクション「チェックメイト,,['ONA'],6,Finished Airing,"Mar 10, 2024 to Mar 15, 2024",,,['Happy Elements'],"None found,",['DandeLion Animation Studio'],Game,,,11 min. per ep.,PG-13 - Teens 13 or older,7.13,#3752,#12612,"1,581",17,255,"New Ensemble Stars!! web animated series based on the game story ""Checkmate"".",[],Ensemble Stars!! Tsuioku Selection Checkmate,,['Idols (Male)'],,,,,
137,,汉化日记 第四季,God Troubles Me 4th Season,['ONA'],12,Finished Airing,"Mar 10, 2024 to May 19, 2024",,,['bilibili'],"None found,",['L²Studio'],Original,"['Comedy', 'Supernatural']",,13 min. per ep.,PG-13 - Teens 13 or older,7.35,#2575,#12597,"1,583",4,243,Fourth season of Hanhua Riji.,"['Prequel (ONA) Hanhua Riji 3rd Season', '']",Hanhua Riji 4th Season,,,,,,,
138,,仙武传 第二季,Legend of Xianwu 2nd Season,['ONA'],156,Currently Airing,"Sep 24, 2023 to ?",,,"['Youku', 'Dongyao Dongman', 'Shuiniu Dongman']","None found,",['Xiaoming Taiji'],Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",20 min. per ep.,PG-13 - Teens 13 or older,7.50,#1976,#12697,"1,539",15,411,"Ye Chen, the outcast disciple, is banished from the sect and becomes homeless. Through a series of coincidences, he receives a True Flame and once again steps on the path of cultivation. This is a world where demons and deities co-exist and an era where all realms in the world are overrun by chaos. Ye Chen's journey to defying heaven begins, and after going through all kinds of trials and tribulations, he finally reaches the pinnacle of cultivation. (Source: Youku)","['Prequel (ONA) Xian Wu Chuan', '']",Xian Wu Chuan 2nd Season,,,,,,,
139,Pregnancy Officer,孕ませ屋 THE ANIMATION,,['ONA'],Unknown,Currently Airing,"Mar 22, 2024 to ?",,,['Torudaya'],"None found,",['Seven'],['Manga'],,,16 min.,Rx - Hentai,6.77,N/A,#12395,"1,694",5,540,"Haramaseya revolves around Terada Akito, a man with ""super sperm"" capable of impregnating any woman. Akito is hired by a sperm bank to impregnate its clients, with the first being Kurumi Iijima, a woman unable to conceive due to her husband's azoospermia.","['Adaptation (Doujinshi) Haramaseya', '']",Haramaseya The Animation,,,['Hentai'],,,,
140,,师兄啊师兄 第二季,My Senior Brother Is Too Steady,['ONA'],78,Currently Airing,"Dec 14, 2023 to ?",,,['Youku'],"None found,",['Sparkly Key Animation Studio'],Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",21 min. per ep.,PG-13 - Teens 13 or older,7.61,#1529,#13004,"1,396",6,341,The second season of Shixiong A Shixiong.,"['Prequel (ONA) Shixiong A Shixiong', '']",Shixiong A Shixiong 2nd Season,,,,,,,
141,Dai Pinch! Sei Freya-go Special Jiken,大ピンチ! 聖フレイヤ号スペシャル事件,Journey Crisis! The St.Freya Special Event,['ONA'],1,Finished Airing,"Feb 9, 2024",,,['miHoYoAnime'],"None found,",['HuaMei Animation'],Game,"['Comedy', 'Mystery', 'Sci-Fi']",,36 min.,PG-13 - Teens 13 or older,7.45,#2146,#13452,"1,240",8,368,"This is the much-anticipated perfect vacation for everyone. On the luxurious spaceship, St. Freya, heading towards the moon, we believed we could enjoy this rare and relaxing journey to the fullest — or so we thought. Mysterious shadows, sudden weightlessness, disappearing items, glaringly faulty alibi... Is the culprit among us? (Source: Official Twitter account)",[],Lutu Weiji! Sheng Freya Hao Tebie Shijian,,['Space'],,,,,
142,Kyoto Animation × Murasaki Shikibu Yukari no Machi Uji PR Douga,うじには物語がある,,['ONA'],1,Finished Airing,"Mar 9, 2024",,,"None found,","None found,",['Kyoto Animation'],Original,,,6 min.,PG-13 - Teens 13 or older,6.71,#5830,#13643,"1,177",4,524,"The protagonist visits Uji and tours the town, which has been shaped by the accumulation of history and culture from various eras, including the Heian period. (Source: Official Site)",[],Uji ni wa Monogatari ga Aru,,['Historical'],,,,,
143,,エフェメール,,['ONA'],1,Finished Airing,"Mar 22, 2024",,,"None found,","None found,","['Noovo', 'Studio Eight Color']",Original,,,10 min.,PG-13 - Teens 13 or older,6.54,#6826,#13817,"1,117",3,413,"Uta, who works and lives in a hotel on Uranus, has always thought that she is different from other people. Whenever she has free time, she sits in front of her computer making things she likes and enjoys herself alone, or goes to cafes alone. One day, she receives a ""Future Ticket"" - the key to a new life. Despite this, Uta continues to live her life as she always has. However, as the ""Star Festival"", a festival to commemorate the closest point between Uranus and Neptune, approaches, she meets Paula, a popular influencer from Neptune whom she admires. After becoming close to her, Uta makes a major decision about her life. (Source: Official site, translated)",[],Ephemere,,,['Sci-Fi'],,,,
144,"王者荣耀：荣耀之章, Wangzhe Rongyao: Rongyao Zhi Zhang, 王者荣耀动画剧集",王者荣耀：荣耀之章碎月篇,Honor of Kings: Chapter of Glory,['ONA'],4,Finished Airing,"Jan 13, 2024 to Jan 20, 2024",,,['Tencent Penguin Pictures'],"None found,",['Cloud Art'],Game,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",26 min. per ep.,PG-13 - Teens 13 or older,6.98,#4455,#14193,"1,013",6,244,"The exciting 3D series revolves around the main character Li Bai and focuses on the main theme of ""love and homecoming."" The story invites the viewer to take an adventurous journey with Li Bai to the city of Chang'an on the mainland of Glory of Kings. The young man investigates, discovers the truth and solves the case of his hometown, the City of Broken Moon, demonstrating the pursuit of truth, goodness and beauty in a positive, courageous and forward-looking spirit. In pursuit of a higher purpose, young Li Bai leaves his family and embarks on a long journey. However, a letter from his family, which affects the wanderer's thoughts of returning to his hometown, brings about a shocking crisis that affects Chang'an.",[],Wangzhe Rongyao: Rongyao Zhi Zhang,,,,,,,
145,,万古狂帝,The Proud Emperor of Eternity,['ONA'],20,Finished Airing,"Jan 1, 2024 to Apr 29, 2024",,,['Youku'],"None found,",['Ruo Hong Culture'],Original,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",16 min. per ep.,PG-13 - Teens 13 or older,6.93,#4710,#14200,"1,007",5,306,"Chu Kuangsheng, son of Patriarch Chu in the remote Shiyang town in Shenlong Empire, was born weak and unable to train. Due to his cultivation impairment, he is the laughingstock of the entire town. Three years ago, his parents go missing while on official duty. His talented and beautiful sister, Chu Liu'er, is the apparent successor to head the Chu family but she suffers a strange illness. Since then, Chu Kuangsheng's situation gets increasingly difficult. During an ambush, the injured Chu Kuangsheng inherits the ancestral technique of Chu family, rebuilding his damaged meridians. From then on, Chu Kuangsheng's training progresses rapidly. Despite appearing weak and incompetent on the surface, he has another identity — the renowned Kuangzun in the martial world. Chu Kuangsheng discovers the collusion of the Chu clan leader with outsiders may be related to his parents' disappearance. He uses his hidden identity of Kuangzun to secretly make connections with heroes, accumulating strength and gathering information. With one face and two identities, he eliminates the corrupt individuals in the Chu clan, He then leaves the small town for Siling Academy to train while he investigates and traces the clues to his parents' disappearance. Wielding his sword, cutting off the past and battling against heroes in the vast universe, Chu Kuangsheng's name resonates across myriad domains — he becomes the master. [Written by AnastasiaWun]",[],Wangu Kuang Di,,,,,,,
