,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Demographic,Theme,Demographics
72,,그라미의 서커스 쇼,,,,,['TV'],44,Finished Airing,"May 17, 2014 to Jul 26, 2014",['Spring 2014'],Unknown,"None found,","None found,",['Studio Gale'],Original,,,3 min. per ep.,G - All Ages,[],#18243,#27721,62,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"[""Sequel (TV) Grami's Circus Show 2nd Season"", '']",Grami's Circus Show,['Comedy'],,['Anthropomorphic'],
73,HxH (2011),HUNTER×HUNTER（ハンター×ハンター）,Hunter x Hunter,Hunter x Hunter,Hunter x Hunter,Hunter X Hunter,['TV'],148,Finished Airing,"Oct 2, 2011 to Sep 24, 2014",['Fall 2011'],Sundays at 10:55 (JST),"['VAP', 'Nippon Television Network', 'Shueisha']",['VIZ Media'],['Madhouse'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,9.03,#8,#8,"2,982,838","218,553",1853007,"Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased. Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path. During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world. [Written by MAL Rewrite]","['Adaptation (Manga) Hunter x Hunter', '']",Hunter x Hunter (2011),,['Shounen'],,
74,Naruto Hurricane Chronicles,-ナルト- 疾風伝,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,8.28,#306,#16,"2,596,305","115,570",1727549,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,,['Shounen'],['Martial Arts'],
75,OP,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,494,485","234,504",1418347,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,['Shounen'],,
76,Nisekoi,ニセコイ,Nisekoi: False Love,Nisekoi: False Love,Nisekoi: False Love,"Nisekoi: Amours, mensonges & yakuzas!",['TV'],20,Finished Airing,"Jan 11, 2014 to May 24, 2014",['Winter 2014'],Saturdays at 23:30 (JST),"['Aniplex', 'Mainichi Broadcasting System', 'Shueisha']",['Aniplex of America'],['Shaft'],['Manga'],"['Comedy', 'Romance']","['Harem', 'School']",24 min. per ep.,PG-13 - Teens 13 or older,7.56,#1743,#125,"1,205,186","10,919",675788,"Raku Ichijou, a first-year student at Bonyari High School, is the sole heir to an intimidating yakuza family. Ten years ago, Raku made a promise to his childhood friend. Now, all he has to go on is a pendant with a lock, which can only be unlocked with the key which the girl took with her when they parted. Now, years later, Raku has grown into a typical teenager, and all he wants is to remain as uninvolved in his yakuza background as possible while spending his school days alongside his middle school crush Kosaki Onodera. However, when the American Bee Hive Gang invades his family's turf, Raku's idyllic romantic dreams are sent for a toss as he is dragged into a frustrating conflict: Raku is to pretend that he is in a romantic relationship with Chitoge Kirisaki, the beautiful daughter of the Bee Hive's chief, so as to reduce the friction between the two groups. Unfortunately, reality could not be farther from this whopping lie—Raku and Chitoge fall in hate at first sight, as the girl is convinced he is a pathetic pushover, and in Raku's eyes, Chitoge is about as attractive as a savage gorilla. Nisekoi follows the daily antics of this mismatched couple who have been forced to get along for the sake of maintaining the city's peace. With many more girls popping up his life, all involved with Raku's past somehow, his search for the girl who holds his heart and his promise leads him in more unexpected directions than he expects. [Written by MAL Rewrite]","['Sequel (TV) Nisekoi:', 'Adaptation (Manga) Nisekoi']",Nisekoi,,['Shounen'],,
77,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,24 min.,PG-13 - Teens 13 or older,8.17,#434,#704,"360,637","15,327",164254,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,,['Shounen'],['Detective'],
78,"Daiya no Ace, Ace of the Diamond, Dia no A",ダイヤのA[エース],Ace of Diamond,Ace of Diamond,Ace of the Diamond,Ace of Diamond,['TV'],75,Finished Airing,"Oct 6, 2013 to Mar 29, 2015",['Fall 2013'],Sundays at 08:30 (JST),"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']","None found,","['Production I.G', 'Madhouse']",['Manga'],,"['School', 'Team Sports']",24 min. per ep.,PG-13 - Teens 13 or older,8.11,#515,#1024,"254,590","4,763",119479,"With a stray pitch that completely missed the batter, Eijun Sawamura loses his final middle school baseball game. Frustrated by this defeat, Eijun and his teammates vow to reach the national tournament once they are in high school. But everything changes when a scout unexpectedly invites him to Tokyo's prestigious Seidou High School after seeing the potential in his unusual pitching style. Encouraged by his teammates, Eijun accepts the offer, ready to improve his skills and play at a much more competitive level of baseball. However, now surrounded by a large number of skilled players, Eijun struggles to find his place on the team. He declares that he will one day become the team's ace, but that's only if fellow first year Satoru Furuya doesn't take the title first, with his breakneck fastballs that earn him a coveted spot on the starting roster. With the addition of these talented new players to an already powerful lineup, the Seidou baseball team aims to become the best in Japan, facing off against a number of formidable foes that stand in their way. [Written by MAL Rewrite]","['Sequel (TV) Diamond no Ace: Second Season', 'Adaptation (Manga) Diamond no Ace']",Diamond no Ace,['Sports'],['Shounen'],,
79,My Neighbor Seki,となりの関くん,Tonari no Seki-kun: The Master of Killing Time,Tonari no Seki-kun: The Master of Killing Time,Tonari no Seki-kun: The Master of Killing Time,Tonari no Seki-kun: The Master of Killing Time,['TV'],21,Finished Airing,"Jan 6, 2014 to May 26, 2014",['Winter 2014'],Unknown,"['Starchild Records', 'Media Factory']",['Sentai Filmworks'],['Shin-Ei Animation'],['Manga'],,,7 min. per ep.,G - All Ages,7.53,#1855,#1050,"246,036",689,112240,"All Rumi Yokoi wants to do is focus during school, but she is constantly distracted by Toshinari Seki, her neighboring classmate. Paying attention during class is the least of Seki's worries, as he obsesses over intricate setups created using an assortment of items, from an elaborate domino course on his desk to a treacherous war played out with shogi pieces. Yokoi desperately attempts to focus in class, only to be repeatedly sucked into his intriguing eccentricities; however, they always seem to end up with her getting in trouble with their teacher. Fortunately, lessons will never be dull with Seki's antics around! [Written by MAL Rewrite]","['Adaptation (Manga) Tonari no Seki-kun', '']",Tonari no Seki-kun,['Comedy'],['Seinen'],['School'],
80,Yowapeda,弱虫ペダル,Yowamushi Pedal,,,,['TV'],38,Finished Airing,"Oct 8, 2013 to Jul 1, 2014",['Fall 2013'],Unknown,"['TV Tokyo', 'MediaNet', 'TOHO animation', 'Akita Shoten']",['Discotek Media'],['TMS Entertainment'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.92,#787,#1085,"239,496","2,288",119315,"Sakamichi Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and he takes it upon himself to revive it by finding students who are willing to join. Without much luck, Onoda decides to make a round trip to Akihabara on his old, bulky city bicycle, a weekly 90-kilometer ride he has been completing since fourth grade. This is when he meets fellow first year student, Shunsuke Imaizumi, a determined cyclist who is using the school's steep incline for practice. Surprised by Onoda's ability to climb the hill with his specific type of bicycle, Imaizumi challenges him to a race, with the proposition of joining the anime club should Onoda win. And thus begins the young boy's first foray into the world of high school bicycle racing! [Written by MAL Rewrite]","['Sequel (TV) Yowamushi Pedal: Grande Road', 'Adaptation (Manga) Yowamushi Pedal']",Yowamushi Pedal,['Sports'],['Shounen'],['Racing'],
81,"Pocket Monsters XY, Pokémon XY",ポケットモンスターXY,Pokémon the Series: XY,Pokémon Staffel XY,Pokémon Temporada XY,Pokémon Saision XY,['TV'],93,Finished Airing,"Oct 17, 2013 to Oct 22, 2015",['Fall 2013'],Thursdays at 19:00 (JST),['TV Tokyo'],['The Pokemon Company International'],['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,23 min. per ep.,PG - Children,7.44,#2216,#1396,"182,334",637,112854,"Satoshi and Pikachu have arrived in Lumiose City of the illustrious Kalos region to capture more Pokémon and continue their journey toward becoming the very best. Meanwhile, a genius inventor named Citron and his little sister Eureka wander the city when they run into Satoshi who quickly challenges them to a battle. However, they are soon caught up in a dangerous incident when Team Rocket, following Satoshi into Kalos, cause a Gaburias to rampage through the city. Far away in the quiet Vaniville Town, a young girl named Serena slogs through daily Sihorn riding practice at the behest of her mother, a professional Sihorn racer. After practice, she sees the events unfolding in Miare City on television where she recognizes a boy from her childhood. Having left a significant impact on her life, the sight of him stirs in her a desire to meet him again; and so, Serena sets off to Miare City, determined to find the boy from her past. Pokemon XY follows the group as they travel throughout Kalos in pursuit of their ambitions—Satoshi challenging Pokémon gyms, Citron learning from Satoshi, and Serena searching for what exactly her dream is. Along the way, they meet new friends, face new rivals, and continue to thwart Team Rocket's schemes, all the while discovering a little about the mysteries of mega evolution. [Written by MAL Rewrite]","['Prequel (TV) Pokemon Best Wishes! Season 2: Decolora Adventure', 'Prequel (TV Special) Pokemon XY SP: Road to Kalos', 'Sequel (TV) Pokemon XY&Z', '']",Pokemon XY,,['Kids'],,
82,,ノブナガ・ザ・フール,Nobunaga the Fool,,,,['TV'],24,Finished Airing,"Jan 6, 2014 to Jun 23, 2014",['Winter 2014'],Unknown,"['TV Tokyo', 'Sotsu', 'Lantis', 'Media Factory']",['Sentai Filmworks'],['Satelight'],Other,"['Action', 'Sci-Fi']","['Historical', 'Mecha']",24 min. per ep.,R - 17+ (violence & profanity),6.63,#6348,#2205,"101,246",168,38921,"Guided by her visions revealing the location of the King of Salvation, Jeanne Kaguya d'Arc flees with the polymath Leonardo da Vinci from the West Star to the East Star. There, she encounters Nobunaga Oda—the son of a local feudal lord who, following a brutal defeat dealt by an enemy clan, has sworn to conquer the world with his friends. Quickly convinced that Nobunaga is indeed the King of Salvation, Jeanne pledges allegiance to the Oda clan. Meanwhile, King Arthur, the ruler of the West Star, sends his ruthless general Gaius Julius Caesar and his combat machine army to conquer Nobunaga's planet and seize the Holy Grail. Although Kaguya believes that Arthur is the King of Destruction, the reckless behavior of Nobunaga ""The Fool""—who named his own combat suit after his nickname—on the battlefield sows doubt in his capability as a leader. With the help of Himiko, the Yamato Queen, Nobunaga and his clan must unify in order to overcome tragedies, recover from betrayals, and eventually save the world. [Written by MAL Rewrite]","['Adaptation (Manga) Nobunaga the Fool', '']",Nobunaga the Fool,,,,
