,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,German,Spanish,French,Genre,Demographics
71,Naruto Hurricane Chronicles,-ナルト- 疾風伝,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.28,#303,#16,"2,596,305","115,572",1727549,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,['Martial Arts'],Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,,
72,OP,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,494,544","234,511",1418380,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,,,,
73,Fairy Tail Season 2,FAIRY TAIL（フェアリーテイル）,Fairy Tail Series 2,['TV'],102,Finished Airing,"Apr 5, 2014 to Mar 26, 2016",['Spring 2014'],Saturdays at 10:30 (JST),"['TV Tokyo', 'Dentsu']",['Funimation'],"['A-1 Pictures', 'Bridge']",['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.65,#1416,#161,"1,035,515","12,467",578163,"The Grand Magic Games reaches its climax following Natsu Dragneel and Gajeel Redfox's stunning victory over Sting Eucliffe and Rogue Cheney of the Sabertooth guild. This success pushes the Fairy Tail guild closer to being crowned the overall champions, but obtaining victory is not the only challenge they face. A mystery still surrounds a hooded stranger and the ominous Eclipse Gate, leaving more questions than answers. More crazy adventures are on the horizon for Fairy Tail as their destructive antics and joyful rowdiness continue unabated. Their greatest trial is quickly approaching, but united as a family, the guild will always be ready to face any threat that comes their way. [Written by MAL Rewrite]","['Prequel (TV) Fairy Tail', 'Sequel (TV) Fairy Tail: Final Series', 'Adaptation (Manga) Fairy Tail', 'Adaptation (Manga) Fairy Tail Zerø']",Fairy Tail (2014),,Fairy Tail Zweite Staffel,Fairy Tail Temporada 2,Fairy Tail Deuxième Saison,,
74,"Dragon Ball Chou, DB Super, DBS",ドラゴンボール超（スーパー）,Dragon Ball Super,['TV'],131,Finished Airing,"Jul 5, 2015 to Mar 25, 2018",['Summer 2015'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']",['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2107,#218,"868,826","10,977",559089,"Seven years after the defeat of Majin Buu, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping threat awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction. Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis search the universe for this mysterious being. Before long, they reach Earth and encounter Gokuu Son, one of the planet's mightiest warriors, and his powerful friends. [Written by MAL Rewrite]","['Sequel (Movie) Dragon Ball Super: Broly', 'Adaptation (Manga) Dragon Ball Super']",Dragon Ball Super,['Martial Arts'],,,,,
75,Gintama' (2015),銀魂°,Gintama Season 4,['TV'],51,Finished Airing,"Apr 8, 2015 to Mar 30, 2016",['Spring 2015'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Aniplex', 'Dentsu']","['Funimation', 'Crunchyroll']",['Bandai Namco Pictures'],['Manga'],"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,9.05,#6,#344,"656,978","17,039",260557,"Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko? Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team. Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet. [Written by MAL Rewrite]","[""Prequel (TV) Gintama': Enchousen"", 'Sequel (TV) Gintama.', 'Adaptation (Manga) Gintama', '']",Gintama°,,Gintama Season 4,Gintama Temporada 4,Gintama Saison 4,,
76,,GOD EATER,God Eater,['TV'],13,Finished Airing,"Jul 12, 2015 to Mar 26, 2016",['Summer 2015'],Sundays at 22:30 (JST),"['Bandai Visual', 'Lantis', 'Anime Consortium Japan']",['Aniplex of America'],['ufotable'],Game,"['Action', 'Fantasy', 'Sci-Fi']",,,23 min. per ep.,R - 17+ (violence & profanity),7.18,#3501,#424,"560,071","1,951",260814,"The year is 2071. Humanity has been pushed to the brink of extinction following the emergence of man-eating monsters called ""Aragami"" that boast an immunity to conventional weaponry. They ravaged the land, consuming almost everything in their path and leaving nothing in their wake. To combat them, an organization named Fenrir was formed as a last-ditch effort to save humanity through the use of ""God Eaters""—special humans infused with Oracle cells, allowing them to wield the God Arc, the only known weapon capable of killing an Aragami. One such God Eater is Lenka Utsugi, a New-Type whose God Arc takes the form of both blade and gun. Now, as one of Fenrir's greatest weapons, Lenka must master his God Arc if he is to fulfill his desire of wiping out the Aragami once and for all. The monsters continue to be born en masse while the remnants of humanity struggle to survive the night. Only God Eaters stand between the Aragami and complete and total annihilation of the human race. [Written by MAL Rewrite]","['Prequel (Special) God Eater Prologue', '']",God Eater,['Military'],,,,,
77,,ワールドトリガー,World Trigger,['TV'],73,Finished Airing,"Oct 5, 2014 to Apr 3, 2016",['Fall 2014'],Sundays at 06:30 (JST),['TV Asahi'],['Sentai Filmworks'],['Toei Animation'],['Manga'],"['Action', 'Sci-Fi']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.58,#1642,#547,"445,110","2,987",153386,"When a gate to another world suddenly opens on Earth, Mikado City is invaded by strange creatures known as ""Neighbors,"" malicious beings impervious to traditional weaponry. In response to their arrival, an organization called the Border Defense Agency has been established to combat the Neighbor menace through special weapons called ""Triggers."" Even though several years have passed after the gate first opened, Neighbors are still a threat and members of Border remain on guard to ensure the safety of the planet. Despite this delicate situation, members-in-training, such as Osamu Mikumo, are not permitted to use their Triggers outside of headquarters. But when the mysterious new student in his class is dragged into a forbidden area by bullies, they are attacked by Neighbors, and Osamu has no choice but to do what he believes is right. Much to his surprise, however, the transfer student Yuuma Kuga makes short work of the aliens, revealing that he is a humanoid Neighbor in disguise. [Written by MAL Rewrite]","['Sequel (TV) World Trigger 2nd Season', 'Adaptation (Manga) World Trigger']",World Trigger,,,,,,
78,Detective Conan,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#433,#704,"360,640","15,327",164255,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,['Detective'],Case Closed,,,,
79,Ushio and Tora,うしおととら,Ushio & Tora (2015),['TV'],26,Finished Airing,"Jul 3, 2015 to Dec 25, 2015",['Summer 2015'],Fridays at 22:30 (JST),"['Sotsu', 'Showgate', 'Tokuma Japan Communications', 'Daiichi Shokai']",['Sentai Filmworks'],"['MAPPA', 'Studio VOLN']",['Manga'],"['Action', 'Adventure', 'Supernatural']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.57,#1680,#1119,"232,832",718,102734,"Ushio Aotsuki is a stubborn middle school student and son of an eccentric temple priest who goes about life without care for his father's claims regarding otherworldly monsters known as youkai. However, as he is tending to the temple while his father is away on work, his chores lead him to a shocking discovery: in the basement he finds a menacing youkai impaled by the fabled Beast Spear. The beast in question is Tora, infamous for his destructive power, who tries to coerce Ushio into releasing him from his five hundred year seal. Ushio puts no trust in his words and refuses to set him free. But when a sudden youkai outbreak puts his friends and home in danger, he is left with no choice but to rely on Tora, his only insurance being the ancient spear if he gets out of hand. Ushio and Tora's meeting is only the beginning of the unlikely duo's journey into the depths of the spiritual realm. With the legendary Beast Spear in his hands, Ushio will find out just how real and threatening the world of the supernatural can be. [Written by MAL Rewrite]","['Sequel (TV) Ushio to Tora (TV) 2nd Season', 'Adaptation (Manga) Ushio to Tora']",Ushio to Tora (TV),['Mythology'],Ushio & Tora,Ushio & Tora,Ushio & Tora,,
80,"Daiya no Ace: Second Season, Ace of the Diamond: 2nd Season",ダイヤのA[エース]～Second Season～,Ace of Diamond: Second Season,['TV'],51,Finished Airing,"Apr 6, 2015 to Mar 28, 2016",['Spring 2015'],Mondays at 18:00 (JST),"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X']","None found,","['Production I.G', 'Madhouse']",['Manga'],,"['School', 'Team Sports']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,8.30,#279,#1703,"143,152","1,095",79500,"After the National Tournament, the Seidou High baseball team moves forward with uncertainty as the Fall season quickly approaches. In an attempt to build a stronger team centered around their new captain, fresh faces join the starting roster for the very first time. Previous losses weigh heavily on the minds of the veteran players as they continue their rigorous training, preparing for what will inevitably be their toughest season yet. Rivals both new and old stand in their path as Seidou once again climbs their way toward the top, one game at a time. Needed now more than ever before, Furuya and Eijun must be determined to pitch with all their skill and strength in order to lead their team to victory. And this time, one of these young pitchers may finally claim that coveted title: ""The Ace of Seidou."" [Written by MAL Rewrite]","['Prequel (TV) Diamond no Ace', 'Sequel (TV) Diamond no Ace: Act II', 'Adaptation (Manga) Diamond no Ace', '']",Diamond no Ace: Second Season,,Ace of the Diamond: Zweite Staffel,Ace of the Diamond Temporada 2,Ace of the Diamond: Deuxième saison,['Sports'],
81,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2400,"88,017","1,330",42173,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,['School'],Shin Chan,Shin Chan,,,
82,"Yugioh, Yuu Gi Ou! Arc-V, Yu-Gi-Oh! Arc Five, Yu-Gi-Oh! Arc-V",遊☆戯☆王　アーク・ファイブ ARC-V,Yu-Gi-Oh! Arc-V,['TV'],148,Finished Airing,"Apr 6, 2014 to Mar 26, 2017",['Spring 2014'],Sundays at 17:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Marvelous AQL', 'Konami Cross Media NY']","None found,",['Gallop'],['Manga'],"['Action', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.72,#5808,#2813,"68,026",502,35675,"Action Duels, which allow duelists to soar and swing alongside their Duel Monsters, are taking the world by storm. Due to an evolutionary breakthrough, the ""Solid Vision"" system is now able to provide Duel Monsters with mass. Yuuya Sakaki is Yuusho Sakaki's son, the latter being the founder of You Show Duel School in Miami City. Yuusho insists that duels are not a tool of war, but rather are to bring smiles to people and thus introduced the concept of Entertainment Dueling. However, at the height of his fame, Yuusho disappears and fails to attend his duel with Strong Ishijima, the Action Duel champion. Although scarred by this sudden leave, Yuuya vows to become an Entertainment Duelist like his father. Several years later, in the midst of a battle with Strong Ishijima, Yuuya's desperation to win brings forth a miracle. His pendant begins glowing, turning his cards into Pendulum Cards, which enables him to perform a Pendulum Summon—a summoning method unknown to the world and himself—gaining him fame overnight. As a result, Reiji Akaba, CEO of Leo Corporation and founder of the elite Leo Duel School, starts producing new Pendulum Cards to incorporate Pendulum Summoning into the system. Thus, the mysteries that surround Pendulum Summoning and Yuuya's father start to unravel, and Yuuya learns bit by bit what it takes to become an Entertainment Duelist. [Written by MAL Rewrite]","['Adaptation (One-shot) Yu☆Gi☆Oh! Arc-V', 'Adaptation (Manga) Yu☆Gi☆Oh! Arc-V']",Yu☆Gi☆Oh! Arc-V,['Strategy Game'],Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,,
