,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Demographic,Demographics
20,Makai Ouji: Devils and Realist,魔界王子 devils and realist,Devils and Realist,,,,['TV'],12,Finished Airing,"Jul 8, 2013 to Sep 23, 2013",['Summer 2013'],Mondays at 01:05 (JST),"['TV Tokyo', 'Sotsu']",['Sentai Filmworks'],['Doga Kobo'],['Manga'],"['Comedy', 'Fantasy', 'Mystery']","['Historical', 'Mythology', 'School']",24 min. per ep.,PG-13 - Teens 13 or older,7.00,#4384,#1949,"119,717",435,44134,"Seventeen-year-old William Twining takes pride in his lineage as well as his devotion to modern science. When he learns that his family has gone bankrupt, the pompous noble is faced with the reality that he can no longer afford his tuition or the lifestyle he is accustomed to. In a desperate search for valuables in his manor, William discovers a hidden room and accidentally summons the arrogant demon Dantalion, the Grand Duke of Hell. Apparently, Lucifer—the ruler of Hell—has fallen into a deep slumber. In his absence, only the human ""Elector"" has power to select a temporary successor, which is the cause of tension among demonkind. Although told that he is the direct descendant of King Solomon and has unshakable authority in the underworld, William refuses to believe it. While denying the existence of magic and the supernatural altogether, the defiant realist fails to recognize that he is at the center of the ongoing battle between Heaven and Hell. [Written by MAL Rewrite]","['Adaptation (Manga) Makai Ouji: Devils and Realist', '']",Makai Ouji: Devils and Realist,,,['Josei'],
21,Yamishibai: Japanese Ghost Stories,闇芝居,Theatre of Darkness: Yamishibai,Theatre of Darkness: Yamishibai,Yamishibai: Historias japonesas de Fantasmas,Theatre of Darkness: Yamishibai,['TV'],13,Finished Airing,"Jul 15, 2013 to Sep 30, 2013",['Summer 2013'],Unknown,['TV Tokyo'],['Sentai Filmworks'],['ILCA'],Original,"['Avant Garde', 'Horror', 'Supernatural']",,4 min. per ep.,PG-13 - Teens 13 or older,6.99,#4444,#2043,"113,368",343,49608,"The mysterious, yellow-masked Storyteller is a man whose true name and origin are both unknown. He appears at dusk where children gather and recites sinister tales based on Japanese urban legends, to which his young audience eerily intakes. However, the Storyteller is no ordinary teller of tales. He incorporates a kamishibai, a traditional paper-scrolling device, to add visuals to his already demented narration. A series of short horror stories, Yami Shibai begins with a bachelor who, after moving into a new apartment, immediately starts sensing a malevolent glare being pressed into him. A single talisman rests on his ceiling, but he has no way of knowing it is one of the few safeguards that separate him from a bottomless pit of suffering. Each story is more terrifying, more appalling, and more sickening than the last as the Storyteller's audience find themselves being sucked into the vicious world of his words. [Written by MAL Rewrite]","['Sequel (TV) Yami Shibai 2', 'Adaptation (Manga) Yami Shibai']",Yami Shibai,,,,
22,,ローゼンメイデン (2013),Rozen Maiden: Zurückspulen,Rozen Maiden: Zurückspulen,Rozen Maiden: Zurückspulen,Rozen Maiden: Zurückspulen,['TV'],13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",['Summer 2013'],Fridays at 01:58 (JST),['TBS'],['Sentai Filmworks'],['Studio Deen'],['Manga'],"['Action', 'Comedy', 'Drama', 'Fantasy']",,24 min. per ep.,PG-13 - Teens 13 or older,7.32,#2747,#2516,"81,865",250,33695,"During the events of the original Rozen Maiden, after circling ""yes"" on a paper and agreeing to wind an unknown ""something,"" a traumatized Jun Sakurada fights alongside the lifelike dolls known as the Rozen Maidens. But what would have happened if Jun had circled ""no""? Jun, having gotten over his school trauma from his younger days, spends his time attending college and working in a bookstore. However, he does not feel as though he belongs anywhere. One day, he finds a book containing instructions on how to make a Rozen Maiden. Mysteriously, when he arrives home that night, the second volume in the book series has been delivered to his house, along with some pieces of a doll. But as suddenly as they started arriving, the books stop coming, and Jun gets a notice that says that the books have ceased being published. With an incomplete doll in hand, and a message from his other self in another world, this Jun also finds his way into the world of the Rozen Maidens. [Written by MAL Rewrite]","['Adaptation (Manga) Rozen Maiden (2008)', '']",Rozen Maiden (2013),,,['Seinen'],
23,,八犬伝 -東方八犬異聞- 2,Hakkenden -Eight Dogs of the East- Season 2,Hakkenden: Eight Dogs of the East Staffel 2,Hakkenden: Eight Dogs of the East Temporada 2,Hakkenden: Eight Dogs of the East Saison 2,['TV'],13,Finished Airing,"Jul 7, 2013 to Sep 29, 2013",['Summer 2013'],Sundays at 22:30 (JST),"['Bandai Visual', 'Frontier Works', 'Lantis', 'Movic', 'DAX Production', 'Sony PCL']",['Sentai Filmworks'],['Studio Deen'],['Manga'],"['Action', 'Fantasy', 'Mystery']",,24 min. per ep.,PG-13 - Teens 13 or older,7.60,#1593,#2877,"65,338",204,30013,"The journey to find all eight sacred gems continues, as Sousuke and Shino travel in search of the remaining gem holders. From the shadows the Imperial Church continues to scheme, and a mysterious woman seeks to fulfill a sinister plot with the gem holders at its heart. As the origin of the gems comes to light, so does the truth behind Sousuke's doppelganger, Ao, as he resurfaces with his own goal—one involving Sousuke and his gem! (Source: Sentai Filmworks)","['Prequel (TV) Hakkenden: Touhou Hakken Ibun', 'Adaptation (Manga) Hakkenden: Touhou Hakken Ibun']",Hakkenden: Touhou Hakken Ibun 2nd Season,,['Mythology'],['Shoujo'],
24,,戦姫絶唱シンフォギアG,Symphogear G,Symphogear G,Symphogear G,Symphogear G,['TV'],13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",['Summer 2013'],Fridays at 02:35 (JST),"['Starchild Records', 'Memory-Tech', 'Dwango', 'Bushiroad', 'Good Smile Company', 'Kinyosha']",['Discotek Media'],['Satelight'],Original,"['Action', 'Sci-Fi']","['Idols (Female)', 'Music']",23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2093,#2956,"62,400",536,30166,"Three months after a Lunar Attack which nearly caused Earth's destruction, Hibiki Tachibana, Tsubasa Kazanari, and Chris Yukine continue to fight the Noise—a mysterious alien threat—using powerful armor known as Symphogear. After defending an American convoy from a Noise attack, Hibiki and Chris race toward the Queens of Music concert hall to attend one of Tsubasa's concerts. Meanwhile, Tsubasa and rising international superstar Maria Cadenzavna Eve deliver an amazing performance that is broadcast throughout the entire world. Just as the concert is about to conclude, a group of Noise suddenly appear, plunging the hall into chaos. Amidst the panic, Maria declares war against the world as the successor of Finé—Chris' former mistress—and her allies Kirika Akatsuki and Shirabe Tsukuyomi reveal Symphogear powers of their own. After initiating a skirmish with Tsubasa and her teammates, they retreat mysteriously, leaving the three friends bewildered as to what their true intentions could be. [Written by MAL Rewrite]","['Prequel (TV) Senki Zesshou Symphogear', 'Sequel (TV) Senki Zesshou Symphogear GX']",Senki Zesshou Symphogear G,,,,
25,Senyu. 2,戦勇。2,,Senyuu Teil 2,Senyu Temporada 2,Senyuu Partie 2,['TV'],13,Finished Airing,"Jul 3, 2013 to Sep 25, 2013",['Summer 2013'],Unknown,"['TV Tokyo', 'Bandai Visual', 'Lantis', 'Barnum Studio', 'Dwango', 'Good Smile Company']","None found,","['Ordet', 'LIDENFILMS']",['Web manga'],"['Action', 'Comedy', 'Fantasy']",,4 min. per ep.,PG-13 - Teens 13 or older,7.40,#2342,#3065,"58,147",110,34209,"When a hole opened up in the world and monsters flooded out, humanity prepared for the demon lord Rukimedes' rise once again. However, even the gravity of this situation cannot impede the antics of straight man hero Alba Frühling and sadist soldier Ross. Ross, trapped within a plane between two worlds due to Januar Ein's magic, encounters the demon lord taking a nap and looking far too comfortable in his confinement. Simultaneously, Alba, once again in prison, has been sidelined in favor of his eccentric companion's hijinks. Although separated, Ross and Alba continue their attempts to prevent the demon lord's resurgence, but unbeknownst to them, a ghost from Ross' past may just threaten their quest's success. [Written by MAL Rewrite]","['Prequel (TV) Senyuu.', 'Adaptation (Manga) Senyuu.']",Senyuu. 2,,['Parody'],['Shounen'],
26,"Gen'ei wo Kakeru Taiyou, Il Sole Penetra le Illusioni, The Sun Penetrates the Illusions",幻影ヲ駆ケル太陽,Day Break Illusion,Day Break Illusion,,Day Break Illusion,['TV'],13,Finished Airing,"Jul 6, 2013 to Sep 28, 2013",['Summer 2013'],Saturdays at 23:30 (JST),"['Aniplex', 'Nihon Ad Systems', 'Bushiroad', 'Good Smile Company', 'Asahi Broadcasting']",['Aniplex of America'],['AIC'],Original,"['Action', 'Drama']","['Mahou Shoujo', 'Psychological']",24 min. per ep.,R - 17+ (violence & profanity),6.40,#7711,#3122,"55,915",121,21415,"Akari Taiyou is an apprentice fortune teller living with her aunt, uncle, and their daughter Fuyuna. Having lost her mother at a young age, the only thing Akari has left of her is a deck of tarot cards and a dream to follow in her footsteps as a fortune teller. One night, Akari has a dream of being attacked by a plant monster and witnesses a stronger version of herself defeat it. When she awakens, she discovers to her horror that the monster was actually Fuyuna. But mysteriously, Akari and her relatives soon forget Fuyuna ever existed. After another close encounter with a similar monster, she is rescued by three magical girls: Ginka Shirokane, Seira Hoshikawa, and Luna Tsukuyomi. They explain that they are from the Sefiro Fiore organization, which uses Elemental Tarot power to fight the evil creatures known as ""Daemonia."" Akari discovers she too is a magical girl and has inherited her mother's power of The Sun card. However, she comes to realize Daemonia are actually people who have been possessed, and she must decide whether to try to save what is left of their humanity or to wipe them from existence. As Akari comes to terms with her grim duty of protecting the world from Daemonia, the bonds of the organization and that of their team will soon be strained when they deal with grave threats from the outside and from within. [Written by MAL Rewrite]","['Prequel (Special) Genei wo Kakeru Taiyou: Fumikomenai Kokoro', 'Adaptation (Manga) Genei wo Kakeru Taiyou']",Genei wo Kakeru Taiyou,,,,
27,"Stella Jogakuin Koutouka C3-bu, Stella Jogakuin Koutou-ka C3-bu, Stella Women's Academy, High School Division Class C3",ステラ女学院高等科C³部（しーきゅーぶ）,"Stella Women's Academy, High School Division Class C³","Stella Women's Academy, High School Division Class C³","Stella Women’s Academy, High School Division Class C3","Stella Women's Academy, High School Division Class C³",['TV'],13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",['Summer 2013'],Unknown,"['Pony Canyon', 'TBS', 'RAY']",['Sentai Filmworks'],['Gainax'],['Manga'],,"['Military', 'School']",24 min. per ep.,PG-13 - Teens 13 or older,6.52,#6942,#3129,"55,674",73,22031,"Command, control, and communication: the three pillars to successfully execute missions in modern military combat. They are also the source of inspiration behind Stella Women's Academy airsoft club, aptly named the C3 Club. Due to the club's nature, the members have trouble finding newcomers, but, as the school year starts, they hope to find their next sharpshooter among a new crop of students. Yura Yamato is a freshman at Stella; she sports an unassertive personality that makes it difficult to make friends. She soon discovers her absent roommate owns a massive collection of military memorabilia and movies, including a replica Desert Eagle. When one of the C3 Club's members catches Yura re-enacting an action movie, she drags her into the Club's airsoft practice match. Despite being on the losing side, Yura is unexpectedly drawn to the excitement of the game. Upon her return, Yura's roommate—Sonora Kashima—reveals herself to be the C3 Club's president and invites her to join. Now with Sonora by her side, one more exhilarating match convinces Yura to sign up. Thanks to her new teammates, Yura discovers a hidden side to herself and an unexpected love for airsoft. However, as her dedication to the game slowly takes over her life, Yura finds herself on the path of great change and success—one that may easily lead to self-destruction. [Written by MAL Rewrite]","['Adaptation (Manga) Tokurei Sochi Dantai Stella Jogakuin Koutou-ka C³-bu', '']",Stella Jogakuin Koutou-ka C³-bu,['Sports'],,,
28,"The Society for the Study of Modern Visual Culture, Genshiken Second Generation",げんしけん 二代目,Genshiken Second Season,Genshiken Zweite Staffel,Genshiken Temporada 2,Genshiken Deuxième Saison,['TV'],13,Finished Airing,"Jul 7, 2013 to Sep 29, 2013",['Summer 2013'],Sundays at 01:00 (JST),['Starchild Records'],"['NIS America, Inc.']",['Production I.G'],['Manga'],,"['Adult Cast', 'Otaku Culture', 'Parody']",24 min. per ep.,PG-13 - Teens 13 or older,7.42,#2292,#3141,"55,329",122,24371,"Another college semester begins and the returning members of Genshiken attempt to recruit new club members. Three new members join the club, attracted by Ogiue's BL drawings. She welcomes the new members but fears the club will become a ""fujoshi"" haven for yaoi fans and is getting a bit too far removed from its original purpose. (Source: ANN)","['Prequel (OVA) Genshiken Nidaime OVA', 'Adaptation (Manga) Genshiken']",Genshiken Nidaime,['Slice of Life'],,['Seinen'],
29,,帰宅部活動記録,Chronicles of the Going Home Club,Chronicles of the Going Home Club,Kitakubu Katsudou Kiroku: Chronicles of the Going Home Club,Kitakubu Katsudou Kiroku: Chronicles of the Going Home Club,['TV'],12,Finished Airing,"Jul 5, 2013 to Oct 11, 2013",['Summer 2013'],Fridays at 02:43 (JST),"['VAP', 'Nippon Television Network']","['NIS America, Inc.']",['Nomad'],['Web manga'],,"['CGDCT', 'School']",23 min. per ep.,PG-13 - Teens 13 or older,6.77,#5498,#3202,"53,333",121,18229,"When a friend asks Natsuki what high school club she's going to join, she cheerfully responds ""the go-home club"" (meaning, she's not going to join any of them). However, she soon realizes that this club actually exists at her high school, and she's just expressed interest in joining it! Before she knows it, she ends up as one of the two new members of ""the go-home club,"" which is a small group of eccentric school girls. One of the girls likes fighting bears, while another is ridiculously rich. But what exactly constitutes the activities of ""the go-home club""? (Source: MangaHelpers)","['Adaptation (Manga) Kitakubu Katsudou Kiroku', '']",Kitaku-bu Katsudou Kiroku,['Comedy'],,,
