,Japanese,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,English,Theme,Genre,German,Spanish,French,Demographics
209,名探偵コナン ハロウィンの花嫁,['Movie'],1,Finished Airing,"Apr 15, 2022",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Action', 'Mystery']",,['Shounen'],1 hr. 50 min.,PG-13 - Teens 13 or older,8.05,#596,#5390,"17,636",96,8661,"Shibuya, Tokyo, is bustling with the Halloween season. A wedding is being held at Shibuya Hikarie, where Sato is dressed in a wedding dress. While Conan and the other invited guests are watching, an assailant suddenly bursts in, and Takagi, who was trying to protect Sato, is injured. Takagi survived and the situation was settled, but in Sato's eyes, the image of the grim reaper that she had seen when Jinpei Matsuda, the man she had been in love with, had been killed in a series of bombings three years ago, overlapped with Takagi's. At the same time, the perpetrator of the bombings escapes from prison. Rei Furuya/Toru Amuro, a member of the public safety police, is hunting down the man who killed his classmate, but a mysterious person in disguise suddenly appears and puts a collar bomb on him. Conan visits the underground shelter where Amuro is hiding out to disarm the collar bomb, and hears about an incident three years ago when he and his now deceased classmates from the police academy encountered an unidentified virtual bomber named ""Plamya"" in Shibuya. As Conan and his team investigate, a disturbing shadow begins to loom over them. (Source: Detective Conan World)","['Prequel (Special) Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya', 'Adaptation (Manga) Meitantei Conan: Halloween no Hanayome']",Meitantei Conan Movie 25: Halloween no Hanayome,,Detective Conan Movie 25: The Bride of Halloween,['Detective'],,,,,
210,Re:cycle of the PENGUINDRUM,['Movie'],2,Finished Airing,"Apr 29, 2022 to Jul 22, 2022",,,['King Records'],['Sentai Filmworks'],"[""Brain's Base"", 'Lapin Track']",Original,"['Avant Garde', 'Comedy', 'Drama', 'Mystery', 'Supernatural']",,,2 hr. 16 min. per ep.,R - 17+ (violence & profanity),7.20,#3377,#5839,"14,312",36,1340,"Compilation of Mawaru Penguindrum, including new scenes.","['Adaptation (Manga) Mawaru Penguindrum', 'Adaptation (Novel) Mawaru Penguindrum']",Re:cycle of the Penguindrum,Mawaru Penguindrum Movie,,['Psychological'],,,,,
211,機動戦士ガンダム ククルス・ドアンの島,['Movie'],1,Finished Airing,"Jun 3, 2022",,,['Bandai Namco Filmworks'],"None found,",['Sunrise'],Other,,,,1 hr. 48 min.,PG-13 - Teens 13 or older,7.35,#2583,#6319,"11,678",23,5631,"After a covert mission goes wrong, Mobile Suit pilot Amuro Ray and his comrades are stranded on a remote island. The battalion was sent to a land called the Island of No Return to clear off any enemy forces, only to find a group of children and an enemy mecha attack. Now Amuro must find a way for them all to escape this mysterious land, but not before meeting a strange man—Cucuruz Doan. (Source: Crunchyroll)","['Adaptation (Light Novel) Shousetsu Kidou Senshi Gundam: Cucuruz Doan no Shima', '']",Kidou Senshi Gundam: Cucuruz Doan no Shima,G-Doan,Mobile Suit Gundam: Cucuruz Doan's Island,['Mecha'],['Action'],,,,
212,特『刀剣乱舞-花丸-』～雪月華～,['Movie'],3,Finished Airing,"May 20, 2022 to Sep 1, 2022",,,"None found,","None found,",['Doga Kobo'],Game,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Slice of Life']",,,1 hr. 12 min. per ep.,PG-13 - Teens 13 or older,6.94,#4641,#8783,"5,224",31,392,Touken Ranbu: Hanamaru anime movie trilogy.,"['Prequel (TV) Zoku Touken Ranbu: Hanamaru', '']",Toku: Touken Ranbu - Hanamaru - Setsugetsuka,,,['Historical'],,,,,
213,映画クレヨンしんちゃん もののけニンジャ珍風伝,['Movie'],1,Finished Airing,"Apr 22, 2022",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Adventure', 'Comedy']",,['Seinen'],1 hr. 39 min.,G - All Ages,7.08,#3995,#11271,"2,417",3,929,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen', 'Sequel (Movie) Crayon Shin-chan Movie 31: Chounouryoku Daikessen - Tobe Tobe Temakizushi']",Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,Eiga Crayon Shin-chan: Mononoke Ninja Chinfuuden,,,,,,,
214,とんがり頭のごん太~2つの名前を生きた福島被災犬の物語~,['Movie'],1,Finished Airing,"Jun 3, 2022",,,"None found,","None found,",['WAO World'],Book,,,,1 hr. 53 min.,None,[],#14951,#11913,"1,987",6,,"On March 11, 2011, a massive earthquake of magnitude 9.0 hit the Tohoku region. The Tomita Diner family evacuates from place to place, leaving their 8-year-old dog, Gonta, behind. Meanwhile Yoshino, a female university student in Tokyo, joins a pet rescue volunteer group and goes to the disaster area. There, she rescues a dog and names him Peace, but he is found to be suffering from a serious illness and is diagnosed as having only one month to live. Yoshino desperately tries to bring Peace back to his original owner. Miraculously, Yoshino meets the Tomita family and learns that Peace is Gonta. Gonta continues to live to the point that even doctors are surprised, and becomes a hope for many victims. Yoshino also becomes increasingly involved in pet rescue, which she had a reason for. (Source: Otakuthon)",[],Tongari Atama no Gonta: Futatsu no Namae wo Ikita Fukushima Hisai Inu no Monogatari,,Gonta: The Story of The Two-Named Dog in The Fukushima Disaster,['Pets'],,,,,
215,劇場版IDOL舞SHOW,['Movie'],1,Finished Airing,"Jun 24, 2022",,,"None found,","None found,","['ORENDA', 'Amineworks']",Mixed media,,"['Idols (Female)', 'Music']",,33 min.,PG-13 - Teens 13 or older,5.46,#12230,#13896,"1,097",2,137,"The concept behind the project is a ""battle royale"" between three idol units, each one led by a Sengoku-era commander who has been reincarnated as a music producer. The winner of the battle royale will be determined by sales numbers and voting at each live performance. The group that wins will hold a grand live performance to adopt the name of ""the greatest under the heavens."" (Source: ANN)",[],Idol Bu Show Movie,,,,,,,,
216,クレヨンしんちゃん 宇宙からの来訪者 カスカベ大パニック,['Movie'],1,Finished Airing,"May 28, 2022",,,"None found,","None found,",['D & D Pictures'],['Manga'],"['Comedy', 'Sci-Fi']",,,25 min.,G - All Ages,[],#20067,#18739,361,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Crayon Shin-chan: Uchuu kara no Raihousha Kasube Dai Panic,,,['Space'],,,,,
217,白線,['Movie'],1,Finished Airing,"Jun 23, 2022",,,"None found,","None found,","None found,",Original,"['Drama', 'Fantasy']",,,16 min.,PG-13 - Teens 13 or older,[],#19399,#18831,353,1,,Baixian is an animation film about space and time dimension. It depicts a boy who decides to walk towards the line that behold the gravity after thunderstorms corroded time. (Source: Taipei Film Festival),[],Baixian,,Realign,,,,,,
218,それいけ！アンパンマン ドロリンとバケ～るカーニバル,['Movie'],1,Finished Airing,"Jun 24, 2022",,,"None found,","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,['Kids'],1 hr. 1 min.,PG - Children,[],#14490,#20796,238,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sore Ike! Anpanman: Dororin to Bakeru Carnival,,Anpanman: Dororin & the Transformation Carnival,,,,,,
219,当鲸鱼游上沙滩,['Movie'],1,Finished Airing,"Jun 23, 2022",,,"None found,","None found,","None found,",Original,,,,11 min.,PG-13 - Teens 13 or older,[],#20177,#21302,210,0,,"Alice sees a stranded whale. When the lifeguard goes in to rescue it, a wave swallows him. Then Alice turns into a whale to save him. (Source: Taipei Film Festival)",[],Dang Jingyu You Shang Shatan,,Alice on the Beach,,['Drama'],,,,
220,大桥遗犬,['Movie'],1,Finished Airing,"Jun 13, 2022",,,"None found,","None found,","None found,",Original,,,,12 min.,PG-13 - Teens 13 or older,[],#20190,#21335,208,0,,A Dog Under Bridge shows how director Tang sees society from a dog's point of view. It turns out that things which seem normal to humans could look ridiculous in the eyes of a dog. (Source: Goldenhorse),[],Daqiao yi Quan,,A Dog Under Bridge,['Pets'],['Drama'],,,,
221,山高高,['Movie'],1,Finished Airing,"Jun 30, 2022",,,['CUC Anima'],"None found,","None found,",Original,,,,12 min.,PG-13 - Teens 13 or older,[],#13986,#23129,131,0,,"Xiao Ning, a girl separated from her parents, had to return to her hometown for school due to household registration issues. She accidentally discovered a secret hidden in the high mountains. After experiencing that unknown, dreamlike night, she seemed to have made new friends and truly integrated and understood this big family and its unique cultural heritage. The pain of separation no longer troubled her, and the hustle and bustle of the city gradually faded away from her. She continued to grow freely and happily in the high mountains. (Source: Animated Film Box)",[],Shan Gaogao,,Mountain Nocturne,,['Drama'],,,,
222,星空を見上げて【～365日の星日記～】,['Movie'],1,Finished Airing,"Apr 16, 2022",,,"None found,","None found,",['D & D Pictures'],Unknown,,,['Kids'],26 min.,G - All Ages,[],#21302,#23370,125,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hoshizora wo Miagete: 365 Hi no Hoshi Nikki,,,['Space'],['Sci-Fi'],,,,
223,勇者、辞めます「研修旅行は目的を見失うな」,['Special'],2,Finished Airing,"Jun 24, 2022 to Aug 24, 2022",,,"['AT-X', 'flying DOG', 'Glovision', 'Kadokawa', 'Tencent Games']",['Sentai Filmworks'],['EMT Squared'],['Light novel'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,11 min. per ep.,PG-13 - Teens 13 or older,6.55,#6778,#3984,"35,165",79,14555,A two-part new animation released with both Blu-ray/DVD boxes.,[],"Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na",I'm Quitting Heroing: Don't Lose Sight of Why We Took This Research Trip,"I'm Quitting Heroing: Remember, the Work Trip is First and Foremost a Learning Opportunity",,,,,,
224,マギアレコード　魔法少女まどか☆マギカ外伝 Final SEASON -浅き夢の暁-,['TV Special'],4,Finished Airing,"Apr 3, 2022",,,"['Aniplex', 'Houbunsha', 'f4samurai']",['Aniplex of America'],['Shaft'],Game,"['Drama', 'Suspense']","['Mahou Shoujo', 'Psychological']",,24 min. per ep.,PG-13 - Teens 13 or older,6.80,#5356,#4140,"32,836",95,12843,"The desperate battle in Kamihama City continues to intensify. With Walpurgis Night changing course for Mitakihara City, all eyes shift toward Embryo Eve—an artificial being, currently dormant, that can allegedly liberate magical girls from their destinies. As the Wings of Magius grow dangerously close to executing their plan, Iroha Tamaki's last chance to stop the organization is quickly fading. Despite the dwindling odds, lingering hope for the dawn of a better future invigorates her final endeavor, while also uncovering memories of a story tampered with by the hands of fate. [Written by MAL Rewrite]","['Prequel (TV) Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya', '']",Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,,Magia Record: Puella Magi Madoka Magica Side Story Final Season,,,,,,
225,大徹底解剖！光月おでん伝説！,['TV Special'],1,Finished Airing,"Jun 26, 2022",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,6.53,#6913,#8624,"5,479",1,2438,"Alongside Yamato, Momonosuke Kozuki recounts the great adventures of his father Oden—a renowned daimyo revered throughout the Land of Wano. From the days of Oden's youth to his last moments of glory, Momonosuke comes to understand the hardships and personal growth that his father experienced to eventually become the man he was. [Written by MAL Rewrite]",[],One Piece: Dai Tettei Kaibou! Kouzuki Oden Densetsu!,"One Piece Special, One Piece Recap",One Piece: A Comprehensive Anatomy! The Legend of Kozuki Oden!,,,,,,
226,じゃんたま PONG☆ 0,['Special'],1,Finished Airing,"Apr 1, 2022",,,"None found,","None found,",['Scooter Films'],Game,,,,1 min.,PG-13 - Teens 13 or older,5.99,#9977,#10383,"3,130",1,1818,Episode 0 of Jantama Pong☆ that aired as an April Fool's joke.,"['Sequel (TV) Jantama Pong☆', '']",Jantama Pong☆ Episode 0,Mahjong Soul Pon☆ Episode 0,,,['Comedy'],,,,
227,薔薇王の葬列,['TV Special'],1,Finished Airing,"Apr 3, 2022",,,"None found,","None found,",['J.C.Staff'],['Manga'],"['Action', 'Drama', 'Supernatural']",,['Shoujo'],23 min.,PG-13 - Teens 13 or older,5.70,#11365,#11222,"2,447",6,822,Recap of the first 12 episodes of Baraou no Souretsu.,[],Baraou no Souretsu Recap,"Baraou no Souretsu Special, Baraou no Souretsu Episode 12.5",Requiem of the Rose King - Part One Digest: Meetings and Partings,['Historical'],,,,,
228,本庁の刑事恋物語～結婚前夜～,['Special'],1,Finished Airing,"Apr 15, 2022",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery', 'Romance']",,['Shounen'],1 hr. 34 min.,PG-13 - Teens 13 or older,7.09,#3939,#11703,"2,127",1,846,"The special contains the footage from episodes featuring Takagi and Sato, with a new narration from Conan and re-recorded line of Takagi and Sato. In the end scene, Sato is preparing herself as the bride as Yumi approach her. Meanwhile, Takagi is waiting outside. Those scenes are leading to the events in The Bride of Halloween. (Source: DCW Wiki)","['Sequel (Movie) Meitantei Conan Movie 25: Halloween no Hanayome', '']",Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,,Detective Conan: Love Story at Police Headquarters - Wedding Eve,['Detective'],,,,,
229,デジモンゴーストゲーム,['TV Special'],1,Finished Airing,"May 8, 2022",,,"None found,","None found,",['Toei Animation'],Other,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,23 min.,PG-13 - Teens 13 or older,5.79,#10976,#11898,"1,997",1,730,Recap of the first 24 episodes of Digimon Ghost Game.,[],Digimon Ghost Game Recap,"Digimon Ghost Game Episode 24.5, Digimon Ghost Game: Takenaka Naoto ga Kataru Kaiki no Sekai",,,,,,,
230,ビルディバイド -#FFFFFF(コードホワイト)-,['TV Special'],1,Finished Airing,"May 8, 2022",,,"None found,","None found,",['LIDENFILMS'],Mixed media,,,,23 min.,PG-13 - Teens 13 or older,5.74,#11206,#13204,"1,329",6,328,Recap of the first five episodes of Build Divide: Code White.,[],Build Divide: Code White Recap,Build Divide: Code White Episode 17.5,,['Strategy Game'],['Fantasy'],,,,
231,新学期だよ！ワッチャプリマジ！学園,['Special'],1,Finished Airing,"Apr 3, 2022",,,"None found,","None found,","None found,",Original,,"['Idols (Female)', 'Music']",,24 min.,G - All Ages,[],#14229,#17119,490,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Special) Maji de Wakaru! Waccha PriMagi Gakuen', '']",Shin Gakki da yo! Waccha PriMagi! Gakuen,,,,['Comedy'],,,,
232,うさぎ,['TV Special'],1,Finished Airing,"Jun 11, 2022",,,"['Toei Animation', 'Fuji TV']","None found,",['Orange'],Original,"['Comedy', 'Fantasy']",,,3 min.,G - All Ages,6.02,#9811,#18762,359,0,139,Original anime short that aired during the Fuji TV's Geinin Anime Kantoku (Entertainer Anime Director) variety show.,[],Usagi (Special),Geinin Anime Kantoku,Usagi,,,,,,
233,DEathMAtCH ~リアルに恋してる~,['TV Special'],1,Finished Airing,"Jun 11, 2022",,,"['Toei Animation', 'Fuji TV']","None found,",['Orange'],Original,"['Action', 'Comedy', 'Sci-Fi']",,,3 min.,G - All Ages,5.57,#11901,#19335,321,0,112,Original anime short that aired during the Fuji TV's Geinin Anime Kantoku (Entertainer Anime Director) variety show.,[],DEathMAtCH: Real ni Koishiteru,Geinin Anime Kantoku,,,,,,,
234,OVER THE RAINBOW,['TV Special'],1,Finished Airing,"Jun 11, 2022",,,"['Toei Animation', 'Fuji TV']","None found,",['Orange'],Original,"['Comedy', 'Fantasy']",,,3 min.,G - All Ages,5.47,#12193,#19759,296,0,108,Original anime short that aired during the Fuji TV's Geinin Anime Kantoku (Entertainer Anime Director) variety show.,[],Over the Rainbow,Geinin Anime Kantoku,,,,,,,
