,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Synonyms,Demographic,German,Spanish,French,Demographics
20,青春×機関銃,Aoharu x Machinegun,['TV'],12,Finished Airing,"Jul 3, 2015 to Sep 18, 2015",['Summer 2015'],Fridays at 01:46 (JST),"['TBS', 'DAX Production', 'chara-ani.com', 'Sony Music Communications', 'King Records', 'NichiNare']",['Sentai Filmworks'],"[""Brain's Base""]",['Manga'],['Sports'],"['Crossdressing', 'Team Sports']",24 min. per ep.,PG-13 - Teens 13 or older,7.15,#3636,#1166,"223,442","1,312",103961,"Hotaru Tachibana has a strong sense of justice and just cannot help confronting those who choose to perform malicious acts. Furthermore, Hotaru is actually a girl who likes to disguise herself as a boy. After hearing rumors that her best friend was tricked by the popular host of a local club, Hotaru seeks to punish the evildoer. Upon arriving at the club, however, she is challenged to a so-called ""survival game"" by the host Masamune Matsuoka, where the first person hit by the bullet of a toy gun will lose. After a destructive fight which results in Hotaru's loss, Masamune forces the young ""boy"" to join his survival game team named Toy Gun Gun, in order to repay the cost of the damages that ""he"" has caused inside the club. Although she is initially unhappy with this turn of events, Hotaru quickly begins to enjoy what survival games have to offer and is determined to pay off her debt, much to the dismay of Tooru Yukimura, the other member of Toy Gun Gun. As time goes on, Hotaru begins to develop a close friendship with the rest of the team and hopes to take part in realizing their dream of winning the Top Combat Game (TCG), a tournament to decide the best survival game team in Japan. Although Hotaru tries her best, there are just two little problems: she is absolutely terrible at the game, and Toy Gun Gun doesn't allow female members on their team! [Written by MAL Rewrite]","['Sequel (Special) Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!', 'Adaptation (Manga) Aoharu x Kikanjuu']",Aoharu x Kikanjuu,,,Aoharu x Machine Gun,['Shounen'],Aoharu x Machinegun,Aoharu x Machinegun,Aoharu x Machinegun,
21,のんのんびより りぴーと,Non Non Biyori Repeat,['TV'],12,Finished Airing,"Jul 7, 2015 to Sep 22, 2015",['Summer 2015'],Tuesdays at 02:05 (JST),"['TV Tokyo', 'Lantis']",['Sentai Filmworks'],['SILVER LINK.'],['Manga'],['Slice of Life'],"['CGDCT', 'Iyashikei', 'School']",23 min. per ep.,PG-13 - Teens 13 or older,8.18,#429,#1247,"206,467","1,267",104124,"Far from the hustle and bustle of urban life, and with only a single candy store and bus route to its name, the rural Asahigaoka is certainly not a place for everyone. Nevertheless, the village's children still manage to cheerfully spend their days exploring and having fun in the wilderness around them. One such child, Renge Miyauchi, the youngest of the group, looks forward to the entrance ceremony of the upcoming school year, signalling her entry into first grade and the beginning of her elementary school life. Attending the only school in town, Renge and her friends, seventh grader Natsumi Koshigaya and her eighth grade sister Komari, make the most out of their rural lifestyle, playing and studying everyday. Meanwhile, fifth grader Hotaru Ichijou has just moved to Asahigaoka from Tokyo, unaware of the numerous adventures and memories that await her. [Written by MAL Rewrite]","['Prequel (TV) Non Non Biyori', 'Sequel (Movie) Non Non Biyori Movie: Vacation', 'Adaptation (Manga) Non Non Biyori', '']",Non Non Biyori Repeat,,,"Non Non Biyori 2nd Season, Non Non Biyori Second Season",['Seinen'],,,,
22,城下町のダンデライオン,Castle Town Dandelion,['TV'],12,Finished Airing,"Jul 3, 2015 to Sep 18, 2015",['Summer 2015'],Fridays at 02:16 (JST),"['Pony Canyon', 'TBS', 'DAX Production', 'Houbunsha', 'TC Entertainment', 'Docomo Anime Store', 'Nichion']",['Funimation'],['Production IMS'],['4-koma manga'],['Comedy'],,24 min. per ep.,PG-13 - Teens 13 or older,7.15,#3604,#1414,"178,009",443,67086,"The Sakurada siblings live a normal life in a typical Japanese household. Well, that's what their father, the king, wants for them at least. As members of the royal family, each sibling possesses a unique ability, and over two thousand security cameras have been placed around town to make sure the children are safe and sound. Moreover, all nine of them have been designated as a potential successor to the throne with the decision that the next ruler will be selected through an election. However, for the timid Akane Sakurada, the third eldest daughter who wields the power to manipulate gravity, all of this attention is a complete nightmare. With all the cameras constantly monitoring the candidates and even broadcasting their actions on the Sakurada-dedicated news channel, she decides that if she becomes king, the cameras have got to go. But just how will she convince the public that she is the most suited to rule if she can't even overcome her own shyness?! Election season is in full swing as the search for the next king begins in Joukamachi no Dandelion. [Written by MAL Rewrite]","['Adaptation (Manga) Joukamachi no Dandelion', '']",Joukamachi no Dandelion,,['Super Power'],,['Seinen'],,,,
23,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！,Fate/Kaleid Liner Prisma Illya 2Wei Herz!,['TV'],10,Finished Airing,"Jul 25, 2015 to Sep 26, 2015",['Summer 2015'],Saturdays at 01:40 (JST),"['Lantis', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'Tokyo MX', 'Kadokawa Media House']",['Sentai Filmworks'],['SILVER LINK.'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.15,#3650,#1655,"148,754",247,77306,Little Illya's life has gotten completely out of hand since the Kaleidostick Ruby granted her the powers of a magical girl. Now a regular beach trip is going to turn into another crazy mystery adventure that she and her friend Miyu will have to unravel. (Source:ANN),"['Prequel (TV) Fate/kaleid liner Prisma☆Illya 2wei!', 'Sequel (TV) Fate/kaleid liner Prisma☆Illya 3rei!!', 'Adaptation (Manga) Fate/kaleid liner Prisma☆Illya 2wei!', '']",Fate/kaleid liner Prisma☆Illya 2wei Herz!,"['Action', 'Comedy']",['Mahou Shoujo'],Prisma Illya 2wei! Herz,,Fate/kaleid liner PRISMA ILLYA 2wei Herz!,Fate/Kaleid Liner Prisma Illya 2wei Herz!,Fate/kaleid liner PRISMA ILLYA 2wei Herz!,
24,純情ロマンチカ 3,Junjo Romantica 3,['TV'],12,Finished Airing,"Jul 9, 2015 to Sep 24, 2015",['Summer 2015'],Thursdays at 01:05 (JST),"['Frontier Works', 'Lantis', 'Kadokawa Shoten', 'Romantica club !!']",['Funimation'],['Studio Deen'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.59,#1614,#1901,"124,446",509,64628,"After living together for three years, Misaki Takahashi and Akihiko ""Usagi"" Usami's relationship has been progressing smoothly. However, all great relationships have problems, and theirs is just beginning. With a new rival on the horizon, Usagi worries about Misaki's feelings towards him. Meanwhile, Ryuuichirou Isaka has always loved to intrude on Misaki and Usagi's love life, but his own love life hasn't been all smooth sailing—Isaka and his secretary Kaoru Asahina have been dating for a few years; however, Asahina prefers to keep their professional and private lives separate, often leading to troubled waters between them. As for Nowaki Kusama and Hiroki Kamijou, now that their careers are finally taking off, they hardly see each other anymore. With the time they spend together lessening, doubts and insecurities threaten to creep in between them. On the other hand, the 17-year age gap between Shinobu Takatsuki and You Miyagi has been a constant barrier in their relationship, but as they learn more about each other, their self-consciousness continues to fade. The beloved couples of Junjou Romantica, Junjou Egoist, and Junjou Terrorist are back again, this time with a new addition: Junjou Mistake! [Written by MAL Rewrite]","['Prequel (TV) Junjou Romantica 2', 'Adaptation (Manga) Junjou Romantica']",Junjou Romantica 3,"['Boys Love', 'Comedy', 'Drama']",['Adult Cast'],Junjou Romantica Third Season,,,,,
25,クラスルーム☆クライシス,Classroom☆Crisis,['TV'],13,Finished Airing,"Jul 4, 2015 to Sep 26, 2015",['Summer 2015'],Saturdays at 01:55 (JST),"['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Animatic', 'Kadokawa']",['Aniplex of America'],['Lay-duce'],Original,,"['School', 'Space']",24 min. per ep.,PG-13 - Teens 13 or older,6.96,#4546,#1907,"123,995",201,49395,"In Martian colony Fourth Tokyo lies a classroom of Kirishina Corporation's brightest minds spearheading aerospace development: A-TEC, led by genius engineer Kaito Sera, eagerly anticipating the arrival of their newest member. It soon becomes clear, however, that the transfer student is hardly ordinary—Nagisa Kiryuu, newly appointed chief of A-TEC and the younger brother of the corporation's CEO, is sent to shut the program down. To keep the classroom alive, Kaito and his students desperately work to develop a successor to their most powerful rocket, the X-2; meanwhile, Nagisa climbs the corporate ladder in pursuit of his own mission. In spite of this, their separate battles soon reveal that much more is going on in Kirishina Corporation than meets the eye. Classroom☆Crisis follows Kaito and Nagisa, as well as Kaito's younger sister Mizuki and A-TEC's test pilot Iris Shirasaki, in a story of intrigue, political warfare, and, against all odds, romance. As Nagisa and A-TEC are dragged further and further into Kirishina Corporation's conspiracies, friendships grow and pasts are unveiled as they fight to avert their classroom crisis. [Written by MAL Rewrite]","['Adaptation (Manga) Classroom☆Crisis', 'Adaptation (Light Novel) Classroom☆Crisis']",Classroom☆Crisis,"['Drama', 'Romance', 'Sci-Fi']",,,,,,,
26,乱歩奇譚 Game of Laplace,Rampo Kitan: Game of Laplace,['TV'],11,Finished Airing,"Jul 3, 2015 to Sep 18, 2015",['Summer 2015'],Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Fujipacific Music', 'Kyoraku Industrial Holdings', 'Kansai Telecasting', 'Kobunsha']",['Funimation'],['Lerche'],Original,,"['Detective', 'Gore', 'Psychological']",23 min. per ep.,R - 17+ (violence & profanity),6.57,#6663,#1930,"121,376",344,51615,"After what appears to be just another ordinary day, middle school student Yoshio Kobayashi wakes up in his classroom to make a terrifying discovery: his teacher has been mutilated, and Yoshio happens to be holding the weapon used to commit the crime. Despite the initial shock of finding himself in this predicament, the curious and detached Yoshio can't help but be secretly thrilled about this attempt to frame him. His put-upon friend Souji Hashiba is turned into a willing accomplice, and together, they are determined to prove Yoshio's innocence. Additionally, Kogorou Akechi, a genius high school detective, has come to the scene of the crime in order to investigate the case and when Kogorou meets the young man found guilty, an intense mutual interest sparks between the two of them. Kobayashi wishes to enter Akechi's world of crime solving as his assistant, and Akechi is determined to see if the enthusiastic boy is up to the challenge. Ranpo Kitan: Game of Laplace is a surreal mystery and horror anime that contains brutal and bizarre crimes, loosely based on stories written by Ranpo Edogawa, who is famous for his influence on Japanese fiction. [Written by MAL Rewrite]",[],Ranpo Kitan: Game of Laplace,"['Mystery', 'Suspense']",,,,Rampo Kitan: Game of Laplace,Rampo Kitan: Game of Laplace,Rampo Kitan: Game of Laplace,
27,だんちがい,Danchigai,['TV'],12,Finished Airing,"Jul 10, 2015 to Sep 25, 2015",['Summer 2015'],Fridays at 01:00 (JST),"['DAX Production', 'Dream Creation']","None found,",['Creators in Pack'],['4-koma manga'],['Slice of Life'],,3 min. per ep.,PG-13 - Teens 13 or older,6.48,#7179,#1935,"120,621",129,56667,"Haruki Nakano lives an average high school life, except for the fact that his mother is overseas and he shares an apartment with his four sisters. There's the oldest, Mutsuki, who has a bad habit of falling asleep in his bed, the junior high school student Yayoi, who hits him whenever something happens, and then the grade school twins, Uzuki and Satsuki, who love to play pranks on their older brother. Stuck in a house with four girls, Haruki has to deal with all sorts of trials. From going grocery shopping, watching scary movies, to kissing practice, life is never boring in Danchigai!","['Adaptation (Manga) Danchigai', '']",Danchigai,,['Iyashikei'],,,,,,
28,ケイオスドラゴン 赤竜戦役,Chaos Dragon,['TV'],12,Finished Airing,"Jul 2, 2015 to Sep 17, 2015",['Summer 2015'],Thursdays at 22:30 (JST),"['Sotsu', 'TOHO animation']",['Funimation'],"['SILVER LINK.', 'Connect']",Game,,,24 min. per ep.,R - 17+ (violence & profanity),5.61,#11745,#2041,"113,594",133,44709,"In 3015, the year of Huanli, two countries, Donatia and Kouran, are embroiled in a war of supremacy that is tearing the world around them apart. The small island Nil Kamui has suffered exceptionally from the war, with lands conquered in the name of each kingdom and stolen away from the people. To make matters worse, their deity, the Red Dragon, has gone mad, rampaging about Nil Kamui burning villages and killing people indiscriminately. Ibuki, a descendant of Nil Kamui's royal family, resides at an orphanage and refuses to take on the role of king. Abhorring conflict, Ibuki desires a peaceful resolution, however the chaotic world will not allow for such pacifism when it is being torn asunder by war. Despite his reluctance, Ibuki is drawn deep into this conflict. Can he rise to the occasion and save his country?","['Adaptation (Light Novel) Red Dragon', 'Adaptation (Light Novel) Chaos Dragon: Sekiryuu Seneki']",Chaos Dragon: Sekiryuu Seneki,"['Action', 'Fantasy']",,Red Dragon War,,,,,
29,ビキニ・ウォリアーズ,Bikini Warriors,['TV'],12,Finished Airing,"Jul 8, 2015 to Sep 23, 2015",['Summer 2015'],Wednesdays at 01:35 (JST),['Hobby Japan'],['Funimation'],"['feel.', 'PRA']",Other,,,4 min. per ep.,R+ - Mild Nudity,5.12,#13059,#2276,"96,458",188,43748,"When darkness threatens the world, four heroines hold the only hope for salvation—if they can even manage to get out of the first town, that is. Bikini Warriors follows a party of beautiful adventurers in revealing armor: courageous Fighter, airheaded Paladin, timid Mage, and alluring Darkelf. But can you really be an adventurer if you don't get going on an adventure? Our heroines are eternally broke, insufferably vain, and frequently outmatched by the dangers of their world. Between fleeing dungeons and robbing peasants, the unlikely heroes will have to learn to live with each other before they can survive a battle with ultimate evil!","['Sequel (Special) Bikini Warriors Special', 'Adaptation (Manga) Bikini Warriors']",Bikini Warriors,"['Comedy', 'Fantasy', 'Ecchi']",['Parody'],,,,,,
