,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genre,Demographic,Spanish,Theme,German,French,Demographics
146,Bloods～淫落の血族2～,,['OVA'],2,Finished Airing,"Jul 29, 2011 to Nov 25, 2011",,,"None found,","None found,",['PoRO'],Visual novel,,,30 min. per ep.,Rx - Hentai,6.89,N/A,#5513,"16,611",62,6232,"The Sagimiya family is cursed in that its members are sexually aroused in the presence of another of the same bloodline. Sagimiya Misaki and her elder twin, Shun, are both disgusted over this and have sworn to resist the calling of their blood. However, Shun loses his composure and goes to their elder sister, Kagu, for release. After Misaki finds out, she too loses her resolve and seeks out Shun. (Source: ANN)",[],Bloods: Inraku no Ketsuzoku 2,,['Hentai'],,,,,,
147,ウィザードガール。アンビシャス,,['OVA'],1,Finished Airing,"Aug 26, 2011",,,"None found,","None found,",['PoRO'],Visual novel,"['Fantasy', 'Hentai']",,28 min.,Rx - Hentai,6.59,N/A,#6196,"12,313",36,4928,"Kei is an apprentice knight, when his heart is broken by a failed romance he decides to go on a journey for training. As he was leaving the town, he encountered two beautiful girls waiting just outside the gates. While he was checking them out, he noticed that one of them is dressed as a wizard and the other as a priestess. At the same time he noticed that the priestess was waving a sign, saying help wanted, they noticed him as well and thought that he wanted to join. After talking with them a bit (and surviving their trial) he agreed to protect them on their journey. What starts as a simple journey changed into something totally different... something that would decide the destiny of the whole world... (Source: VNDB)",[],Wizard Girl Ambitious,,,,,,,,
148,テニスの王子様 OVA ANOTHER STORYⅡ～アノトキノボクラ,The Prince of Tennis OVA Another Story II,['OVA'],4,Finished Airing,"Aug 26, 2011 to Oct 26, 2011",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],"['Comedy', 'Sports']",,22 min. per ep.,PG-13 - Teens 13 or older,7.44,#2207,#6324,"11,682",7,4996,1. Tanjou! Buchou Shiraishi Kuranosuke 2. Seishun Gakuen Nanafushigi 3. Kyuushuu Nitsubasa 4. Jirou no Mezame,"['Prequel (OVA) Tennis no Oujisama: Another Story - Kako to Mirai no Message', '']",Tennis no Oujisama: Another Story II - Ano Toki no Bokura,Tennis no Ouji-sama OVA Another Story II: Ano Toki no Bokura,,['Shounen'],,['School'],,,
149,夢喰い－つるみく式ゲーム製作－,,['OVA'],2,Finished Airing,"Jul 29, 2011 to Sep 30, 2011",,,"None found,","None found,",['Suzuki Mirano'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.67,N/A,#6541,"10,766",55,3847,The staff members of a certain hentai producing company get personally involved in their work. Perhaps a little too involved as some some male staffers begin to cross the line between fiction and reality.,[],Yume Kui: Tsurumiku Shiki Game Seisaku,,['Hentai'],,,,,,
150,朝からずっしり・ミルクポット,Thick and Creamy Milk Pot,['OVA'],2,Finished Airing,"Aug 5, 2011 to Jan 27, 2012",,,"['White Bear', 'Mediabank']","None found,",['Studio 9 Maiami'],Visual novel,,,19 min. per ep.,Rx - Hentai,6.07,N/A,#7040,"9,061",46,3684,The life of a futanari girl and the various indecent acts she commits in order to temper her uncontrollable sexual urges. (Source: AniDB),"['Adaptation (Light Novel) Asa kara Zusshiri Milk Pot', '']",Asa kara Zusshiri Milk Pot,,['Hentai'],,,,,,
151,幻想万華鏡 ~The Memories Of Phantasm~,Touhou Fantasy Kaleidoscope: The Memories of Phantasm,['OVA'],18,Finished Airing,"Aug 12, 2011 to May 7, 2023",,,['Manpuku Jinja'],"None found,","None found,",Game,,,16 min. per ep.,PG-13 - Teens 13 or older,7.61,#1550,#7203,"8,590",159,3098,"Marisa, an ordinary magician, suspects a youkai is behind the winterly weather in the middle of spring. She goes off to investigate and soon arrives in the netherworld, facing the youkai behind the strange incident. Will her friend, the shrine maiden Reimu, arrive in time to save the day or will all be lost? (Source: AniDB)",[],Gensou Mangekyou: The Memories of Phantasm,,['Fantasy'],,,,,,
152,魔法少女えれな,Magical Girl Elena,['OVA'],3,Finished Airing,"Jul 8, 2011 to Feb 22, 2013",,,"['Valkyria', 'Anime Antenna Iinkai']","None found,","['Studio Fantasia', 'Rabbit Gate']",Visual novel,"['Supernatural', 'Hentai']",,27 min. per ep.,Rx - Hentai,6.42,N/A,#7361,"8,118",53,3004,"With the help from a mysterious creature, Elena turns herself into a magical girl in order to beat Zoid, a tentacle monster, and save her sister, Emile. Since then, to protect her sister and to keep peace on Earth, Elena fights against ugly creatures as a magical girl; however, what awaits her is a harsh destiny: immoral days of naughty humiliations, and her battle eventually involves her sister and her dead mother. Can Elena exterminate the tentacle monster, or will she be driven crazy, losing all sense of reasoning to the ecstasy? (Source: DLsite, edited)",[],Mahou Shoujo Elena,Mahou Shoujo Erena,,,,,,,
153,豚姫様,Queen Meets Orc,['OVA'],1,Finished Airing,"Aug 26, 2011",,,['Pink Pineapple'],"None found,",['Seven'],Visual novel,"['Fantasy', 'Supernatural', 'Hentai']",,24 min.,Rx - Hentai,5.56,N/A,#7736,"7,164",20,3088,A Queen is turned into being a sex slave for her new King.,[],Buta Himesama,,,,,,,,
154,ヴァンパイア,,['OVA'],2,Finished Airing,"Sep 16, 2011 to Jan 20, 2012",,,"['Digital Works', 'MS Pictures']",['Kitty Media'],['Y.O.U.C'],Original,"['Supernatural', 'Hentai']",,27 min. per ep.,Rx - Hentai,6.56,N/A,#7746,"7,125",26,2657,"Yuuto Akiyama, a butler with ancient powers, begins serving a household of busty vampires! Yuuto must satisfy these women, and figure out the secret of the strange house.",[],Vampire,,,,,['Vampire'],,,
155,箱入少女-Virgin Territory-,,['OVA'],2,Finished Airing,"Sep 30, 2011 to Feb 24, 2012",,,['Mary Jane'],"None found,",['Seven'],Visual novel,,,17 min. per ep.,Rx - Hentai,5.90,N/A,#7798,"6,994",11,2372,"Sakuraya Academy is a high-class girls' school. Its stringent selection process is designed to ensure that they take in only the daughters of the most social elite. Kannari Masayoshi is a 4th-year teacher at Sakuraya. Due to his kind and cool nature, all the students fawn over him. However, this is only his outward nature. He makes use of his popularity to form affairs with many of his students. Now, his sights are set on a new girl, Kirihara Yukino.","['Adaptation (Light Novel) Hakoiri Shoujo: Virgin Territory', '']",Hakoiri Shoujo: Virgin Territory,,['Hentai'],,,,,,
156,メイド姉,Maid for Pleasure,['OVA'],2,Finished Airing,"Aug 19, 2011 to Dec 16, 2011",,,['Digital Works'],['Kitty Media'],['Y.O.U.C'],['Manga'],,,27 min. per ep.,Rx - Hentai,6.14,N/A,#9219,"4,559",7,1680,One day Yuuta comes home to find his childhood friend Akie has returned to his country village. Akie works as a maid in Tokyo and Yuuta begins thinking of her in a whole different light. (Source: ANN),"['Adaptation (Manga) Maid Ane', '']",Maid Ane,Maid-Ane,['Hentai'],,,,,,
157,イノセント～少女メモリア～,,['OVA'],1,Finished Airing,"Jul 5, 2011",,,['Pink Pineapple'],"None found,",['Office No. 8'],['Manga'],,,11 min.,Rx - Hentai,5.94,N/A,#9870,"3,704",3,1419,"Includes two short stories: 1. A girl claims to be the reincarnation of an older man's deceased girlfriend in order to have sex with him. 2. A girl decides to pretend to be asleep until her father comes back. Her brother, thinking she really is asleep, decides to take advantage of the opportunity and repeatedly have sex with her.","['Adaptation (Manga) Innocent: Shoujo Memoria', '']",Innocent: Shoujo Memoria,Innocent: Memories of a Girl,['Hentai'],,,,,,
158,グラール騎士団 Evoked THE Beginning White,Goulart Knights: Evoked the Beginning White,['OVA'],1,Finished Airing,"Sep 26, 2011",,,['Lantis'],"None found,",['Studio Blanc.'],Original,"['Action', 'Drama', 'Fantasy']",,22 min.,PG-13 - Teens 13 or older,5.94,#10207,#10302,"3,217",4,567,Sequel of Goulart Knights: Evoked the Beginning Black.,"['Prequel (OVA) Goulart Knights: Evoked the Beginning Black', 'Adaptation (Manga) Goulart Knights']",Goulart Knights: Evoked the Beginning White,Goulart Kishidan: Evoked the Beginning White,,,,,,,
159,VitaminX Addiction,,['OVA'],3,Finished Airing,"Aug 26, 2011 to Oct 21, 2011",,,"None found,","None found,",['Nomad'],Game,,"['Reverse Harem', 'School']",29 min. per ep.,PG-13 - Teens 13 or older,5.82,#10848,#11166,"2,494",5,256,"The story is set at Seitei Gakuen, an elite private academy that teaches every level from kindergarten until college in Tokyo. A new female teacher named Minami Yuuri is starting her second year of teaching here, and she is now moving up from teaching middle school students to the assignment she had sought after: grammar for high school students. Unfortunately, she gets assigned to class 3-E. The class, called ""Class X,"" is an infamous group of seniors who lack study skills; it is said that all of their previous teachers have retired due to ulcers or neurosis. Minami must try to reach out to these students, including the six leaders of the class ""B6"" (Baka 6), and get them into college. (Source: ANN)",[],VitaminX Addiction,Vitamin X OVA,['Romance'],,,,,,
160,Peeping Life（ピーピング・ライフ）‐The Perfect Extension‐,,['OVA'],10,Finished Airing,"Sep 23, 2011",,,['CoMix Wave Films'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,5 min. per ep.,G - All Ages,5.65,#11594,#15456,712,0,175,"Another iteration in the Peeping Life franchise, The Perfect Extension features 10 new animated versions of improvised comedy sketches.","['Prequel (OVA) Peeping Life: The Perfect Evolution', 'Sequel (OVA) Peeping Life 5.0ch']",Peeping Life: The Perfect Extension,,,,,,,,
161,世界名作劇場・完結版 こんにちは アン ～Before Green Gables,,['OVA'],2,Finished Airing,"Jul 22, 2011",,,"None found,","None found,",['Nippon Animation'],Novel,,,45 min. per ep.,G - All Ages,[],#19546,#20861,238,0,,A summary of the Konnichiwa Anne: Before Green Gables TV series released as an OVA in July 2011 that was later aired as a TV Special in August 2011.,[],Konnichiwa Anne: Before Green Gables Specials,Sekai Meisaku Gekijou Kanketsu Ban: Konnichiwa Anne: Before Green Gables,['Drama'],,,['Historical'],,,
162,世界名作劇場・完結版 ポルフィの長い旅,,['OVA'],2,Finished Airing,"Jul 22, 2011",,,"None found,","None found,",['Nippon Animation'],Novel,,,45 min. per ep.,G - All Ages,[],#21136,#22998,137,0,,A summary of the Porphy no Nagai Tabi TV series released as an OVA in July 2011. It is the only Kanketsu Ban to have never aired on TV.,[],Porphy no Nagai Tabi Specials,Sekai Meisaku Gekijou Kanketsu Ban: Porphy no Nagai Tabi,['Drama'],,,['Historical'],,,
163,デコちあ☆Ｗｉｎ！,,['OVA'],1,Finished Airing,"Jul 15, 2011",,,"None found,","None found,","None found,",['Manga'],,,4 min.,PG - Children,[],#17593,#23292,128,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Decocheers☆Win!,,,['Kids'],,,,,
164,蛍火の杜へ,Into the Forest of Fireflies' Light,['Movie'],1,Finished Airing,"Sep 17, 2011",,,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha', 'DAX Production']","None found,","[""Brain's Base""]",['Manga'],"['Award Winning', 'Drama', 'Romance', 'Supernatural']",,45 min.,G - All Ages,8.27,#318,#231,"848,540","10,450",472830,"During a summer vacation at her grandfather’s house, six-year-old Hotaru Takegawa gets lost in a forest rumored to be inhabited by spirits. While crying out in desperation, Hotaru is approached by Gin—a mysterious boy wearing a mask—who offers to help her. Overjoyed at the sight of another person, Hotaru runs to Gin with open arms only to be rudely fended off. However, she quickly learns the grave reason behind his behavior: a dreadful curse has been cast upon Gin. Should he ever be touched by a human being, he will disappear forever. Though Gin urges her to never return, Hotaru does the exact opposite, and before too long, the two become close friends despite his delicate situation. Nonetheless, as years pass and their mutual feelings grow stronger, Hotaru and Gin start struggling with the boundaries that destiny has set between them. [Written by MAL Rewrite]","['Adaptation (Manga) Hotarubi no Mori e', '']",Hotarubi no Mori e,The Light of a Firefly Forest,,['Shoujo'],,,,,
165,劇場版NARUTO-ナルト- ブラッド・プリズン,Naruto Shippuden the Movie 5: Blood Prison,['Movie'],1,Finished Airing,"Jul 30, 2011",,,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,1 hr. 42 min.,PG-13 - Teens 13 or older,7.46,#2129,#993,"262,750",244,151587,"During their discussion of a sensitive investigation A, the Fourth Raikage, and his subordinates are ambushed by a cloaked intruder. As the Kumogakure leader repels the assault, he is shocked to discover that the culprit is Naruto Uzumaki! However, the assassination attempt is not the only crime attributed to the young ninja, who vigorously denies the accusations. To avoid a diplomatic conflict, Tsunade forcibly sends him to Kusagakure's Houzuki Castle—a maximum-security penitentiary dedicated to ninja criminals—until the situation is resolved. Despite his powers being immediately suppressed by Mui, the prison's warden who possesses the ability to seal chakra, Naruto recklessly engages in futile escape attempts. But with the help of two fellow inmates, he realizes that there is more to this legendary detention facility than meets the eye. Uncovering a terrible secret, the trio embarks on a dangerous operation that may be Naruto's only chance to break free and prove his innocence. [Written by MAL Rewrite]","['Adaptation (Light Novel) Naruto: Blood Prison', '']",Naruto: Shippuuden Movie 5 - Blood Prison,"Naruto Movie 8, Gekijouban Naruto: Blood Prison",,['Shounen'],,,Naruto Film 5: Blood Prison,Naruto Film 5: Blood Prison,
166,コクリコ坂から,From Up on Poppy Hill,['Movie'],1,Finished Airing,"Jul 16, 2011",,,['Nippon Television Network'],['GKIDS'],['Studio Ghibli'],['Manga'],"['Award Winning', 'Romance']","['Historical', 'School']",1 hr. 35 min.,G - All Ages,7.78,#1095,#1199,"216,383","1,252",127392,"Atop a hill overlooking a seaside port sits a boarding house named Coquelicot Manor. Since the building is run by her family, Umi Matsuzaki carries out many of the duties involved in managing the small establishment, such as preparing meals for her fellow boarders. When she isn't at home, she is a student at the local high school—one that is currently dealing with a small crisis. In anticipation of the upcoming Olympic Games, a beloved old clubhouse is set to be demolished to make way for a modern building. As a result, a large part of the student body has banded together, working tirelessly to prevent this from happening. Umi finds herself helping the newspaper club to spread information about this cause where she befriends Shun Kazama, whom she gradually begins to fall in love with. But Shun is an orphan who doesn't know much about his origins, and when the two begin searching for clues to the boy's past, they discover that they may have a lot more in common than either of them could have thought. [Writtten by MAL Rewrite]","['Adaptation (Manga) Coquelicot-zaka kara', '']",Coquelicot-zaka kara,"Coquelicot-zaka kara, Kokuriko-saka kara, Kokuriko-zaka kara, Coquelicot Saka kara, Kokurikozaka kara",,['Shoujo'],La Colina de las Amapolas,,From Up on Poppy Hill,From Up on Poppy Hill,
167,劇場版 鋼の錬金術師 嘆きの丘(ミロス)の聖なる星,Fullmetal Alchemist: The Sacred Star of Milos,['Movie'],1,Finished Airing,"Jul 2, 2011",,,"['Aniplex', 'Dentsu', 'Square Enix', 'Shochiku', 'Mainichi Broadcasting System', 'TBS']",['Funimation'],['Bones'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",,1 hr. 50 min.,R - 17+ (violence & profanity),7.26,#3032,#1333,"191,810",151,99787,"Chasing a runaway alchemist with strange powers, brothers Edward and Alphonse Elric stumble into the squalid valley of the Milos. The Milosians are an oppressed group that seek to reclaim their holy land from Creta: a militaristic country that forcefully annexed their nation. In the eye of the political storm is a girl named Julia Crichton, who emphatically wishes for the Milos to regain their strength and return to being a nation of peace. Befriending the girl, Edward and Alphonse find themselves in the midst of a rising resistance that involves the use of the very object they have been seeking all along—the Philosopher's Stone. However, their past experiences with the stone cause them reservation, and the brothers are unwilling to help. But as they discover the secrets behind Creta's intentions and questionable history, the brothers are drawn into the battle between the rebellious Milos, who desire their liberty, and the Cretan military, who seek absolute power. [Written by MAL Rewrite]",[],Fullmetal Alchemist: The Sacred Star of Milos,"Fullmetal Alchemist: Milos no Seinaru Hoshi, Fullmetal Alchemist Movie 2, Hagane no Renkinjutsushi Movie 2, FMA Movie 2",,['Shounen'],Fullmetal Alchemist: La Estrella Sagrada de Milos,['Military'],Fullmetal Alchemist: The sacred Star of Milos,Fullmetal Alchemist: L'Étoile Sacrée de Milos,
