,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Theme,Demographic,Genre,Themes,Demographics
166,"Draco Monster 3, Drago Monster 3",魔晶猎人 第三季,Armored Adventure 3rd Season,['ONA'],29,Finished Airing,"Jul 14, 2016 to Jan 26, 2017",,,"None found,","None found,",['Taikong Works'],Original,"['Adventure', 'Fantasy']",13 min. per ep.,PG-13 - Teens 13 or older,[],#20337,#19428,318,0,,The series takes place on a fantastical world where crystals can provide great strength. Their value has led to to the rise of a unique profession: crystal hunting.,"['Prequel (ONA) Mo Jing Lieren 2nd Season', 'Sequel (ONA) Mo Jing Lieren 4th Season']",Mo Jing Lieren 3rd Season,,,,,,,,
167,,スーサイド・スクワッド×鷹の爪,Suicide Squad x Eagle Talon,['ONA'],3,Finished Airing,"Sep 9, 2016",,,"None found,","None found,",['DLE'],Other,"['Comedy', 'Sports']",1 min. per ep.,PG-13 - Teens 13 or older,5.27,#12749,#19305,325,0,114,"With a few players short on their baseball team, Principal Amanda Waller knows just who to call in as replacements: the Suicide Squad! (Source: Anime-Planet)",[],Suicide Squad x Taka no Tsume,,,,,,,"['Parody', 'Super Power', 'Team Sports']",
168,Future People Go Home,未来人ゴーホーム,,['ONA'],8,Finished Airing,"Sep 1, 2016 to Nov 10, 2018",,,"None found,","None found,","None found,",Original,,3 min. per ep.,G - All Ages,[],#20316,#19870,292,0,,"A person from the future visits a girl on her 16th birthday and asks for her hand in marriage because in the future, the female population has decreased to minimal numbers.",[],Miraijin Go Home,,,,,,['Sci-Fi'],,
169,"Hami Coro, HamiCoro",はみだしコロコロ,,['ONA'],6,Finished Airing,"Jul 14, 2016 to Dec 15, 2016",,,"None found,","None found,","None found,",Original,,5 min. per ep.,R+ - Mild Nudity,[],#18387,#20786,241,0,,Studio DLE and CoroCoro Comic have teamed up to create a series of absurd comedy shorts whose characters are based on reader questionnaires.,[],Hamidashi CoroCoro,,,,['Parody'],,['Comedy'],,
170,,智趣羊学堂之动植物篇,Pleasant Goat Fun Class: Animals & Plants,['ONA'],26,Finished Airing,"Jul 13, 2016 to Jul 18, 2016",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Comedy']",6 min. per ep.,PG - Children,[],#16302,#21639,193,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Zhiqu Yang Xuetang: Yundong Pian', '']",Zhiqu Yang Xuetang: Dong Zhi Wu Pian Pian,,,,,['Kids'],,,
171,,智趣羊学堂之运动篇,,['ONA'],26,Finished Airing,"Aug 23, 2016 to Aug 27, 2016",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy']",6 min. per ep.,PG - Children,[],#16306,#21778,185,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Zhiqu Yang Xuetang: Dong Zhi Wu Pian Pian', 'Sequel (ONA) Zhiqu Yang Xuetang: Diqiu Jianianhua']",Zhiqu Yang Xuetang: Yundong Pian,,,,,['Kids'],,,
172,,废柴狐阿桔,,['ONA'],12,Finished Airing,"Aug 30, 2016 to Apr 20, 2017",,,"None found,","None found,","None found,",['Manga'],"['Comedy', 'Fantasy']",3 min. per ep.,G - All Ages,[],#17921,#22728,145,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fei Chai Hu A Ju,,,,['Anthropomorphic'],,,,
173,,人鱼入侵,,['ONA'],1,Finished Airing,"Sep 29, 2016",,,"None found,","None found,","None found,",Unknown,"['Horror', 'Supernatural']",7 min.,R - 17+ (violence & profanity),[],#18877,#22675,147,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Renyu Ruqin,,,,,,,,
174,,梦幻西游之雷怒危机,,['ONA'],13,Finished Airing,"Aug 12, 2016 to Sep 23, 2016",,,['BlueArc Animation Studios'],"None found,","None found,",Game,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,[],#17703,#22951,138,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Menghuan Xiyou 2', 'Sequel (ONA) Menghuan Xiyou: Tianming Zhi Zhan']",Menghuan Xiyou: Lei Nu Weiji,,,,,,,,
175,,梦幻西游之天命之战,,['ONA'],13,Finished Airing,"Sep 23, 2016 to ?",,,['BlueArc Animation Studios'],"None found,","None found,",Game,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,PG-13 - Teens 13 or older,[],#17704,#23332,126,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Menghuan Xiyou: Lei Nu Weiji', '']",Menghuan Xiyou: Tianming Zhi Zhan,,,,,,,,
176,,那年那兔那些事儿 番外篇,,['ONA'],5,Finished Airing,"Aug 17, 2016 to Sep 18, 2016",,,"None found,","None found,","None found,",Other,,9 min. per ep.,PG-13 - Teens 13 or older,[],#18044,#23336,126,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Na Nian Na Tu Naxie Shi Er 2nd Season', 'Sequel (ONA) Na Nian Na Tu Naxie Shi Er 3rd Season']",Na Nian Na Tu Naxie Shi Er: Fanwai Pian,,,,,,['Comedy'],"['Anthropomorphic', 'Military']",
177,,泡芙小姐 第七季,Miss Puff Season 7,['ONA'],12,Finished Airing,"Aug 3, 2016 to Oct 19, 2016",,,"None found,","None found,",['Hutoon Animation'],Original,,9 min. per ep.,PG-13 - Teens 13 or older,[],#18492,#24146,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Pao Fu Xiaojie: Gan Ai Ji', '']",Pao Fu Xiaojie 7th Season,,,,['Adult Cast'],,['Slice of Life'],,
178,,茶啊二中 第3季,,['ONA'],10,Finished Airing,"Aug 29, 2016 to Oct 31, 2016",,,"None found,","None found,","None found,",Original,,14 min. per ep.,G - All Ages,[],#19787,#24199,107,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Cha A Er Zhong 2nd Season', 'Sequel (ONA) Cha A Er Zhong 4th Season']",Cha A Er Zhong 3rd Season,,,,['School'],['Kids'],['Comedy'],,
179,,狂丸战记,,['ONA'],8,Finished Airing,"Jul 14, 2016 to Sep 1, 2016",,,"None found,","None found,","None found,",Original,,3 min. per ep.,PG-13 - Teens 13 or older,[],#19637,#24464,102,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kuang Wan Zhan Ji,,,,,,['Comedy'],"['Parody', 'Video Game']",
180,,我的冒险世界,My Mad Xian World,['ONA'],17,Finished Airing,"Jul 1, 2016 to ?",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy']",6 min. per ep.,G - All Ages,[],#15297,#25213,92,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Wo de Maoxian Shijie 2nd Season', '']",Wo de Maoxian Shijie,,,,,,,,
181,,이대로 괜찮은 걸까?,,['ONA'],3,Finished Airing,"Jul 22, 2016 to Dec 15, 2016",,,"None found,","None found,","None found,",Original,,13 min. per ep.,G - All Ages,[],#21465,#25178,92,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Idaelo Gwaenchanh-eun Geolkka?,,,,['Gag Humor'],,['Comedy'],,
182,,米诺的中二青春,,['ONA'],9,Finished Airing,"Sep 30, 2016 to Nov 25, 2016",,,"None found,","None found,","None found,",Original,,2 min. per ep.,PG - Children,[],#17738,#25520,87,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mi Nuo de Zhong Er Qingchun,,,,,['Kids'],['Comedy'],,
183,All About Zodiacs,大星作,,['ONA'],12,Finished Airing,"Aug 18, 2016 to ?",,,"None found,","None found,","None found,",Original,,2 min. per ep.,G - All Ages,[],#20122,#25754,84,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Da Xing Zuo,,,,,,['Comedy'],,
184,,Q淘小咖秀,Qtee & TJ,['ONA'],26,Finished Airing,"Aug 1, 2016 to ?",,,"None found,","None found,","None found,",Original,,2 min. per ep.,PG - Children,[],#18704,#25729,84,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Q Tao Xiao Ka Xiu,,,,,['Kids'],,,
185,,欢乐大联盟,Fun Alliance,['ONA'],180,Finished Airing,"Jul 1, 2016 to ?",,,"None found,","None found,","None found,",Original,,5 min. per ep.,PG - Children,[],#18714,#26209,78,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Huan Yue Da Lianmeng,,,,,['Kids'],['Fantasy'],,
186,Huangjin Wu Specials,黄金屋 番外,,['ONA'],6,Finished Airing,"Sep 20, 2016 to Jul 25, 2018",,,"None found,","None found,","None found,",Original,,1 min. per ep.,PG-13 - Teens 13 or older,[],#21364,#26510,75,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Huangjin Wu Fanwai,,,,,,['Comedy'],,
187,"The Magician's Bride, Mahoyome",魔法使いの嫁 星待つひと,The Ancient Magus' Bride: Those Awaiting a Star,['OVA'],3,Finished Airing,"Sep 10, 2016 to Sep 9, 2017",,,"['Production I.G', 'flying DOG']",['Crunchyroll'],['Wit Studio'],['Manga'],"['Drama', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,8.10,#525,#894,"290,756",754,130600,Angelica sends Chise some magic supplies including a present. The present turns out to be a book Chise read in her childhood. Elias asks Chise to tell him the story behind the book. Chise tells him about Miura-san and the mysterious library she found in the forest as a child. [Written by MAL Rewrite],"['Adaptation (Manga) Mahoutsukai no Yome', '']",Mahoutsukai no Yome: Hoshi Matsu Hito,The Ancient Magus' Bride: Those Awaiting a Star,The Ancient Magus' Bride: Those Awaiting a Star,The Ancient Magus' Bride: Those Awaiting a Star,['Urban Fantasy'],['Shounen'],,,
188,,神様はじめました～過去編～,,['OVA'],4,Finished Airing,"Aug 20, 2015 to Aug 19, 2016",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Comedy', 'Romance', 'Supernatural']",30 min. per ep.,PG-13 - Teens 13 or older,8.40,#198,#1439,"175,268","1,070",86658,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment. Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought. [Written by MAL Rewrite]","['Prequel (TV) Kamisama Hajimemashita◎', 'Sequel (OVA) Kamisama Hajimemashita: Kamisama, Shiawase ni Naru', 'Adaptation (Manga) Kamisama Hajimemashita', '']",Kamisama Hajimemashita: Kako-hen,,,,,['Shoujo'],,"['Mythology', 'Time Travel']",
189,"Yona: The girl standing in the blush of dawn, Akatsuki no Yona: Sono Se ni wa, Akatsuki no Yona: Zeno-hen",暁のヨナ,Yona of the Dawn OVA,['OVA'],3,Finished Airing,"Sep 18, 2015 to Dec 20, 2016",,,"['Hakusensha', 'Age Global Networks']","None found,",['Pierrot'],['Manga'],"['Adventure', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,8.10,#519,#1726,"140,300",406,73070,"At a remote hot springs lodge, Yona and the team rest. The boys are taking a bath with the exception of Ki-ja, who looks troubled. Jae-ha takes this chance to tease him, unwittingly finding a mark linked to the previous White Dragon—whom coincidentally is also Ki-ja's father—prompting Ki-ja to recall their complicated relationship. In another time and place, Son Hak and the dragons banter as they hold a drinking contest. As they start to doze off one-by-one, Zeno dreams of his past, where his abilities and experiences, both as a person and as the Yellow Dragon, are revealed. [Written by MAL Rewrite]","['Prequel (TV) Akatsuki no Yona', 'Adaptation (Manga) Akatsuki no Yona']",Akatsuki no Yona OVA,,,,,['Shoujo'],,,
190,"Shokugeki no Souma: Jump Festa 2015 Special, Food Wars! Shokugeki no Soma OVA",食戟のソーマ,Food Wars! OVA,['OVA'],2,Finished Airing,"May 2, 2016 to Jul 4, 2016",,,"['Dentsu', 'Mainichi Broadcasting System', 'Magic Capsule', 'Warner Bros. Japan', 'Showgate', 'Shueisha']","None found,",['J.C.Staff'],['Manga'],"['Gourmet', 'Ecchi']",25 min. per ep.,PG-13 - Teens 13 or older,7.32,#2751,#1874,"126,948",80,63650,"Takumi no Shitamachi Kassen Following the end of the exhausting training camp, brothers Takumi and Isami Aldini spend their holiday sightseeing Tokyo Tower and its surroundings. While learning about the local culture and tasting various dishes, the two encounter Megumi Tadokoro, Ryouko Sakaki, and Yuuki Yoshino, who all happened to be touring the area as well. The group decides to have lunch together at a traditional Japanese restaurant—where an unexpected food duel is set to take place. Natsuyasumi no Erina Tootsuki students are hard at work experimenting with dishes for the Autumn Elections during the summer break; but for Erina Nakiri, her preparations for the event are already complete. Just as she dwells on what to do with her free time, she receives an invitation to the public pool from her cousin Alice. Despite her initial hesitation, Erina takes the opportunity to broaden her horizons and explore what this seemingly ordinary summer activity has to offer. Meanwhile, the members of the Polar Star Dormitory kick off a small party at a nearby lake to cool off and enjoy themselves before the Autumn Elections. [Written by MAL Rewrite]",[],Shokugeki no Souma OVA,,,,['School'],['Shounen'],,,
191,Gintama° OVA,銀魂　愛染香篇,Gintama: Love Incense Arc,['OVA'],2,Finished Airing,"Aug 4, 2016 to Nov 4, 2016",,,"['TV Tokyo', 'Dentsu']","None found,",['Bandai Namco Pictures'],['Manga'],,25 min. per ep.,PG-13 - Teens 13 or older,8.38,#214,#2388,"88,829",141,47054,"The red-light district, Yoshiwara, is suddenly taken over by ""Aizen Kou,"" an incense that has the ability to make anyone fall in love with the first person they see. Having been outlawed for its strong potency, the love drug was thought to have disappeared from the red-light district for good; however, it seems to have found its way back inside Yoshiwara's walls and now has the entire district under its influence. Of those affected is the cold-hearted Hyakka captain, Tsukuyo, and the first person she sees after inhaling the smoke is none other than the brazen Yorozuya leader, Gintoki Sakata. Unbeknownst to everyone else though, she was already attracted to Gintoki. With those hidden feelings now intensified, Tsukuyo must overcome her afflictions and work with the Yorozuya to return everyone back to normal. [Written by MAL Rewrite]","['Adaptation (Manga) Gintama', '']",Gintama°: Aizome Kaori-hen,,,,,['Shounen'],['Comedy'],"['Gag Humor', 'Parody']",
