,Synonyms,Japanese,English,German,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Spanish,Demographics
144,"Yamakoshi-mura no Mari to Sanbiki no Koinu, Yamakoshi Mura no Mari to San-biki no Koinu",山古志村のマリと三匹の子犬,,,,['OVA'],1,Finished Airing,"Apr 26, 2006",,,"None found,","None found,","None found,",Picture book,,,['Kids'],45 min.,G - All Ages,5.79,#11011,#16323,582,1,180,"Based on a picture book written about the 2004 earthquake in Chuuetsu, Niigata prefecture. Mari's three puppies were just born, when the earthquake in Yamakoshimura started. Now their home is in ruins, and their owner, an old man is trapped under the debris. Mari somehow manages to break her chain, and encourages the old man, until help arrives. In the end, someone saves the old man, but he can't take in the dogs, so they remain in the now abandoned village. Can Mari and the puppies live on like this? (Source: AniDB)",[],Yamakoshi Mura no Mari to Sanbiki no Koinu,['Drama'],,,
145,New Hal and Bons,ＮＥＷ ハル＆ボンス,,,,['OVA'],9,Finished Airing,"May 27, 2006",,,['Grasshoppa!'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,,6 min. per ep.,PG-13 - Teens 13 or older,5.19,#12945,#17199,486,0,162,A continuation of Hal and Bons.,"['Prequel (OVA) Hal & Bons', '']",New Hal & Bons,,,,
146,"Asobou yo, Daijoubu Kashira, Tomodachi ga Kimashita",えものはどこだ,,,,['OVA'],4,Finished Airing,"May 26, 2006",,,['Trinet Entertainment'],"None found,","None found,",Picture book,,,['Kids'],7 min. per ep.,G - All Ages,[],#17887,#23082,135,0,,Episode 1 - Asobou yo Episode 2 - Daijoubu Kashira Episode 3 - Emono wa Dokoda Episode 4 - Tomodachi ga Kimashita (Source: Official Site),[],Emono wa Doko da,,,,
147,"Ton Ton Ton To, Ittadeshou, Tomodachi ga Imashita",みんなが おしえてくれました,,,,['OVA'],4,Finished Airing,"Apr 28, 2006",,,['Trinet Entertainment'],"None found,","None found,",Picture book,"['Adventure', 'Fantasy']",,['Kids'],6 min. per ep.,G - All Ages,[],#20304,#23477,124,0,,"Includes four shorts. Episode 1 - Ton Ton Ton To: One day, Pig is waiting for the bus. I've been waiting for a long time, but the bus doesn't come. Then, Buta-kun went up to the rooftop of the building over there along the electric wire with ""Tontonton"", and was caught in a balloon and went to the sky. It was a fantasy world that Pig envisioned. Episode 2 - Minna ga Oshiete Kuremashita: There are many things that children do not know in the world, and adults teach us various things. A walk, a nap, in the soil or at night. Children learn a lot. But who can tell us what adults don't tell us? Episode 3 - Ittadeshou: Parents and children of horses walking on the road. Whenever she discovers something dangerous, the horse's mom pays attention to her girl horse. She doesn't listen to the foal, though. If you pay attention to ""I will stumble"", the foal will fall, ""I stumbled!"". She screams that her mother said, ""You're right."" Episode 4 - Tomodachi ga Imashita: When the butterfly is flying, you will meet various friends such as flowers, cows, tomatoes, scarecrows and bees. Every time, the butterfly greets ""Hello!"". The butterfly flies fluffy while greeting each other cheerfully. Who will you meet next? (Source: U-NEXT)",[],Minna ga Oshiete Kuremashita,,,,
148,Detective Conan Movie 10: Requiem of the Detectives,名探偵コナン　探偵たちの鎮魂歌[レクイエム],Detective Conan Movie 10: The Private Eyes' Requiem,Detektiv Conan Film 10: Das Requiem der Detektive,Detective Conan Film 10: Le Requiem des Détectives,['Movie'],1,Finished Airing,"Apr 15, 2006",,,['Shogakukan Productions'],"None found,",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,['Shounen'],1 hr. 51 min.,PG-13 - Teens 13 or older,8.03,#631,#3053,"58,615",54,33874,"After receiving a strange invitation, Kogorou Mouri pays a visit to the Miracle Land theme park along with his daughter Ran, Conan Edogawa, and the Detective Boys. Once there, Kogorou and Conan are tasked with finishing an unsolved case by a mysterious stranger. Realizing that the invitations were actually an elaborate trap, the two have just 12 hours to solve the case or face grave danger. With the help of familiar faces like Heiji Hattori, Kaitou Kid, and even Saguru Hakuba, the group of detectives must unravel the web of clues surrounding the case in order to find the culprit and bring them to justice before it's too late. [Written by MAL Rewrite]",[],Meitantei Conan Movie 10: Tantei-tachi no Requiem,,['Detective'],,
149,Aachi & Ssipak,아치와 씨팍,Aachi and Ssipak,Aachi and Ssipak,Aachi & Ssipak,['Movie'],1,Finished Airing,"Jun 28, 2006",,,"None found,",['Flatiron Film Company'],"None found,",Original,"['Action', 'Comedy']",,,1 hr. 27 min.,R+ - Mild Nudity,6.54,#6801,#6539,"10,812",32,5012,"After the world ran out of all traditional energy sources, only one remained—human excrement. To encourage citizens to produce as much waste as possible, the government implants a chip in the anus at birth, which provides citizens with ""juicybars"" every time it detects defecation. Juicybars are highly addictive narcotics that sometimes transform their users into mutant blue dwarfs with extreme constipation. These mutant addicts make up the ""Diaper Gang,"" those who live underground and are focused on trying to obtain juicybars. Aachi and Ssipak are two small-time crooks who steal and sell juicybars to make it on the streets. When they meet a beautiful woman who has the anal chips of every Diaper Gang member implanted in her, producing dozens of juicybars with every dump, Aachi and Ssipak strike it rich. However, with both the government and the Diaper Gang on their tails, the two struggle to protect their newfound riches. [Written by MAL Rewrite]",[],Aachi wa Ssipak,,,,
150,Pokemon 4D: Pikachu no Kaiyou Adventure,ポケモン3Dアドベンチャー2 ピカチュウの海底大冒険,Pokémon 4D: Pikachu's Ocean Adventure,,,['Movie'],1,Finished Airing,"May 20, 2006",,,"None found,",['The Pokemon Company International'],['OLM'],Game,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],14 min.,PG - Children,6.85,#5078,#6605,"10,569",11,4263,"When Pikachu and friends decide to stop by a tropical island for some rest and relaxation, they got more than they had bargained for after Chatot discovers a Treasure Map! They follow the map to Wailord’s Tear, a mysterious place located in a sunken pirate ship. Will Pikachu and friends find the treasure? What mysteries and dangers are in store? Will our pals return safely? Find out in Pikachu’s Ocean Adventure! (Source: Bulbapedia)","['Prequel (Movie) Pokemon 3D Adventure: Mew wo Sagase!', '']",Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,,,,
151,"Eiga Crayon Shin-chan: Densetsu wo Yobu Odore! Amigo!, Crayon Shin-chan: The Legend Called: Dance! Amigo!",映画 クレヨンしんちゃん　伝説を呼ぶ　踊れ！アミーゴ！,,,,['Movie'],1,Finished Airing,"Apr 15, 2006",,,['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],1 hr. 30 min.,G - All Ages,6.80,#5328,#8603,"5,547",7,2916,"An action comedy film based on the ""duplicating humans' invasion"" setting derived from Jack Finney's Sci-Fi novel ""The Body Snatchers"", combining Sci-Fi horror-like story and dance (samba). An authority on biotechnology and a developer of ""konjaclone"" technology, Amigo Suzuki carries out ""Transformation Plans for Samba World"", in which he makes human clones using konjac as a material and makes them dance a samba. In Kasukabe city, people switch places with false ones who look just like the real persons. The Nohara family and the members of Kasukabe Defense Forces try to escape from Kasukabe with the help of a mystery beautiful girl Jacqueline Feeney (Jackie). (Source: Manabu Tsuribe)","['Prequel (Movie) Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3-pun Dai Shingeki', 'Sequel (Movie) Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!']",Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,,['School'],Shin Chan Película 14: A Ritmo de Samba,
152,,はなれ砦のヨナ,Yonna in the Solitary Fortress,Yonna in the Solitary Fortress,Yonna in the Solitary Fortress,['Movie'],1,Finished Airing,"Apr 8, 2006",,,"['Studio 4°C', 'Capcom']","None found,",['CoMix Wave Films'],Original,"['Adventure', 'Fantasy']",,,33 min.,PG - Children,4.95,#13267,#10684,"2,891",3,1300,"Yonna and Stan, brother and sister, live in isolation because of their special powers. There are enigmatic people who plot to use their power, in conflict with the king`s government, which is also planning to draw them onto their side. Intrigue surrounds Yonna, and now a new agent comes to see her. (Source: AniDB)",[],Hanare Toride no Yonna,,,Yonna in the Solitary Fortress,
153,The Celestial Railroad,銀河鉄道の夜 -Fantasy Railroad in the Stars-,,,,['Movie'],1,Finished Airing,"Jun 17, 2006",,,['KAGAYA Studio'],"None found,","None found,",Novel,"['Avant Garde', 'Drama', 'Fantasy', 'Mystery']",,,48 min.,G - All Ages,6.30,#8249,#11370,"2,353",4,568,"The Celestial Railroad is a fantastic journey of a boy, Giovanni, in a dreamscape created into a colorful full-dome CG animation picture with inspiring background music. Based on a story written in the early 20th century, KAGAYA, a digital fine artist, has breathed new life into the unique imaginary world using creativity and precise astronomical knowledge. The starry sky is depicted as the Celestial Field made up of a river, a field of silver grasses, flowers, birds, survey towers, railway signals and more. Across this amazing beautiful scenery, the Celestial Railroad runs along the Milky Way.","['Adaptation (Manga) Ginga Tetsudou no Yoru', 'Adaptation (Manga) Ginga Tetsudou no Yoru']",Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,,,,
154,,立喰師列伝,Tachigui: The Amazing Lives of the Fast Food Grifters,,Tachiguishi,['Movie'],1,Finished Airing,"Apr 8, 2006",,,['Fonishia'],['Discotek Media'],['Production I.G'],Original,"['Comedy', 'Gourmet']",,,1 hr. 44 min.,PG-13 - Teens 13 or older,5.32,#12632,#12834,"1,485",3,347,"Immediately following the end of the World War II, Tokyo was trying to emerge from the rubble. In a corner of the black market stood a flimsy soba (buckwheat noodle) eatery. It was a delicate time just before the closing. A man appeared at the threshold. ""One moongaze (raw egg). With soba."" This was none other than the legendary Fast Food Grifter known as Moongaze Ginji. His relentless scam quietly initiates. The time changes. In the midst of the first anti Japan-US Security Treaty movement (1960), the streets rumored about Foxy Croquette O-Gin, a beautiful lady Fast Food Grifter, who disappeared all of a sudden. Wandering the alleys in the years of the economic miracle was Crying Inumaru, the loser. Then came Cold Badger Masa, whose scandalous death made people aware of the presence of Fast Food Grifters within the Japanese society. Beefbowl Ushigoro put an end to a major gyudon (beef and rice bowl) restaurant chain. And it is not possible not to mention Hamburger Tetsu, who shocked the entire fast food industry. Fast Food Grifters are the phantoms that rise and fall with the shifting diet-styles. They are the dissenting heroes who carved their names on the dark side of dietary culture with their glare. Now their legend revives, strong as ever... (Source: Production I.G.)",[],Tachiguishi Retsuden,,,,
155,,雨石,,,,['Movie'],1,Finished Airing,"Apr 29, 2006",,,"None found,","None found,","None found,",Original,"['Adventure', 'Drama', 'Romance']",,,1 hr. 15 min.,PG-13 - Teens 13 or older,[],#16149,#22272,166,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yu Shi,,,,
156,Ma Lanhua (2006),马兰花,Malan Flower,,,['Movie'],1,Finished Airing,"Jun 1, 2006",,,"None found,","None found,","None found,",Other,,,['Kids'],48 min.,G - All Ages,[],#19921,#23722,118,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ma Lan Hua,['Fantasy'],,,
157,"The Commanding Officer's Rather Quiet Day, Full Metal Panic! The Second Raid Special, Full Metal Panic! The Second Raid OVA",わりとヒマな戦隊長の一日,Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain,,,['Special'],1,Finished Airing,"May 26, 2006",,,"['Kadokawa Shoten', 'Happinet Pictures']","['Funimation', 'Kadokawa Pictures USA']",['Kyoto Animation'],['Manga'],,,,30 min.,PG-13 - Teens 13 or older,7.64,#1455,#2727,"72,353",99,41261,"On her day off, Tessa wakes up in her commander chair. After regaining her composure, she notices that her favorite stuffed animal is missing and thus tries to remember what actually transpired the night before. To do so, she will spend time with all the main characters of the Danaan crew, and eventually recalls the events of the previous night. [Written by MAL Rewrite]","['Adaptation (Manga) Full Metal Panic! Sigma', '']",Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,['Comedy'],,,
158,"Rec Special, Rec Episode 7.5, Rec: The Unforgiven",レック 許されざる者,,,,['TV Special'],1,Finished Airing,"Jun 30, 2006",,,"None found,","None found,",['Shaft'],['Manga'],"['Comedy', 'Romance']","['Adult Cast', 'Showbiz']",['Seinen'],13 min.,PG-13 - Teens 13 or older,7.09,#3948,#4699,"24,817",4,15518,"While going out to eat with his roommate Aka Onda, Fumihiko Matsumaru encounters Tanaka, a woman from his company's accounting department who had previously stood him up on a date. Dumped by her boyfriend just minutes before, Tanaka forces Fumihiko to drink with her, spurring Aka's jealousy. After Fumihiko escorts a drunk Tanaka home, he ends up tending to her the entire night, leading Aka to become suspicious. How will Fumihiko clear up the misunderstanding? [Written by MAL Rewrite]","['Adaptation (Manga) ●Rec', '']",Rec: Yurusarezarumono,,,,
159,Loveless: Ohayou Loveless-kun,LOVELESS おはよう ラブレスくーん,,,,['Special'],6,Finished Airing,"Nov 1, 2005 to Apr 27, 2006",,,"None found,","None found,",['J.C.Staff'],['Manga'],"['Boys Love', 'Comedy', 'Supernatural']",,['Josei'],2 min. per ep.,PG-13 - Teens 13 or older,6.45,#7395,#5203,"19,490",30,7983,A 6-episode special featuring in-character commentary of the series.,[],Loveless Specials,,,,
160,"Nana Episode 11.5, Episode 21.5, and Episode 36.5, Nana Specials",ナナ Specials,,,,['TV Special'],3,Finished Airing,"Jun 21, 2006 to Jan 10, 2007",,,"['VAP', 'Nippon Television Network']","['VIZ Media', 'Sentai Filmworks']",['Madhouse'],['Manga'],"['Comedy', 'Drama', 'Romance']","['Adult Cast', 'Music']",['Shoujo'],22 min. per ep.,R - 17+ (violence & profanity),6.97,#4501,#5256,"18,917",19,9115,Nana Episode 11.5: Junko's Room Nana Episode 21.5: Junko's Room 2 Nana Episode 36.5: Junko's Room 3,[],Nana Recaps,,,,
161,"Rozen Maiden: Detective Kun-Kun, Rozen Maiden: S1 Detective Kunkun - Duell Walzer",名探偵くんくん,,,,['Special'],1,Finished Airing,"Apr 27, 2006",,,['Mellow Head'],"None found,",['Nomad'],['Manga'],"['Comedy', 'Mystery']",,,7 min.,PG-13 - Teens 13 or older,6.46,#7324,#5308,"18,507",12,8587,Extra animation from the PS2 game. 7-minutes skit of an 'actual Kunkun episode' from the Rozen Maiden series.,[],Rozen Maiden: Meitantei Kunkun - Duell Walzer,,,,
162,"Aria the Natural Special, That Miracle In Which We May Meet Again..., Aria the Natural Promo, Aria the Natural Episode 0",ARIA The NATURAL「その 再び出逢える奇跡 に…」,,,,['Special'],1,Finished Airing,"May 7, 2006",,,"['TV Tokyo', 'Shochiku', 'Mag Garden']",['Nozomi Entertainment'],['HAL Film Maker'],['Manga'],"['Fantasy', 'Sci-Fi', 'Slice of Life']",,['Shounen'],5 min.,G - All Ages,7.31,#2779,#5458,"17,102",32,7605,"Short episode entitled ""A Miracle Of Us Being Able To Meet Again"", which can be also considered as ""Aria the Natural"" episode 0.","['Adaptation (Manga) Aria', '']",Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,,['Iyashikei'],,
163,"Amaenaide yo!! Katsu!!: Don't be Fooled!!, Amaenaide yo!! Katsu!! Special",あまえないでよっ!!喝!! ダマされないでよっ!!,Ah My Buddha Katsu Special,,,['Special'],1,Finished Airing,"Jun 21, 2006",,,"None found,","['Nozomi Entertainment', 'Media Blasters']",['Studio Deen'],['Manga'],"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",,['Seinen'],23 min.,R+ - Mild Nudity,6.54,#6803,#5765,"14,887",7,7221,"A behind the scenes special of all the main characters in Amaenaide yo!! Katsu!!, where they give their own personal feelings about their past experiences with the show, as well as their working experiences with their fellow cast members.",[],Amaenaide yo!! Katsu!!: Damasarenaide yo!!,,['Harem'],,
164,"Friagne and Marianne's Why, What, Shana! Ask Anything Question Box",フリアグネ&マリアンヌのなぜなにシャナ!なんでも質問箱!,,,,['Special'],8,Finished Airing,"Jan 25, 2006 to Aug 25, 2006",,,"None found,",['Funimation'],['J.C.Staff'],['Light novel'],"['Comedy', 'Fantasy']",,,3 min. per ep.,PG-13 - Teens 13 or older,6.57,#6663,#5954,"13,641",3,4527,A series of short specials where Friagne and Marianne explain different terms from the show.,"['Sequel (Special) Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2', '']",Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,,['Urban Fantasy'],,
165,"Kudakareta Sekai, The Broken World, Sorezore no Ken, Respective Swords, Sadame no Goka, The Hell Fire of Destiny, Jiyuu no Daishou, The Cost of Freedom",機動戦士ガンダムSEED DESTINYスペシャルエディション,Mobile Suit Gundam SEED Destiny Special Edition,,,['TV Special'],4,Finished Airing,"May 2, 2006",,,['Mainichi Broadcasting System'],['Bandai Entertainment'],['Sunrise'],Original,"['Action', 'Drama', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Space']",,1 hr. 30 min. per ep.,R - 17+ (violence & profanity),7.19,#3429,#6175,"12,426",24,5349,"Four TV Specials compiled from Kidou Senshi Gundam SEED Destiny series. 1. The Broken World (Kudakareta Sekai) 2. Respective Swords (Sorezore no Ken) 3. The Hell Fire of Destiny (Sadame no Goka) 4. The Cost of Freedom (Jiyuu no Daishou) Like the three specials of Gundam Seed, these specials feature new or changed scenes of the TV series. However unlike the TV series, which was told in the points of view of main characters Shinn Asuka and Kira Yamato, the Special Edition was told through the eyes of Athrun Zala, giving the movies a much more neutral point of view. (Source: Wikipedia)","['Prequel (TV Special) Kidou Senshi Gundam SEED Special Edition', '']",Kidou Senshi Gundam SEED Destiny Special Edition,,,,
166,"Renkin San-kyuu Magical? Pokaan OVA, Magipoka, Renkin Sankyu Magical? Pokan, Renkin 3-kyuu Magical? Pokan",錬金3級 まじかる?ぽか〜ん,,,,['Special'],3,Finished Airing,"Jun 23, 2006 to Oct 25, 2006",,,"['Genco', 'Lantis', 'Media Factory']","None found,",['Remic'],Original,"['Comedy', 'Ecchi']","['CGDCT', 'Parody', 'Vampire']",,13 min. per ep.,R+ - Mild Nudity,6.85,#5082,#7428,"7,886",4,3692,DVD specials.,[],Renkin San-kyuu Magical? Pokaan Specials,,,,
167,Joshi Kousei: Girl's High Specials,女子高生 GIRL'S HIGH,High School Girls Specials,,,['Special'],3,Finished Airing,"May 25, 2006 to Sep 22, 2006",,,"None found,",['Media Blasters'],['Arms'],['Manga'],,,['Seinen'],8 min. per ep.,PG-13 - Teens 13 or older,6.48,#7192,#8907,"5,053",3,1977,Bonus episodes on the DVDs featuring the girls on a field trip to Chichibu.,[],Joshikousei: Girl's High Specials,['Comedy'],['School'],,
168,"Mushishi Digest, Mushishi 20.5",蟲師 ダイジェスト,,,,['TV Special'],1,Finished Airing,"May 8, 2006",,,"None found,","None found,",['Artland'],['Manga'],"['Mystery', 'Supernatural']",,['Seinen'],25 min.,PG-13 - Teens 13 or older,6.72,#5778,#9904,"3,673",7,1243,Recap of the first 20 episodes of Mushishi.,[],Mushishi Recap,,['Adult Cast'],,
169,"Yomigaeru Sora: Rescue Wings Special, Yomigaeru Sora: Rescue Wings OVA, Yomigaeru Sora: Rescue Wings Episode 13 - A Last Job",よみがえる空 -RESCUE WINGS- 最後の仕事,,,,['Special'],1,Finished Airing,"Jun 17, 2006",,,"None found,","None found,",['J.C.Staff'],Original,,"['Adult Cast', 'Military', 'Workplace']",,22 min.,PG-13 - Teens 13 or older,6.85,#5097,#10054,"3,494",2,1707,"Episode 13 of Yomigaeru Sora: Rescue Wings, released as a DVD special. Takes place before the events in the series.","['Sequel (TV) Yomigaeru Sora: Rescue Wings', '']",Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,['Drama'],,,
170,"Soul Link Tokubetsu Kaisou-hen: Cellaria / Nanami, Soul Link Episode 10.5",Soul Link 第10.5話 「特別回想編 -CELLARIA／NANAMI-,,,,['Special'],1,Finished Airing,"Jun 11, 2006",,,['Mellow Head'],"None found,",['Picture Magic'],Visual novel,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi']","['Military', 'Space']",,25 min.,PG-13 - Teens 13 or older,5.83,#10778,#10203,"3,326",2,1364,Recap Special. First half of the episode follows Cellaria from her point of view and her narration. Second part follows Nanami from her point of view with her narration. Takes place between episodes 10 and 11 (Episode 10.5).,[],Soul Link Special,,,,
171,"Tide-Line Blue Special, Tide-Line Blue Episode 13, Tide-Line Blue: Brother",タイドライン・ブルー 兄弟,,,,['Special'],1,Finished Airing,"Apr 26, 2006",,,"['Bandai Visual', 'TV Asahi', 'Lantis']",['Bandai Entertainment'],['Telecom Animation Film'],Original,"['Adventure', 'Drama']",,,23 min.,PG-13 - Teens 13 or older,6.57,#6668,#11724,"2,120",1,929,"DVD only 13th episode of the series. Gould and Keel work together with the New United Nations and the crew of the last remaining space station ""Freedom"" (their father) to broadcast a powerful signal all over the world with the new world map for everyone to be available. The episode ends with both of them looking over the horizon, as we see Freedom station falling to earth’s orbit as a shooting star.","['Prequel (TV) Tide-Line Blue', '']",Tide-Line Blue: Kyoudai,,,,
172,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,['Seinen'],45 min.,PG - Children,6.79,#5405,#12794,"1,503",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,['Comedy'],,,
173,"Gin-iro no Kami no Agito Pilot, Silver-Haired Agito Pilot, Gin-iro no Kami no Agito Eizou Tokuten - Shoki Pilot Film",銀色の髪のアギト パイロットフィルム,,,,['Special'],1,Finished Airing,"Jun 23, 2006",,,"None found,","None found,",['Gonzo'],Original,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",,,5 min.,PG - Children,5.99,#9970,#13798,"1,133",0,271,The pilot of Giniro no Kami no Agito included on the DVD release of the film. It contains no dialogue. It was also included on the later BD release of the film.,[],Giniro no Kami no Agito Pilot,,,,
174,"Kochikame Special 21: Omoide no Daijirou-gou, Kochikame: Hashire! Ryoutsu-shiki Chinchin Densha",こちら葛飾区亀有公園前派出所  走れ!両津式チンチン電車〜思い出の大次郎号〜,,,,['Special'],1,Finished Airing,"Apr 2, 2006",,,"None found,","None found,",['Gallop'],['Manga'],,"['Adult Cast', 'Detective']",['Shounen'],20 min.,PG-13 - Teens 13 or older,6.54,#6825,#15336,735,0,168,The first Kochikame television special of 2006.,"['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,['Comedy'],,,
175,,クレヨンしんちゃん Specials,,,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],48 min.,G - All Ages,[],#17447,#15451,712,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,['School'],,
176,"Gun-dou Musashi Special, Gun-do Musashi, Gundou Musashi, MUSASHI -GUN-, Musashi-GUNDOH, Musashi: The Way of the Gun",GUN道 MUSASHI,Gun Samurai Recap,,,['TV Special'],1,Finished Airing,"Jun 25, 2006",,,['TBS'],"None found,",['ACC Production'],Original,"['Adventure', 'Fantasy']",,,25 min.,PG-13 - Teens 13 or older,5.90,#10447,#15740,666,0,125,Recap of episodes 1-9.,[],Gun-dou Musashi Recap,,['Samurai'],,
