,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Synonyms,Demographics
162,【Dies irae】「いらっしゃい雑念寺」,,,,,['ONA'],18,Finished Airing,"Jun 28, 2017 to Oct 18, 2017",,,"None found,","None found,",['A.C.G.T.'],Visual novel,,,,5 min. per ep.,PG-13 - Teens 13 or older,5.58,#11862,#10128,"3,403",1,581,"A picture drama parody of Dies Irae, but advertised as a radio-style drama. It predominantly follows a chibi-Kasumi and chibi-Rea at the temple.","['Sequel (Special) Dies Irae: Irasshai Zonnenji Specials', '']",Dies Irae: Irasshai Zonnenji,['Comedy'],['Parody'],"Dies Irae Picture Drama, Dies Irae Radio Drama",
163,イーブイとカラフルフレンズ,Eevee and Colorful Friends,,,,['ONA'],1,Finished Airing,"May 8, 2017",,,['Nintendo'],"None found,","None found,",Game,,,,1 min.,G - All Ages,6.17,#8996,#10308,"3,206",6,1499,"On a beautiful sunny day, Eievui decides to go for a walk. When passing through various landscapes, it encounters familiar faces: the different evolutions of Eievui, each having their well-deserved rest. [Written by MAL Rewrite]",[],Eevee to Colorful Friends,['Slice of Life'],,Pokemon: Eevee and Colorful Friends,
164,剣王朝,Sword Dynasty,,,,['ONA'],12,Finished Airing,"Apr 26, 2017 to Jul 5, 2017",,,['iQIYI'],"None found,",['EMT Squared'],Novel,,,,14 min. per ep.,PG-13 - Teens 13 or older,5.81,#10893,#10350,"3,167",8,542,"The story takes place in the twilight years of the Qin Dynasty, and follows a young man who will dismantle the Qin Dynasty and create the Sword Dynasty. (Source: ANN)","['Sequel (ONA) Jian Wangchao 2', '']",Jian Wangchao,['Action'],['Historical'],,
165,モンソニ! ダルタニャンのアイドル宣言,Monster Sonic! D'Artagnyan's Rise to Fame,MSonic!,MSonic!,MSonic!,['ONA'],5,Finished Airing,"Jun 14, 2017 to Jul 19, 2017",,,['XFLAG Pictures'],"None found,",['LIDENFILMS'],Game,"['Action', 'Fantasy']","['Music', 'Strategy Game']",,14 min. per ep.,PG-13 - Teens 13 or older,5.82,#10833,#10885,"2,714",3,729,"When D'Artagnan went to Tokyo for a little fun, she spotted an unforgettable sight: Lucifer singing while basking in moonlight in a park. From that moment, no matter if she was asleep or awake, D'Artagnan's heart would not stop throbbing for some reason. One day, D'Artagnan sees a concert by the popular idol act Angely Diva at her friend Izumo's invitation. There, she resolved to follow her idol dreams, and the story of song and miracles begins. (Source: ANN)","['Prequel (ONA) Monster Sonic!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta', '']",Monster Sonic! D'Artagnan no Idol Sengen,,,Mon-Soni! D'Artagnan no Idol Sengen,
166,残念女幹部ブラックジェネラルさん,Precarious Woman Executive Miss Black General,,,,['ONA'],10,Finished Airing,"Jun 5, 2017 to Jul 21, 2017",,,"['Kadokawa', 'Anime Beans']","None found,",['Oddjob'],['Manga'],,,['Shounen'],3 min. per ep.,PG-13 - Teens 13 or older,5.88,#10553,#10981,"2,635",5,390,"Miss Black General is the villainous leader of RX, a secret organization bent on world-domination. Unfortunately, Miss Black General also has a huge crush on Brave Man, a costumed superhero dedicated to foiling RX's evil schemes, and she often mistakes his violent heroics for an overly enthusiastic form of flirtation. So how exactly is she going to to conquer the world when she can't even conquer her own feelings? And how will Brave Man respond to this odd twist? (Source: HoboP)","['Adaptation (Manga) Zannen Onna Kanbu Black General-san', '']",Zannen Onna Kanbu Black General-san,['Comedy'],['Super Power'],Zannen Jokanbu Black General-san,
167,阿拉德：宿命之門,The Fate of Arad,,,,['ONA'],20,Finished Airing,"Apr 28, 2017 to Sep 1, 2017",,,"['Tohokushinsha Film Corporation', 'Tencent Animation & Comics', 'Tencent Games']","None found,","['Success Corp.', 'Dangun Pictures']",Game,"['Action', 'Adventure', 'Fantasy']",,,14 min. per ep.,PG-13 - Teens 13 or older,6.07,#9562,#11045,"2,582",11,308,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Dixia Cheng Yu Yongshi: Nizhuan Zhi Lun', '']",Arad: Suming Zhi Men,,,"Alade : Suming Zhi Men, Arad: Shukumei no Mon, Arad: The Gate of Destiny",
168,BOY's LOVE Nitro+CHiRAL,BOY's LOVE Nitro+CHiRAL,,,,['ONA'],5,Finished Airing,"Apr 1, 2017",,,['Nitroplus'],"None found,",['Plus Heads'],Visual novel,,,,4 min. per ep.,G - All Ages,4.85,#13373,#11154,"2,500",7,625,"2017 April Fools' Day event which is based on the world of the games made by Nitro+Chiral, and depicts the “love and life” of over 60 characters. Videos available include the opening movie, Chapter 27 [Sweet Pool and Lamento: Beyond the Void], Chapter 28 [Sweet Pool and Togainu no Chi], Chapter 29 [DRAMAtical Murder], and Chapter 30 [DRAMAtical Murder]. Comedic effect is enhanced when Nitro+'s style isn't used but rather the style of Plus Heads who is known for their absurdist gag comedy. (Source: Gematsu)",[],BOY's LOVE Nitro+CHiRAL,['Comedy'],['Parody'],,
169,ウルトラソニコ,,,,,['ONA'],1,Finished Airing,"Apr 1, 2017",,,"None found,","None found,","None found,",Other,,"['Parody', 'Super Power']",,2 min.,G - All Ages,5.00,#13213,#11428,"2,316",1,749,"2017 April Fools' Day event where Nitro+ mascot Super Sonico is becoming an Ultraman-esque superhero, ""Ultrasonico.""",[],Ultrasonico,,,,
170,アフリカのサラリーマン,African Office Worker,,,,['ONA'],10,Finished Airing,"Jun 5, 2017 to Jun 30, 2017",,,"['Production I.G', 'Anime Beans']","None found,","None found,",['Web manga'],,"['Anthropomorphic', 'Workplace']",,2 min. per ep.,PG-13 - Teens 13 or older,5.92,#10338,#11443,"2,295",4,588,"The comedy manga follows a lion, toucan, and lizard as they live the lives of office workers in a capitalist society in Japan, while also dealing with their unique situations as animals living beyond the savanna and the food chain. (Source: ANN)","['Adaptation (Manga) Africa no Salaryman', '']",Africa no Salaryman,['Comedy'],,Businessman in Africa,
171,モンストアニメ GWスペシャル番外編「センリツのルシファー ただひとつの始まりの歌」,Monster Sonic!: A Rhapsody Called Lucy -The Very First Song-,Monster Strike – Eine Rhapsodie namens Lucy – Der allererste Song,MSonic! Episodio 0: Lucy de la Melodía - La canción del comienzo,Monster Strike: Lucy et la mélodie,['ONA'],1,Finished Airing,"May 3, 2017",,,['XFLAG Pictures'],"None found,",['LIDENFILMS Kyoto Studio'],Game,,"['Music', 'Strategy Game']",,21 min.,PG-13 - Teens 13 or older,6.21,#8783,#12126,"1,878",1,557,"Golden Week Special episode of Monster Strike Anime. ""Change the world with music? Foolish."" Lucifer's world stops after her band disbands. Meaningless days pass, until she meets her cousin Satan and his bandmate Ibaraki Douji. They ask her to join their indie band, the ""Wicked Pistols."" Satan talks about his dream of going major after winning the MONSTERS ROCK competition, only for Lucifer to reject him outright. However, Lucifer's heart begins to thaw after a certain event... (Source: Official YouTube Channel)","['Sequel (ONA) Haitoku Pistols no Kinkyuu Kaigi?', ""Sequel (ONA) Monster Sonic! D'Artagnan no Idol Sengen""]","Monster Sonic!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",['Fantasy'],,"Monster Strike Golden Week Special, MSonic! 00, Mon-Soni: D'Artagnan no Idol Sengen 00",
172,雄兵连,,,,,['ONA'],33,Finished Airing,"Jun 1, 2017 to Apr 19, 2018",,,"None found,","None found,",['Transcendence Picture'],Original,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']","['Mecha', 'Military', 'Space']",,21 min. per ep.,R - 17+ (violence & profanity),6.27,#8471,#12510,"1,646",6,373,"Sun Goddess of the Solari, Leona came to Earth in 2014. The genetics of God hidden on Earth has started to awaken. The first few awakenings include the Power of the Galaxy and God of War. An invasion by the alien Tao Tie, just to entertain Death God Karthus, are on the way to Earth. The Angels, the Devils and God seminary groups that have been monitoring the genetics of God on Earth make their moves. The God Seminary assembled the scattered warriors across Earth who carry the genetics of God to form the Black Troops. Radiant Dawn, Leona, lead the team and train them combat techniques to fight against the invasion. Morgana, the Fallen Angel came to Earth to sow the seed of darkness and plot to destroy the Holy Kayle. Angel Yan was send to Earth, informing the invasion of Styx galaxy by Tao Tie. Earth has just become the battlefield for the war of different civilizations. As the disasters continue, the Black Troops will realize they are fighting more than what they are asked for. (Source: HaxTalks)","['Prequel (ONA) Chao Shen Xueyuan: Zhi Hei Jia', 'Sequel (ONA) Xiong Bing Lian: Zhu Tian Jianglin']",Xiong Bing Lian,,,"Super Seminary Fifth Season, Transcend the Gods: The Black Troop, Chao Shen Xue Yuan: Xiong Bing Lian, 超神学院之雄兵连",
173,てぃ先生,"My teacher, Mr. T",,,,['ONA'],14,Finished Airing,"Jun 5, 2017 to Sep 28, 2017",,,"['Production I.G', 'Anime Beans']","None found,","None found,",['Manga'],,"['Childcare', 'School', 'Workplace']",['Seinen'],3 min. per ep.,G - All Ages,[],#14655,#12638,"1,576",1,,"The author initially started as a childcare worker living in Tokyo, calling himself T-sensei and describing his life of tending kindergarteners on his Twitter since 2012, which received various positive responses. (Source: MAL News)","['Adaptation (Manga) T-sensei', '']",T-sensei,['Slice of Life'],,Tii Sensei,
174,クレヨンしんちゃん外伝　お・お・お・のしんのすけ,,,,,['ONA'],13,Finished Airing,"May 31, 2017 to Aug 23, 2017",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Supernatural']",,['Seinen'],7 min. per ep.,G - All Ages,6.50,#7070,#12785,"1,504",3,474,"A small country town. Recently, the town has witnessed many strange incidents. A youkai kindergartner O-o-o no Shinnosuke (an apparent homage to the classic supernatural franchise Gegege no Kitarou) and his youkai father Tamatama Dad arrive in town. They are said to be looking for the yokai Big Butt Mom who has run away from home. When an elementary school girl Fumie Sakura is suddenly attacked by the mysterious Fuzzy Wuzzy, a superfluous-hair youkai, Shinnosuke goes to her aid. Their encounter is the start of the greatest youkai case in the small town's history. (Source: Amazon)","['Prequel (ONA) Crayon Shin-chan Gaiden: Kazokuzure Ookami', 'Adaptation (Manga) Crayon Shin-chan']",Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,,['Parody'],,
175,猫がくれたまぁるいしあわせ,,,,,['ONA'],5,Finished Airing,"May 22, 2017 to Mar 23, 2018",,,"None found,","None found,",['Yokohama Animation Laboratory'],Original,"['Comedy', 'Slice of Life']",,,53 sec. per ep.,G - All Ages,6.14,#9179,#13063,"1,386",2,326,"Protagonist Mari Hirakura joined the workforce almost 10 years ago. Even though she talks to her friends about things like jobs, marriage, age, and family, she still feels like everyone's troubles can be varied and complicated. She does her best every day but still wonders if she is okay the way she is. (Source: ANN)",[],Neko ga Kureta Marui Shiawase,,,,
176,我家业主会作妖,My Handsome Fairy Manager,,,,['ONA'],6,Finished Airing,"Jun 13, 2017 to Jul 19, 2017",,,"None found,","None found,","None found,",['Web manga'],"['Boys Love', 'Comedy', 'Supernatural']",,,2 min. per ep.,PG-13 - Teens 13 or older,[],#15312,#13796,"1,132",0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wo Jia Yezhu Hui Zuo Yao,,,,
177,天谕,Revelation,,,,['ONA'],13,Finished Airing,"Apr 26, 2017 to Oct 11, 2017",,,"None found,","None found,",['Sparkly Key Animation Studio'],Game,"['Action', 'Adventure', 'Fantasy']",,,19 min. per ep.,PG-13 - Teens 13 or older,5.95,#10157,#14064,"1,059",2,231,"A millennium ago, the Five Monarchs guarded the land of the Xia Dynasty with magical artifacts. Later, the leader of the Dragon Clan, Zu Long, assisted humanity by establishing the Yun Chui Empire. The Empire faces the Tranquil Ocean where the Xi and Black Water Clans have defended it throughout a peaceful millennium. Now, the waves are surging from below and chaos will rise once again. (Source: Mooncakes Team)","['Sequel (ONA) Tian Yu 2nd Season: Cang Gu Zhi Ban', '']",Tian Yu,,['Mythology'],Revelation Online Animated Series,
178,人力戦艦！？汐風澤風,,,,,['ONA'],3,Finished Airing,"May 2, 2017 to Nov 10, 2018",,,['Gainax'],"None found,",['Gaina'],Original,,"['Mecha', 'School']",,16 min. per ep.,PG-13 - Teens 13 or older,5.93,#10290,#14129,"1,041",5,157,"The series plays out in the Onahama district in Iwaki, in the Fukushima prefecture's coastal region. It follows the personifications of two WW2 japanese warships, Shiokaze and Sawakaze, who worked as breakwaters in Onahama Port. In this fictional story, the 2011 earthquake pierces a worm hole in the spacetime continuum, starting an invasion from another dimension.",[],Jinryoku Senkan!? Shiokaze Sawakaze,['Sci-Fi'],,,
179,开封奇谈-这个包公不太行,,,,,['ONA'],10,Finished Airing,"May 19, 2017 to Jul 21, 2017",,,['Yaoqi'],"None found,","['LAN Studio', 'Colored Pencil Animation', 'CUKA']",['Manga'],"['Action', 'Comedy']",,,12 min. per ep.,PG-13 - Teens 13 or older,6.09,#9437,#14144,"1,037",2,240,"North Song Dynasty in ancient China, a legendary figure emerged in North Song's capital Kai Feng. He is governor Zheng Bao. Peasants call him Bao Gong (Lord Bao). In a corrupted government, he differentiates himself by demonstrating extreme honestly, uprightness, impartiality, and the courage to uphold justice, which, won him the title ""Justice Bao"". In Chinese folklore, Zheng Bao is the reincarnation of Megrez (Chinese God of Wisdom) and possesses supernatural powers. Kai Feng Story tells the legend of Bao Gong in a brand new type of personality. (Source: u17)",[],Kai Feng Qitan: Zhege Baogong Bu Taixing,,['Historical'],Kaifeng Strange Tales: This Lord Bao is Not That Great,
180,墓王之王 寒铁斗,Great King of the Grave: Cold Iron Fight,,,,['ONA'],21,Finished Airing,"May 11, 2017 to Sep 21, 2017",,,"None found,","None found,",['BUILD DREAM'],Original,"['Action', 'Mystery', 'Romance']","['Historical', 'Martial Arts']",,19 min. per ep.,PG-13 - Teens 13 or older,6.64,#6224,#14799,860,2,226,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Mu Wang Zhi Wang: Qi Lin Jue', 'Sequel (ONA) Mu Wang Zhi Wang: Xuan Guan Si']",Mu Wang Zhi Wang: Han Tie Dou,,,,
181,弱酸性ミリオンアーサー: フォーエバー拡散性MA,,,,,['ONA'],1,Finished Airing,"Apr 19, 2017",,,"None found,","None found,","None found,",['Web manga'],"['Comedy', 'Fantasy', 'Ecchi']",,,2 min.,PG-13 - Teens 13 or older,5.55,#11958,#14816,858,1,218,New Episode of Jakusansei Million Arthur.,"['Prequel (ONA) Jakusansei Million Arthur', '']",Jakusansei Million Arthur: Forever Kakusansei Million Arthur,,['Parody'],,
182,青空アンダーガールズ！,Aozora Under Girls,,,,['ONA'],2,Finished Airing,"May 29, 2017 to Aug 28, 2018",,,"None found,","None found,","None found,",Game,,"['Idols (Female)', 'Music']",,2 min. per ep.,G - All Ages,5.55,#11949,#15629,683,0,272,"The opening animation for the mobile game Aozora Under Girls!, the game is expected to launch some time later in 2017. The game according to Square Enix will be a Youth x Idol x Battle game which means you have to take care the girls' everyday life (21 of them to select from), with their idol career and you have to do live stage battles against the other team like in the Bandai's The iDOLM@STER games. The game discontinued service on January 31, 2019 (Source: senpaigamer.com)",[],Aozora Under Girls!,,,,
183,ぬいぬい日昇三兄弟,The Three Nui Nui Hinobori Brothers,,,,['ONA'],4,Finished Airing,"Apr 28, 2017 to Dec 17, 2017",,,"None found,","None found,",['DLE'],Other,,,,3 min. per ep.,G - All Ages,5.91,#10394,#15898,640,0,136,"The series will center on the three Hinobori brothers, who run a stuffed toy shop called ""Nui Nui"" at the end of Tokyo's Kappabashi shopping street. The eldest brother Kaede is the manager, the second son Aoi is in charge of patterns, and the third son Akane is in charge of displays. (Source: ANN)",[],Nui Nui Hinobori San Kyoudai,['Slice of Life'],,,
