,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Genre,Themes,Demographic,Spanish,Demographics
70,"Pocket Monsters: Best Wishes!, Black & White, BW: Rival Destinies",ポケットモンスターベストウイッシュ,Pokémon: Black & White,['TV'],84,Finished Airing,"Sep 23, 2010 to Jun 14, 2012",['Fall 2010'],Thursdays at 19:00 (JST),"['TV Tokyo', 'MediaNet', 'Half H.P Studio']","['VIZ Media', 'The Pokemon Company International']",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,22 min. per ep.,PG - Children,6.45,#7409,#2101,"108,600",162,63562,"When Satoshi and his mother accompany Professor Ookido to the distant Isshu region, Satoshi discovers Pokémon that he’s never seen before… and that he can’t wait to catch! He may have Pikachu at his side together with new friends Iris and Dent, but he’ll still need plenty of new Pokémon on his team if he wants to challenge Isshu's expert Gym Leaders. His quest to become a Pokémon Master just got even tougher! (Source: Official site)","['Prequel (TV) Pokemon Diamond & Pearl', 'Sequel (TV) Pokemon Best Wishes! Season 2']",Pokemon Best Wishes!,Pokémon die Serie: Schwarz und Weiß,Pokémon la Série: Noir et Blanc,,,['Kids'],Pokémon Negro y Blanco. Temporada 14,
71,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],21 min.,G - All Ages,7.80,#1028,#2401,"88,031","1,330",42179,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,Shin Chan,,,,['Seinen'],Shin Chan,
72,"Yugioh, Yuu Gi Ou! Zexal, Yu-Gi-Oh! Zeal, Yu-Gi-Oh! Zexal",遊☆戯☆王ZEXAL,Yu-Gi-Oh! Zexal,['TV'],73,Finished Airing,"Apr 11, 2011 to Sep 24, 2012",['Spring 2011'],Mondays at 19:30 (JST),"['TV Tokyo', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Konami Cross Media NY']",['4Kids Entertainment'],['Gallop'],['Manga'],"['Action', 'Fantasy']",['Strategy Game'],24 min. per ep.,PG-13 - Teens 13 or older,6.43,#7524,#2514,"81,880",349,46869,"In the bustling and futuristic city of Heartland, a young boy named Yuuma Tsukumo has a dream that everyone his age wants to achieve—earning the title of the greatest duelist! Sadly, due to his lackluster dueling skills, this dream is far from achievable. But when the school bully, Ryouga ""Shark"" Kamishiro, splits the key given to him by his father into two pieces, he inadvertently sets Yuuma on a collision course with his dream. Retaining one half of the key, Yuuma begins a duel with Shark, but soon realizes that his inexperienced skills are no match for him. In a sudden turn of events, Yuuma's key repairs itself, and the ""Door of Destiny'' appears before him. Using the key to open it, Yuuma is greeted by an alien by the name of Astral—a being only he can see. The bewildered Yuuma soon learns that his memories have been divided into 100 ""Number Cards,"" all of which he must retrieve. However, he is also not the only one looking for them. Bombarded by these revelations, Yuuma, alongside Astral, must defend the world from the upcoming threats that loom over Heartland City—regardless of any divine intervention that may occur. [Written by MAL Rewrite]","['Sequel (TV) Yu☆Gi☆Oh! Zexal Second', 'Adaptation (Manga) Yu☆Gi☆Oh! Zexal']",Yu☆Gi☆Oh! Zexal,Yu-Gi-Oh! Zexal,Yu-Gi-Oh! Zexal,,,['Shounen'],Yu-Gi-Oh! Zexal,
73,,エリアの騎士,The Knight in the Area,['TV'],37,Finished Airing,"Jan 7, 2012 to Sep 29, 2012",['Winter 2012'],Saturdays at 06:00 (JST),"['TV Asahi', 'Imagine']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sports']",,25 min. per ep.,PG-13 - Teens 13 or older,7.16,#3573,#2582,"78,375",226,36260,"Kakeru and Suguru are brothers who both have a flaming passion for soccer. However, while Suguru becomes a rising star in the Japanese youth soccer system, Kakeru decides to take on a managerial role after struggling on the field. But due to a cruel twist of fate, Kakeru ends up reevaluating the role he has chosen. In hopes of one day being able to enter the World Cup by becoming a member of the national team, Kakeru trains harder than anyone else. He isn’t alone in this quest for glory, though. Kakeru's childhood friend, Nana, is a soccer prodigy of her own, with the wicked nickname “Little Witch”. She is a top-ranked player and is already playing for Nadeshiko Japan, the Japanese women’s national team. Nana's success gives Kakeru the extra push he needs to reach for his goals. Soccer and adolescent fervor combine for an epic, emotional ride. Check it out for yourself in Area no Kishi!","['Adaptation (Manga) Area no Kishi', '']",Area no Kishi,,,,"['School', 'Team Sports']",['Shounen'],,
74,"Mouretsu Uchuu Kaizoku, Miniskirt Pirates, Moretsu Uchuu Kaizoku",モーレツ宇宙海賊,Bodacious Space Pirates,['TV'],26,Finished Airing,"Jan 8, 2012 to Jul 1, 2012",['Winter 2012'],Sundays at 00:30 (JST),"['Starchild Records', 'Magic Capsule']",['Sentai Filmworks'],['Satelight'],['Light novel'],"['Award Winning', 'Sci-Fi']",['Space'],24 min. per ep.,PG-13 - Teens 13 or older,7.13,#3769,#2622,"76,346",293,28237,"Far in the future, where interstellar travel is considered commonplace, high school student Marika Katou balances her duties in the space yacht club and her job as a restaurant waitress. Following a chance encounter with a peculiar pair of customers, Marika meets them again and learns that her absent father has passed away. During his life, he was known as the legendary pirate ""Gonzaemon."" He has left behind his infamous ship Bentenmaru and its crew exclusively for Marika to inherit. With one of the few remaining Letters of Marque that permit legal piracy, Marika must choose whether to stay as a regular student or take up a second life as a high-octane space pirate. As Marika ponders her decision, the delicate situation attracts the eyes of various government agencies and the mysterious transfer student Chiaki Kurihara, all eager to see if the upcoming captain lives up to her father's reputation. If the crew of the Bentenmaru want to maintain their status, they will need to set sail into the vast expanse of space and once again become a name to be feared. [Written by MAL Rewrite]","['Sequel (Movie) Mouretsu Pirates: Abyss of Hyperspace', 'Adaptation (Manga) Miniskirt Pirates', 'Adaptation (Light Novel) Miniskirt Pirates', '']",Mouretsu Pirates,,,,,,Moretsu Pirates,
75,Smile Pretty Cure!,スマイルプリキュア,Glitter Force,['TV'],48,Finished Airing,"Feb 5, 2012 to Jan 27, 2013",['Winter 2012'],Sundays at 08:30 (JST),['Saban Brands'],"None found,",['Toei Animation'],Original,,['Mahou Shoujo'],24 min. per ep.,G - All Ages,6.84,#5152,#3382,"48,110",433,24349,"To teenager Miyuki Hoshizora, fairy tales are a world of wondrous encounters and happy endings. Inspired by her love for these stories, she lives every day searching for happiness. While running late on her first day of school as a transfer student, Miyuki meets Candy—a mysterious fairy from the world of fairy tales, Märchenland. However, when Candy disappears as quickly as she appeared, Miyuki is left believing the encounter was only a dream. After an eventful first day, Miyuki finds a mysterious library at school. While combing through the bookshelves, she is transported next to Candy, who claims to be searching for the so-called legendary warriors, Precure. When forced to protect Candy's and everyone else's happiness, Miyuki transforms into ""Cure Happy,"" one of the Precure warriors! As Cure Happy, Miyuki is now tasked with finding the other legendary warriors and protecting the world from destruction, all while possibly discovering her very own happy ending. [Written by MAL Rewrite]","['Adaptation (Manga) Smile Precure!: Precure Collection', '']",Smile Precure!,,,['Action'],,,,
76,,機動戦士ガンダムAGE,Mobile Suit Gundam AGE,['TV'],49,Finished Airing,"Oct 9, 2011 to Sep 23, 2012",['Fall 2011'],Sundays at 17:00 (JST),"['Sotsu', 'Lantis', 'Mainichi Broadcasting System', 'Sony Music Entertainment', 'Level-5', 'ADK']",['Nozomi Entertainment'],['Sunrise'],Original,"['Action', 'Sci-Fi']",,24 min. per ep.,PG-13 - Teens 13 or older,6.47,#7281,#4055,"34,154",66,15901,"In A.G. 101 (the 101st year of the Advanced Generation calendar) a mysterious entity known only as ""UE"", or ""unknown enemy"", attacks and destroys the space colony Angel. This brutal attack becomes infamous as the ""The Day the Angel Fell"", and marks the beginning of humanity's war for survival. The series begins in A.G. 108 when the UE attack the space colony Ovan, where Flit Asuno lives with his mother. Flit's mother is killed by the UE, and in her belongings (in an object called a ""AGE Device"") he discovers the blueprints for a powerful weapon from the past - the ancient messiah named ""Gundam."" From these blueprints, Flit spends the next several years studying engineering at an Earth Federation base on the Nora space colony and designing the AGE-1 Gundam. Seven years later, in A.G. 115, Flit completes the Gundam, just as the UE attack Nora. Flit and his lineage's battle piloting the AGE-1 to protect mankind is about to begin. (Source: GoodAnime.net)","['Adaptation (Manga) Kidou Senshi Gundam AGE: First Evolution', 'Adaptation (Manga) Kidou Senshi Gundam AGE: Hajimari no Monogatari', 'Adaptation (Light Novel) Kidou Senshi Gundam AGE', 'Adaptation (Manga) Kidou Senshi Gundam AGE: Second Evolution']",Kidou Senshi Gundam AGE,,,,"['Mecha', 'Space']",,,
77,Chibi☆Devil! Chibi Devi!,ちび☆デビ！,,['TV'],75,Finished Airing,"Oct 10, 2011 to Feb 17, 2014",['Fall 2011'],Mondays at 18:20 (JST),"['Shogakukan-Shueisha Productions', 'Half H.P Studio']","None found,",['SynergySP'],['Manga'],"['Slice of Life', 'Supernatural']",,5 min. per ep.,PG - Children,6.91,#4794,#4914,"22,214",80,7691,"Sawada Honoka is a 14-year-old girl who is very timid. She easily gets bullied by other classmates. Honoka is a non-believer in God, Angels, and Devils. Though one day, a devil baby was dropped into her room while she was sleeping. What will Honoka believe in now? (Source: PocketScans)","['Adaptation (Manga) Chibi☆Devi!', '']",Chibi☆Devi!,,,,"['Childcare', 'Mythology']",['Shoujo'],,
78,,ポヨポヨ観察日記,Poyopoyo,['TV'],52,Finished Airing,"Jan 8, 2012 to Dec 30, 2012",['Winter 2012'],Sundays at Unknown,"['DAX Production', 'Dream Creation', 'Möbius Tone']","None found,",['Studio Deen'],['4-koma manga'],"['Comedy', 'Slice of Life']",['Pets'],3 min. per ep.,PG - Children,7.63,#1470,#4959,"21,814",152,9804,"Moe Sato is a young lady who finds a cat and starts taking care of him. Named Poyo due to his round shape, he quickly becomes a dear member of the Sato family. (Source: ANN)","['Adaptation (Manga) Poyopoyo Kansatsu Nikki', '']",Poyopoyo Kansatsu Nikki,Poyopoyo,Poyopoyo,,,['Seinen'],Poyopoyo,
79,,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",['Anthropomorphic'],25 min.,PG - Children,7.72,#1247,#5000,"21,410",239,9585,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,,,,,"['Kids', 'Shounen']"
80,Cross Fight Bedaman,クロスファイト ビーダマン,B-Daman Crossfire,['TV'],52,Finished Airing,"Oct 2, 2011 to Sep 30, 2012",['Fall 2011'],Unknown,"['TV Tokyo', 'd-rights']",['ADK Emotions NY Inc.'],['SynergySP'],Unknown,,['Strategy Game'],14 min. per ep.,G - All Ages,6.55,#6785,#6925,"9,452",47,5199,"A rumor has spread amongst the children worldwide regarding the popular B-Daman matches: A select group will be allowed to participate in an upcoming secret competition, known as ""Cross Fight""! (Source: translated and adapted from official site by Cranston)","['Sequel (TV) Cross Fight B-Daman eS', '']",Cross Fight B-Daman,,,,,['Kids'],B-Daman Crossfire,
81,,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9124,#7130,"8,795",39,1933,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,,
