,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Demographics
75,"When They Cry, Higurashi: When They Cry - New, Higurashi no Naku Koro ni (2020), When the Cicadas Cry, The Moment the Cicadas Cry",ひぐらしのなく頃に業,Higurashi: When They Cry – Gou,Higurashi: When They Cry GOU,Cuando las Cigarras Lloran,Higurashi: When They Cry - GOU,['TV'],24,Finished Airing,"Oct 1, 2020 to Mar 19, 2021",['Fall 2020'],Thursdays at 23:30 (JST),"['Frontier Works', 'Sotsu', 'MAGES.', 'Tokyo MX', 'Infinite', 'BS11', 'Daiichi Shokai', 'Kadokawa', 'ELF-IN']",['Funimation'],['Passione'],Visual novel,"['Horror', 'Mystery', 'Suspense']","['Gore', 'Psychological']",,23 min. per ep.,R - 17+ (violence & profanity),7.20,#3362,#900,"288,664","1,603",96349,"Rika Furude and her group of friends live in the small mountain village of Hinamizawa; in June 1983, they welcome transfer student Keiichi Maebara into their ranks, making him the only boy in their group. After school, they have fun playing games and spending each day living their lives to the fullest. Despite this seemingly normal routine, Keiichi begins noticing strange behavior from his friends, who seem to be hiding the town's dark secrets from him. Elsewhere, a certain person watches these increasingly unsettling events unfold and remembers all the times that this, and other similar stories, have played out. Using that knowledge, this person decides to fix these broken worlds. However, when certain variables change, the individual is faced with a horrifying realization: they have no idea what to expect or how to stop the impending tragedy. [Written by MAL Rewrite]","['Prequel (OVA) Higurashi no Naku Koro ni Rei', 'Sequel (TV) Higurashi no Naku Koro ni Sotsu', 'Adaptation (Manga) Higurashi no Naku Koro ni Gou', '']",Higurashi no Naku Koro ni Gou,,,
76,,半妖の夜叉姫 -戦国御伽草子-,Yashahime: Princess Half-Demon,Yashahime: Princess Half-Demon,Yashahime: Princess Half-Demon,Yashahime: Princess Half-Demon,['TV'],24,Finished Airing,"Oct 3, 2020 to Mar 20, 2021",['Fall 2020'],Saturdays at 17:30 (JST),"['Shogakukan', 'Yomiuri TV Enterprise']",['VIZ Media'],['Sunrise'],Original,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Mythology', 'Time Travel']",,24 min. per ep.,PG-13 - Teens 13 or older,6.70,#5932,#1861,"127,882",654,38448,"Half-demon twins Towa and Setsuna were always together, living happily in Feudal Japan. But their joyous days come to an end when a forest fire separates them and Towa is thrown through a portal to modern-day Japan. There, she is found by Souta Higurashi, who raises her as his daughter after Towa finds herself unable to return to her time. Ten years later, 14-year-old Towa is a relatively well-adjusted student, despite the fact that she often gets into fights. However, unexpected trouble arrives on her doorstep in the form of three visitors from Feudal Japan; Moroha, a bounty hunter; Setsuna, a demon slayer and Towa's long-lost twin sister; and Mistress Three-Eyes, a demon seeking a mystical object. Working together, the girls defeat their foe, but in the process, Towa discovers to her horror that Setsuna has no memory of her at all. Hanyou no Yashahime: Sengoku Otogizoushi follows the three girls as they endeavor to remedy Setsuna's memory loss, as well as discover the truth about their linked destinies. [Written by MAL Rewrite]","['Prequel (TV) InuYasha: Kanketsu-hen', 'Sequel (TV) Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou', 'Adaptation (Manga) Iden Ehon Zoushi: Hanyou no Yashahime', '']",Hanyou no Yashahime: Sengoku Otogizoushi,,,
77,,キングダム 第3シリーズ,Kingdom: Season 3,,,,['TV'],26,Finished Airing,"Apr 6, 2020 to Oct 17, 2021",['Spring 2020'],Mondays at 00:10 (JST),['Shueisha'],['Funimation'],"['Pierrot', 'Studio Signpost']",['Manga'],,"['Historical', 'Military']",['Seinen'],25 min. per ep.,R - 17+ (violence & profanity),8.83,#30,#2033,"114,089","2,351",45819,"Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states. Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map. [Written by MAL Rewrite]","['Prequel (TV) Kingdom 2nd Season', 'Sequel (TV) Kingdom 4th Season', 'Adaptation (Manga) Kingdom', '']",Kingdom 3rd Season,['Action'],,
78,"Pocket Monsters, Pokemon 2019, Pokémon",ポケットモンスター(2019),Pokémon Journeys: The Series,,Pokémon Viajes Serie,,['TV'],136,Finished Airing,"Nov 17, 2019 to Dec 16, 2022",['Fall 2019'],Fridays at 18:55 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'MediaNet']",['The Pokemon Company International'],['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,PG - Children,7.55,#1784,#2285,"95,677",655,40333,"On a new day in the Kanto region, Satoshi gets invited by Professor Yukinari Ookido over to Professor Sakuragi's lab-opening ceremony in Vermillion City. During the ceremonial speech, Professor Sakuragi receives an alert of a possibly rare Pokémon appearing in Vermillion City's harbor, leading Satoshi and the other trainers to rush to the area in hopes of finding the mysterious Pokémon. At the harbor, they find Lugia—a Legendary Pokémon—engaged in combat with other trainers. Noticing the other trainers' tactics, Satoshi has his partner, Pikachu, strike Lugia with a Thunderbolt attack. Unfazed, Lugia flees, but not before Satoshi determinedly leaps onto its back. To Satoshi's surprise, he meets another boy, Gou, who leapt onto Lugia's back as well. The two ride on Lugia's back as it brings them along on a bizarre adventure across the seas. As it lets the two back on the ground, Satoshi and Gou bid their farewells to Lugia and return to Sakuragi Institute. Impressed by Gou's findings and Satoshi's insight taken during their encounter, Sakuragi requests for the duo to be his new research partners. And so the duo's journey begins, traveling across multiple regions to meet many new Pokémon—including ones that have the ability to Gigantamax! [Written by MAL Rewrite]","['Prequel (TV) Pokemon Sun & Moon', 'Sequel (TV) Pokemon: Mezase Pokemon Master', 'Adaptation (Manga) Pocket Monsters: Satoshi to Gou no Monogatari!', '']",Pokemon (2019),,,
79,,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2398,"87,964","1,328",42153,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,['School'],
80,Dragon Quest: Dai's Great Adventure,ドラゴンクエスト ダイの大冒険,Dragon Quest: The Adventure of Dai,Dragon Quest: The Adventure of Dai,Dragon Quest: La Aventura de Dai,Dragon Quest: The Adventure of Dai,['TV'],100,Finished Airing,"Oct 3, 2020 to Oct 22, 2022",['Fall 2020'],Saturdays at 09:30 (JST),"['TV Tokyo', 'Square Enix', 'Shueisha']","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.73,#1215,#2613,"76,631",645,25970,"A long time ago, there was a valiant swordsman who came to be known simply as ""the hero."" There was a demon who has caused people suffering. The hero and his companions arrived to challenge the demon to a battle and by combining their powers, the battle was brought swift conclusion. With no one around to cause trouble, the island became a quiet place where everyone could live together in peace. Several years later, the demon is revived. Our present-day protagonist, Dai, lives on a remote island in the southern seas and dreams of becoming a great hero. When he hears about the demon's revival, Dai and his friends take it upon themselves to stop him and the evil force that revived him. Along the way, Dai discovers the identity of ""the hero,"" the truth behind the evil force who revived the demon, and Dai's own hidden powers that surface in times of peril. (Source: MU, edited)","['Adaptation (Manga) Dragon Quest: Dai no Daibouken', '']",Dragon Quest: Dai no Daibouken (2020),,,
81,,キングスレイド 意志を継ぐものたち,King's Raid: Successors of the Will,King’s Raid: Successors of the Will,,King’s Raid: Successors of the Will,['TV'],26,Finished Airing,"Oct 3, 2020 to Mar 27, 2021",['Fall 2020'],Saturdays at 01:23 (JST),"None found,",['Funimation'],"['OLM', 'Sunrise Beyond']",Game,"['Action', 'Adventure', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.04,#9702,#2654,"74,827",163,21391,"Long ago, the king of Orvelia, Kyle, defeated the demon king Angmund and brought peace to the world. However, one hundred years later, demons have been sighted in the forests, threatening humanity once more. A scouting expedition is sent to verify the claim but only one member returns. Meanwhile, Riheet, the leader of a dark elf mercenary group, plots to take over Orvelia to exact revenge against the humans who forsook their race a century ago. The knight apprentice Kasel, accompanied by the priestess Frey, sets out to rescue Clause, an old friend who went missing in the tragic mission. However, along the way, Kasel discovers that he is the son of the revered King Kyle and the only one who can wield the Holy Sword Aea—the same sword that slew the demon king. To fulfill this destiny, the young knight must embark on a perilous quest, unseal the sword, and end the fear instilled by demons. As Kasel's journey to bring hope to humanity and Riheet's vow for vengeance intertwine, what fate could possibly await them? [Written by MAL Rewrite]",[],King's Raid: Ishi wo Tsugumono-tachi,,,
82,"Digimon Adventure (2020), Digimon Adventure Reboot",デジモンアドベンチャー:,,,,,['TV'],67,Finished Airing,"Apr 5, 2020 to Sep 26, 2021",['Spring 2020'],Sundays at 09:00 (JST),"['Gallop', 'Yomiko Advertising', 'Fuji TV']","None found,",['Toei Animation'],Other,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,PG - Children,6.48,#7190,#3038,"59,020",210,19396,"In the year 2020, technology is everywhere. Every digital device around the world is connected by a singular network where data travels. Unbeknownst to humans, this network has become home to life forms known as ""Digimon."" Fifth-grader Taichi Yagami is preparing for summer camp when strange occurrences begin in Tokyo; certain electronic systems have started going haywire. When he discovers that his sister and mother are trapped on an unstoppable train, he rushes to the nearby station. Suddenly, Taichi is transported to another world where he meets a strange creature by the name of Agumon, who somehow already knows his name. Taichi also receives a strange device called a ""Digivice,"" which allows him to communicate with the undigitized world. Taichi discovers he is in the ""Network,"" and virus-like Digimon are attacking the areas that maintain Tokyo’s electronic systems. It is up to Taichi and his new partner Agumon to stop these cyberattacks before the whole world is threatened by the actions of mischievous Digimon. [Written by MAL Rewrite]",[],Digimon Adventure:,,['Isekai'],
83,Mr. Osomatsu 3,おそ松さん 第3期,,Mr. Osomatsu Staffel 3,Mr. Osomatsu Temporada 3,Osomatsu-san Saison 3,['TV'],25,Finished Airing,"Oct 13, 2020 to Mar 30, 2021",['Fall 2020'],Tuesdays at 01:30 (JST),"['TV Tokyo', 'Dentsu', 'Rakuonsha', 'Avex Pictures', 'Daiichi Shokai']","None found,",['Pierrot'],['Manga'],,"['Gag Humor', 'Parody']",,23 min. per ep.,R - 17+ (violence & profanity),7.40,#2384,#4751,"24,106",111,8409,Third season of Osomatsu-san.,"['Prequel (TV) Osomatsu-san 2nd Season', 'Sequel (TV) Osomatsu-san 4th Season', 'Adaptation (Manga) Osomatsu-san', '']",Osomatsu-san 3rd Season,['Comedy'],,
84,,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,,25 min.,PG - Children,7.72,#1248,#4997,"21,388",239,9579,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,['Anthropomorphic'],"['Kids', 'Shounen']"
85,Yuu Gi Ou!,遊☆戯☆王 SEVENS,Yu-Gi-Oh! Sevens,,,,['TV'],92,Finished Airing,"Apr 4, 2020 to Mar 27, 2022",['Spring 2020'],Saturdays at 07:30 (JST),"['TV Tokyo', 'Konami', 'Shueisha', 'Konami Cross Media NY']","None found,",['Bridge'],Card game,"['Action', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.20,#8828,#5260,"18,801",88,4909,"In the ever-growing world of Duel Monsters, as duelists improve their skills and rise up the ranks, duels become increasingly complex. By adhering to strict rules, in addition to using and learning proven strategies, one can develop into a strong duelist. However, as a boy who loves inventions and discovering new possibilities, elementary school student Yuuga Oudou finds the current way of dueling predictable and rigid—in other words, boring. Thus, he aims to craft a new path in dueling with his exhilarating new invention: Rush Duels. His ambition soon catches the attention of Tatsuhisa Kamijou, a fellow elementary school student, who brings him to a mysterious place in an attempt to discover the potential of the new system. While Yuuga aims to implement Rush Duels as the new dueling standard and overthrow the conventions of the game, he opens the door to his ultimate goal—to make dueling exciting again. [Written by MAL Rewrite]","['Adaptation (One-shot) Yu☆Gi☆Oh! Rush Duel: Yarouze! Rush Duel!!', 'Adaptation (Manga) Yu☆Gi☆Oh! Sevens: Luke! Bakuretsu Hadouden!!']",Yu☆Gi☆Oh! Sevens,,['Strategy Game'],
