,Synonyms,Japanese,English,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genres,German,Demographics
71,,ぐでたま,The Lazy Egg,,,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,,,['Kids'],1 min. per ep.,G - All Ages,6.66,#6119,#5979,"13,361",60,2707,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,,"['Comedy', 'Gourmet']",,
72,Beyblade Burst GT,ベイブレードバーストGT (ガチ),Beyblade Burst Rise,Beyblade Burst Rise,Beyblade Burst Rise,['TV'],52,Finished Airing,"Apr 5, 2019 to Mar 27, 2020",['Spring 2019'],Fridays at 16:00 (JST),"['TV Tokyo', 'd-rights', 'ADK Emotions']",['ADK Emotions NY Inc.'],['OLM'],['Manga'],,,['Kids'],14 min. per ep.,PG - Children,6.26,#8496,#6317,"11,602",54,5950,"Legendary Blader Valt Aoi has been training the next generation of elite Bladers at Spain’s BC Sol. One day, rookie Blader Koryu Drum witnesses Valt unleashing his newly evolved Gachi Bey, Slash Valkyrie. To Drum's surprise, Valkyrie radiates a golden light as it rockets around the stadium. Inspired by the limitless possibilities of this “Gold Turbo” state, Drum seeks to achieve the same bond with his Bey, Dragon. Here begins the story of Dante and Dragon’s rise to the peak of the Blading world. (Source: USA Beyblade Burst Website)","['Prequel (TV) Beyblade Burst Chouzetsu', 'Sequel (ONA) Beyblade Burst Sparking']",Beyblade Burst Gachi,,"['Action', 'Adventure', 'Sci-Fi']",Beyblade Burst Rise,
73,,サザエさん,Mrs. Sazae,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],,,,24 min.,G - All Ages,6.14,#9123,#7117,"8,760",37,1931,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,"['Comedy', 'Slice of Life']",,
74,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,El Ninja Boy Rantaró,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],['Comedy'],,['Kids'],10 min.,G - All Ages,7.07,#4072,#7378,"7,970",77,2546,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,,,
75,,アイカツオンパレード!,,,,['TV'],25,Finished Airing,"Oct 5, 2019 to Mar 28, 2020",['Fall 2019'],Saturdays at 10:30 (JST),['Sunrise Music'],"None found,",['Bandai Namco Pictures'],Game,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",,24 min. per ep.,PG - Children,7.04,#4177,#7830,"6,851",31,2574,"Raki Kiseki is a second-year middle school student who transfers to Star Harmony Academy to become an idol. However, when she uses an Aikatsu Pass she received from her big sister (an Aikatsu engineer), something mysterious happens. Lots of doors appeared before her, and when she opens them, she meets Aikatsu idols she never knew before, such as Yume Nijino (Aikatsu Stars!). Raki vows to design her own premium dress and perform in it on stage. (Source: Anime News Network)","['Prequel (TV) Aikatsu Friends!: Kagayaki no Jewel', '']",Aikatsu on Parade!,,,,
76,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],['Comedy'],,['Shoujo'],23 min.,G - All Ages,7.34,#2629,#7918,"6,700",61,2165,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),['School'],,,
77,,カードファイト!! ヴァンガード 新右衛門編,Cardfight!! Vanguard: Shinemon Arc,,,['TV'],31,Finished Airing,"Aug 24, 2019 to Mar 28, 2020",['Summer 2019'],Saturdays at Unknown,"None found,","None found,",['OLM'],Original,['Action'],,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.65,#6176,#8807,"5,147",8,2126,"This is the story of ""Shinemon Nitta"", the future manager of Card Capital. 10 years before the reunion of Aichi Sendou and Toshiki Kai, the card shop run by the Tokura family ""Card Capital"" was going out of business. Then came the attempt to take over the store by Esuka Hibino, the owner of a major card shop. In order to protect Card Capital, Shinemon Nitta stands up as the ""Self-proclaimed Manager!"" (Source: Cardfight!! Vanguard Wiki)","['Prequel (TV) Cardfight!! Vanguard: Zoku Koukousei-hen', '']",Cardfight!! Vanguard: Shinemon-hen,['Strategy Game'],,,
78,,ゾイドワイルド ZERO,,,,['TV'],50,Finished Airing,"Oct 4, 2019 to Oct 16, 2020",['Fall 2019'],Fridays at 17:55 (JST),"None found,","None found,",['OLM'],Other,,"['Mecha', 'Military']",,22 min. per ep.,PG - Children,5.97,#10075,#9006,"4,812",12,753,"In the 21st century planet Earth was rendered inhospitable to life, and people mass-migrated to Planet Zi, the natural home of metallic life forms known as Zoids. Many years later, Zi faces its end. Its inhabitants partake the journey to migrate back to Earth. Attempting to regenerate the Earth to make it hospitable, the migrants come up with a ""Zi-Forming"" scheme. However, the plan fails and Earth is left in its state of turmoil. Overrun by Zoids and blanked by unstable weather phenomena, the migrants are faced with a difficult life. The Empire and Republic settlements attempt to uncover Zoids buried within the Earth to bolster their respective armies. The story picks up following second-generation Earth citizens: Leo Conrad and Buzz Cunningham, who have a chance encounter with a girl Sally Land as she flees the clutches of the Empire. (Source: Zoids Wiki)",[],Zoids Wild Zero,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,
79,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,,,['Kids'],24 min.,PG - Children,6.58,#6581,#9162,"4,581",31,1735,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,"['Comedy', 'Fantasy']",,
80,Kiratto Pri☆chan 2nd Season,キラッとプリ☆チャン シーズン2,,,,['TV'],51,Finished Airing,"Apr 7, 2019 to Mar 29, 2020",['Spring 2019'],Sundays at 10:00 (JST),"None found,","None found,",['Tatsunoko Production'],Game,,"['Idols (Female)', 'Music']",,24 min. per ep.,PG - Children,7.45,#2132,#9975,"3,516",31,1151,"Mirai Momoyama, Emo Moegi, and Rinka Aoba are 2nd year students at Kirarigaoka Middle School in Kirajuku, and together they form an idol group called ""Miracle☆Kiratts""! The popularity of their streaming programs has skyrocketed! One day, a mysterious Pri☆Chan idol named ""Dia"" appears, and everyone is given a Jewel Pact. Along with that, she announces the opening of the ""Jewel Auditions"", an event where idols with a jewel-like shine are chosen to become ""Jewel Idols"". Only those who can pass the audition with a sparkling heart can make their ""Kiratto Jewel"" shine, allowing them to receive their ""Jewel Coord"". And out of all of them, only the best ""Jewel Idol"" can wear the long-admired ""Diamond Coord"". Who's going to be?! (Source: PriChan Wiki, edited)","['Prequel (TV) Kiratto Pri☆chan', 'Sequel (TV) Kiratto Pri☆chan Season 3']",Kiratto Pri☆chan Season 2,,"['Comedy', 'Slice of Life']",,
81,,ぼのぼの,Bono Bono,Bono Bono,Bono Bono,['TV'],Unknown,Currently Airing,"Apr 2, 2016 to ?",['Spring 2016'],Saturdays at 04:52 (JST),"['Fuji TV', 'Glovision']","None found,",['Eiken'],['4-koma manga'],,,,5 min.,G - All Ages,6.37,#7867,#10211,"3,265",19,757,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more. Enjoy the easygoing days and minor misadventures of Bonobono and his friends! (Source: Fuji Creative)","['Adaptation (Manga) Bonobono', 'Adaptation (Manga) Bono-chan']",Bonobono (TV 2016),['Anthropomorphic'],"['Comedy', 'Slice of Life']",Bono Bono,
82,,SUPER SHIRO (スーパーシロ),,,,['TV'],48,Finished Airing,"Oct 14, 2019 to Sep 7, 2020",['Fall 2019'],Unknown,"['Shin-Ei Animation', 'TV Aichi', 'Futabasha', 'Audio Planning U', 'Imagine']","None found,",['Science SARU'],['Manga'],,,['Kids'],5 min. per ep.,PG - Children,6.15,#9111,#10857,"2,695",4,772,"Spin-off series of Crayon Shin-chan franchise, featuring Shiro. Commemorates 60th Anniversary of TV Asahi.",[],Super Shiro,,,,
83,,おじゃる丸,Prince Mackaroo,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,,,['Kids'],10 min.,G - All Ages,6.39,#7742,#11522,"2,215",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,
84,,ジモトがジャパン,I'm from Japan,,,['TV'],50,Finished Airing,"Apr 8, 2019 to Mar 23, 2020",['Spring 2019'],Mondays at 07:05 (JST),['Shueisha'],"None found,",['Oddjob'],['Manga'],,,['Shounen'],2 min. per ep.,G - All Ages,[],#16381,#12013,"1,906",4,,"There's a new tough guy transfer student in Tokyo. His name is Tokio and he's raring to see how scrappy the locals are. But when he comes face-to-face with a Japan-obsessed red-haired kid that won't leave him alone until he tells him exactly what prefecture he's from, his life takes a turn for the crazy! This kid isn't just Japan obsessed, he's developed a martial art based on all the different prefectures in the country! (Source: VIZ Media)","['Adaptation (Manga) Jimoto ga Japan', '']",Jimoto ga Japan,['Gag Humor'],"['Comedy', 'Slice of Life']",,
85,PazuDora,パズドラ,Puzzle & Dragon,,,['TV'],Unknown,Currently Airing,"Apr 2, 2018 to ?",['Spring 2018'],Mondays at 18:25 (JST),['Akatsuki'],"None found,",['Pierrot'],Game,,,['Kids'],24 min.,PG - Children,5.84,#10734,#12352,"1,689",6,147,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. (Source: Crunchyroll)",[],Puzzle & Dragon,['Strategy Game'],,,
