,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Synonyms,Theme,Demographics
213,えいがのおそ松さん　前説劇場,Mr. Osomatsu-san the Movie: Prologue Theater,,,,['Movie'],6,Finished Airing,"Mar 15, 2019 to Apr 19, 2019",,,"None found,","None found,","None found,",['Manga'],['Comedy'],,,2 min. per ep.,PG-13 - Teens 13 or older,6.85,#5078,#11130,"2,516",4,867,Osomatsu-san Movie shorts shown weekly in theaters and later included in DVD/BD release. In them the boys break the fourth wall worrying about their own film being released.,[],Osomatsu-san Movie: Zensetsu Gekijou,,"Osomatsu-san Movie Prologue, Osomatsu-san Movie: Zensetsu Gekijou",['Parody'],
214,映画 すみっコぐらし とびだす絵本とひみつのコ,,,,,['Movie'],1,Finished Airing,"Nov 8, 2019",,,"None found,","None found,",['Fanworks'],Other,['Comedy'],,,1 hr. 5 min.,G - All Ages,7.11,#3878,#12060,"1,910",15,656,"Sumikko Gurashi debuted in 2012 as slightly negative characters who like to stay in the corner of a room. The characters include ""Shirokuma,"" a polar bear who is sensitive to cold; ""Penguin?"" (with a question mark in its name), a penguin who is unsure if it is actually a penguin; ""Tonkatsu,"" a piece of pork cutlet that was left uneaten; ""Neko,"" a shy cat; and ""Tokage,"" who hides his nature as one of the last dinosaurs. The franchise has inspired toys, books, stationery material, video games--and now a feature film. (Source: ANN)","['Sequel (Movie) Sumikko Gurashi Movie 2: Aoi Tsukiyo no Mahou no Ko', '']",Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,,Sumikko Gurashi The Movie - The Pop-up Book and the Secret Child,,
215,新幹線変形ロボ シンカリオン 未来からきた神速のALFA-X,,,,,['Movie'],1,Finished Airing,"Dec 27, 2019",,,"None found,","None found,",['OLM'],Other,,,['Kids'],1 hr. 19 min.,PG - Children,6.59,#6510,#12647,"1,572",1,374,"The new enemies, Nahane and Ohanefu, along with the mysterious new Giant Monstrous Beings appear from space to take over the Earth! Holding the key to these events is Shinkalion ALFA-X, which was secretly developed by the Ultra Evolution Institute...!? For Hayato and Team Shinkalion, who had been living in peace, the battle begins again. Hayato cannot hide his anxiety after his father Hokuto goes missing during an enemy attack. Meanwhile, a 9-year old Hokuto suddenly appears from across time and space! The young Hokuto, who has slipped through time with the Glowing Particles, determines to become the driver of Shinkalion ALFA-X, which brings together the latest technologies to protect the Earth and return it to normal. Together in their thoughts, Team Shinkalion, brought together from Hokkaido Branch, Yamagata Branch, Ōmiya Branch, Nagoya Branch, Kyoto Branch, and Moji Branch confront the strongest enemy in the universe. Can Team Shinkalion protect the peace and security of Japan!? Can Hayato reunite with Hokuto!? (Source: Shinkalion Wiki)",[],Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,"['Action', 'Sci-Fi']",Transformable Shinkansen Robot Shinkalion Movie,['Mecha'],
216,サンタ・カンパニー ～クリスマスの秘密～,,,,,['Movie'],1,Finished Airing,"Nov 29, 2019",,,"None found,","None found,",['Asahi Production'],Original,['Fantasy'],,,1 hr. 5 min.,PG - Children,6.00,#9937,#12989,"1,413",0,189,A feature-length version of the short anime film Santa Company.,[],Santa Company: Christmas no Himitsu,,,,
217,映画 妖怪ウォッチ 妖怪学園Ｙ 猫はHEROになれるか,,,,,['Movie'],1,Finished Airing,"Dec 13, 2019",,,"None found,","None found,",['OLM'],Game,,"['Mythology', 'School']",['Kids'],1 hr. 39 min.,PG - Children,6.07,#9572,#13166,"1,344",2,364,"Set in Y-Academy, an elite school that only allows students with top class abilities to enter. The protagonist, Jinpei Jiba, and his unique friends take on the mysteries of the school as transforming heroes. (Source: IMDb)","['Prequel (Movie) Youkai Watch Movie 5: Forever Friends', 'Sequel (TV) Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu']",Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,"['Comedy', 'Supernatural']",,,
218,シシガリ,,,,,['Movie'],1,Finished Airing,"Nov 3, 2019",,,"None found,","None found,",['Studio DURIAN'],Original,,,,16 min.,PG-13 - Teens 13 or older,6.81,#5300,#18016,418,1,106,"Deep in the northern mountains, there are people who have been living with the blessings of the mountains. A boy, who is coming of age, journeys into the mountains for his first hunt. The mountain is a world where life and death are divided by a paper-thin line. Sometimes, nature will show its fangs... (Source: Official Website)",[],Shishigari,"['Adventure', 'Suspense']",,['Survival'],
219,신비아파트 극장판 하늘도깨비 대 요르문간드,The Haunted House: The Sky Ghost VS Jormungandr,,,,['Movie'],1,Finished Airing,"Dec 19, 2019",,,['CJ ENM'],"None found,",['Studio BAZOOKA'],Original,,,['Kids'],1 hr. 37 min.,G - All Ages,[],#14417,#20098,280,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sinbi Apartment Movie: Haneuldokkaebi Dae Yoleumungandeu,"['Mystery', 'Supernatural']",,,
220,ハローキティ トゥインクル☆ムーンライト 　～CUTErium with SANRIO characters～,,,,,['Movie'],1,Finished Airing,"Dec 18, 2019",,,['Sanrio'],"None found,","None found,",Original,,"['Anthropomorphic', 'Space']",['Kids'],Unknown,G - All Ages,[],#18527,#20469,260,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hello Kitty Twinkle☆Moonlight: Cuterium with Sanrio Characters,"['Fantasy', 'Sci-Fi']",,,
221,극장판 타오르지마 버스터 - 블랙어썰트의 귀환,T-Buster: The Return of Dark Assault,,,,['Movie'],1,Finished Airing,"Dec 5, 2019",,,['Studio Goindol'],"None found,","None found,",Original,['Comedy'],,['Kids'],1 hr. 13 min.,PG - Children,[],#14749,#22666,147,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Taoleujima Beoseuteo: Beullaeg-Eosseolteuui Gwihwan,,,['Mecha'],
222,看無風景,My Father at Grandma's Funeral,,,,['Movie'],1,Finished Airing,"Oct 13, 2019",,,"None found,","None found,","None found,",Original,['Drama'],,,11 min.,PG-13 - Teens 13 or older,[],#19290,#23148,132,0,,"For its grandma's funeral, the child goes to its father's hometown. Facing the argument with his wife, the hostile relatives and his mother's death, the father cries before his child for the first time. (Source: IMDB)",[],Kan Wu Fengjing,,,,
223,重甲機神 Baryon,Deus Ex Baryon,,,,['Movie'],1,Finished Airing,"Nov 8, 2019",,,"None found,","None found,","None found,",Original,,,,1 hr. 39 min.,PG-13 - Teens 13 or older,[],#19124,#23304,127,0,,"In the near future, the world's earth resources will be exhausted, and the vast ocean will become a new target for development. One day, a young boy with a sense of justice, Lei Minghai, was driving a ""heavy armored machine soldier"" robot to collect mineral samples on the seabed. Suddenly, countless satellite laser beams fell from the sky, which surprised the idol singer Tianyin who was holding a concert tour. He was attacked and fell into the sea, but fortunately he was rescued by Lei Minghai who was passing by. The sudden attack wiped out all the armed advanced countries in the world, and the world fell into a state of collapse. However, the underwater city ""Nautilus City"" [Note 1] located in the depths of the Northeast Sea of ​​Taiwan , although it escaped the attack of laser beams, it is believed that the underwater city that cannot be attacked by lasers is safe and sound, so the remaining forces in the world Assemble to Taiwan and use the deep sea as a base to launch a Jedi counterattack, but find that there are more dangerous ""undersea monsters"" in the deep sea that are quietly attacking the seabed city. Lei Minghai will lead the heavy armored mecha team to save the world. (Source: Wikipedia, translated)",[],Ju Ko Kishin Baryon,"['Action', 'Sci-Fi']","Ju Ko Hatagami: Kami Korin, Baryon",['Mecha'],
224,스푸키즈 극장판 : 비밀과외,Spookiz: The Movie,,,,['Movie'],1,Finished Airing,"Oct 25, 2019",,,"None found,","None found,",['Keyring'],Original,,,['Kids'],1 hr. 21 min.,PG - Children,[],#14579,#23466,123,0,,A plucky student stumbles upon the secret life of young monsters who come out to learn and play when night falls at her elementary school. (Source: Netflix),[],Spookiz Movie: Bimilgwaoe,"['Comedy', 'Supernatural']",,,
225,地球上最后一个男人,The Last Man on Earth Sat Alone in a Room,,,,['Movie'],1,Finished Airing,"Nov 11, 2019",,,"None found,","None found,","None found,",Original,,,,2 min.,PG-13 - Teens 13 or older,[],#17649,#23796,116,0,,A short film by Junyi Xiao (肖君逸). The last man on Earth sat alone in a room. There was a knock on the door... (Source: Vimeo),[],Diqiu Shang Zuihou Yige Nanren,"['Comedy', 'Sci-Fi']",,,
226,疯狂斗牛场,Sharp the Bull,,,,['Movie'],1,Finished Airing,"Oct 3, 2019",,,"None found,","None found,","None found,",Unknown,['Fantasy'],,['Kids'],1 hr. 22 min.,G - All Ages,[],#17963,#24685,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fengkuang Douniu Chang,,,,
227,始石疯暴,Monster,,,,['Movie'],1,Finished Airing,"Oct 11, 2019",,,"None found,","None found,","None found,",Original,['Fantasy'],,,1 hr. 36 min.,PG - Children,[],#14179,#24825,97,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shi Shi Feng Bao,,,,
228,魔镜奇缘3,,,,,['Movie'],1,Finished Airing,"Dec 14, 2019",,,"None found,","None found,","None found,",Unknown,['Fantasy'],,['Kids'],1 hr. 22 min.,PG - Children,[],#20341,#24935,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Mo Jing Qi Yuan 2', '']",Mo Jing Qi Yuan 3,,,,
229,深海特攻队之超能晶石,Deep Sea Rangers: Super Crystals,,,,['Movie'],1,Finished Airing,"Nov 2, 2019",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 16 min.,PG - Children,[],#14126,#24858,96,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shenhai Tegong Dui: Chao Neng Jing Shi,"['Adventure', 'Fantasy', 'Sci-Fi']",,['Anthropomorphic'],
230,萤火奇兵2：小虫不好惹,,,,,['Movie'],1,Finished Airing,"Nov 12, 2019",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 22 min.,PG - Children,[],#16050,#25092,93,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Ying Huo Qibing', '']",Ying Huo Qibing 2: Xiao Chong Bu Hao Re,"['Adventure', 'Fantasy']",You Don’t Mess with Little Bugs,['Anthropomorphic'],
231,마왕의 딸 이리샤,"Ireesha, The Daughter of Elf-king",,,,['Movie'],1,Finished Airing,"Oct 26, 2019",,,"None found,","None found,","None found,",Original,,,,1 hr. 24 min.,G - All Ages,[],#20063,#25363,90,0,,The adventures of high school girl Ireesha and her friends (talking frog and guitar-fairy Robby) as she visits Elf world to retrieve her friend’s soul.,[],Mawangui Ttal Ireesha,"['Adventure', 'Fantasy']","Ireesha, The Daughter of Elf-king",['Anthropomorphic'],
232,ワンパンマン SEASON 2 OVA 2,One Punch Man Season 2 Specials,,,,['Special'],6,Finished Airing,"Oct 25, 2019 to Mar 27, 2020",,,"None found,",['VIZ Media'],['J.C.Staff'],['Web manga'],,"['Adult Cast', 'Parody', 'Super Power']",['Seinen'],12 min. per ep.,R - 17+ (violence & profanity),7.40,#2383,#1748,"137,855",152,61248,Short anime specials included in the One Punch Man 2nd Season BD & DVD.,[],One Punch Man 2nd Season Specials,"['Action', 'Comedy']",,,
233,ありふれた職業で世界最強,Arifureta: From Commonplace to World's Strongest Specials,,,,['Special'],2,Finished Airing,"Dec 25, 2019 to Feb 26, 2020",,,"None found,","None found,","['asread.', 'White Fox']",['Light novel'],,"['Harem', 'Isekai']",,8 min. per ep.,PG-13 - Teens 13 or older,6.73,#5730,#2606,"77,159",107,36757,Unaired episodes included with the Blu-ray releases of Arifureta Shokugyou de Sekai Saikyou.,"['Adaptation (Manga) Arifureta Shokugyou de Sekai Saikyou', 'Adaptation (Light Novel) Arifureta Shokugyou de Sekai Saikyou']",Arifureta Shokugyou de Sekai Saikyou Specials,"['Action', 'Adventure', 'Fantasy']","From Common Job Class to the Strongest in the World, Hot Love Springs Eternal, Yue's Diary",,
234,なんでここに先生が!? なんでここに先生たちが!?,"Why the Hell are You Here, Teacher!?: Thirteenth Period",,,,['Special'],1,Finished Airing,"Dec 11, 2019",,,"['Kodansha', 'KlockWorx', 'Asmik Ace', 'King Records', 'Scarlett']",['Sentai Filmworks'],['Tear Studio'],['Manga'],,,['Seinen'],11 min.,R+ - Mild Nudity,6.84,#5144,#2805,"68,443",68,36392,Unaired episode included with the Blu-ray box set.,"['Adaptation (Manga) Nande Koko ni Sensei ga!?', '']",Nande Koko ni Sensei ga!? Nande Koko ni Sensei-tachi ga!?,"['Comedy', 'Ecchi']","Why the hell are you here, Teacher!?, Nande Koko ni Sensei ga!? Special",['School'],
235,ソードアート・オンライン アリシゼーション War of Underworld 前半戦総集編特番「リフレクション」,,,,,['TV Special'],1,Finished Airing,"Oct 6, 2019",,,"['Aniplex', 'Egg Firm']",['Aniplex of America'],['A-1 Pictures'],['Light novel'],,,,24 min.,R - 17+ (violence & profanity),6.91,#4783,#3140,"55,324",91,23877,"Recap of Sword Art Online: Alicization, aired one week before Sword Art Online: Alicization - War of Underworld.","['Sequel (TV) Sword Art Online: Alicization - War of Underworld', '']",Sword Art Online: Alicization - War of Underworld Reflection,"['Action', 'Adventure', 'Fantasy']","Sword Art Online: Alicization Recap, Sword Art Online: Alicization - War of Underworld Episode 0",['Video Game'],
236,俺を好きなのはお前だけかよ 特別編 ~俺は丁寧に進める~,ORESUKI Are you the only one who loves me? - I Politely Move Things Forward,,,,['TV Special'],1,Finished Airing,"Dec 5, 2019",,,"['Aniplex', 'Movic', 'Barnum Studio', 'Tokyo MX', 'Q-Tec', 'Docomo Anime Store', 'BS11', 'Straight Edge', 'Kadokawa']",['Aniplex of America'],['Connect'],['Light novel'],,,,23 min.,PG-13 - Teens 13 or older,6.69,#5982,#4237,"30,948",43,15484,Recap of the first nine episodes of Ore wo Suki nano wa Omae dake ka yo.,[],Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,"['Comedy', 'Romance']","Ore wo Suki nano wa Omae dake ka yo Recap, Ore wo Suki nano wa Omae dake ka yo Episode 9.5",['School'],
237,慎重勇者~この勇者が俺TUEEEくせに慎重すぎる~ 総集編,Cautious Hero: The Hero Is Overpowered but Overly Cautious Recap,,,,['TV Special'],1,Finished Airing,"Dec 11, 2019",,,['Kadokawa'],"None found,",['White Fox'],['Light novel'],,,,23 min.,PG-13 - Teens 13 or older,6.38,#7770,#4563,"26,707",26,11360,Recap of first nine episodes of Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru.,[],Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Sinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru Episode 9.5,,
